,x
1,세월호 침몰 사고 엿새째인  일 하루에만 사망자  명이 추가로 확인됐다 전날까지 확인된 사망자  명의 절반에 이르는 숫자다 이로써 사망자 수는 모두  명으로 늘었다 범정부사고대책본부는 이날 민관군 합동구조팀이 저녁  시께  층 선미 쪽 격실  곳과  층 라운지에서  구의 주검을 한꺼번에 발견해 수습했다고 밝혔다 주검 중 다수는 단원고 학생들인 것으로 알려졌다  구는 중국인 등 외국인으로 확인됐다 앞서 구조팀은 사고 해역 조류가 약해진 이날 새벽부터 오후  시께까지 잠수요원을 동원해  구의 주검을 수습했다 대다수 주검들이 발견된  층은 단원고 학생들이 탑승해 실종자 상당수가 갇혀 있을 것으로 추정돼온 곳이다 이곳은 구조 전문가 등이 에어포켓선내 공기층 존재 가능성을 제기한 곳이었지만 주검이 대량으로 발견되면서 비관적 전망이 커지고 있다 진도박승헌 기자  
2, 승객보다 먼저 탈출했다 수사 대상에 오른 세월호 승무원이 심리적 압박감을 견디지 못하고 자살을 기도했다  일 오전  시 분께 전남 목포시 죽교동의 한 모텔에서 세월호 기관사 손아무개 씨가 자살을 기도했다가 출동한  구조대에 구조됐다 손씨는 전날 밤늦게까지 검경 합동수사본부에서 참고인 신분으로 조사를 받았으며 이날도 조사를 받을 예정이었다 손씨는 함께 묵고있는 동료를 객실 밖으로 내보낸 뒤 안에서 문을 걸어 잠그고 방 안에 있는 비상 탈출용 로프로 목을 매려 한 것으로 알려졌다 손씨는 동료의 신고로 구조돼 병원에서 치료를 받았지만 생명에는 지장이 없는 상태여서 퇴원했다 수사본부 쪽은 침몰 당시 승객보다 승무원이 먼저 탈출한 데 대한 사회적 비판이 커지자 정신적으로 부담을 느낀 듯하다 조사 대상이 참고인이면 안전을 챙기기가 쉽지 않다고 밝혔다 목포안관옥 기자  
3,전국여성연대인권연대 등 시민사회단체들 주최로  일 저녁 서울 세종대로 동화면세점 앞에서 열린 세월호 실종자 무사 생환 기원 시민 촛불 행사를 마친 참석자들이 바닥에 초를 놓아 만든 보고 싶다 글씨가 어둠을 밝히고 있다 신소영 기자  
4,여객선 세월호 침몰 사고 엿새째인  일 오전 서울 여의도여자고등학교에서  학년 학생들이 수업 시작 전 생존자들의 무사귀환을 기원하며 고개 숙여 기도하고 있다 학생들은 이날 치약 칫솔 담요 컵라면 등 구호물품과 격려문을 모아 안산 단원고 실종자 가족을 위해 진도체육관으로 보냈다 
5, 일 오후 세월호 침몰 사고 해역과 가장 가까운 전남 진도 팽목항에서 실종자 가족이 두 손을 모은 채 기도하고 있다 진도 이정용 기자   
6, 일 청와대에서 박근혜 대통령 주재로 열린 수석비서관회의에 앞서 김기춘 비서실장오른쪽부터과 김장수 국가안보실장이 물을 마시고 있다 침몰된 세월호에서 더이상 구조자가 나오지 않고 희생자가 급속히 늘어나면서 정부가 제대로 대처를 하지 못한 것은 결국 청와대 책임이란 비판이 커지고 있다 온라인뉴스팀 
7, 전남 진도 해상에서 침몰사고를 낸 여객선 세월호 운영 업체는 청해진해운이다 이 회사는 화물운송과 해상여객 유람선 업무를 해온 중소업체다 청해진해운의 최대주주는 천해지 이고 천해지의 최대주주는 아이원아이홀딩스 다 이 회사의 주요 주주는 유혁기  유대균 씨 등 과거 한강 유람선 사업을 했으며 이른바 오대양 사건에 연루됐던 유병언 전 세모 사장의 아들들이다 이 회사는  년  월 문을 연 이래  년 인천제주 항로에 오하마나호 급를 취항하고 지난  월 세월호 를 추가하는 등 대형 여객선을 도입하면서 꾸준히 사업규모를 확대해왔다 청해진해운은 인천제주 항로를 비롯해 인천백령도 전남 여수거문도 등  개 항로에서  척의 여객선을 운영하는 한편  년  월부터는 한강 수상택시 운영사인 즐거운서울을 합병해 수상택시 사업에도 진출했다 이 업체는 대형 선박을 도입하는 과정에서 지출한 과다한 비용에 해운업 불황까지 겹치면서 최근 실적이 나빠졌다 청해진해운이 금융감독원에 제출한 감사보고서를 보면  년  억원에 가까운 영업이익을 냈지만  년부터 지난해까지  년간 영업적자와 흑자를 오가면서 연평균 약  억원의 영업손실을 낸 것으로 나타났다 지난해 영업손실은  억 만원에 달했다  년 이후  년 만에 가장 큰 적자폭이었다 매출이  년 말에서  년 말까지  억원 늘어나는 데 그쳤지만 선박비 등 매출원가는  억원 가까이 증가했다 또 인천제주 항로를 독점 운영하고 있지만 인천백령 항로에서는 경쟁 격화로 운항 수익도 크게 감소하고 있다 부채가 급증하는 등 재무구조도 나날이 부실해지고 있다 지난해말 기준으로 자기자본  억원에 부채는  억원에 이른다 부채비율이  를 웃돈다 이정애 기자  
8,  일치에 게재 예정이던 성한용과 함께보는  선거 박원순 서울시장 인터뷰는 세월호 침몰 사고로 인해 잠정 연기되었습니다 
9,세월호 침몰 사고 발생 엿새째인  일 저녁 경기 안산시 단원구 호수동 안산문화광장에서 열린 촛불집회에서 참가자들이 실종자들의 무사귀환과 정부의 적극 대처를 촉구하고 있다 안산이종근 기자   
10,류현진 이  일이하 한국시각 애리조나 다이아몬드백스와의 홈경기에 앞서 세월호 참사 가족과 생존자를 위한 기금모금 팬사인회를 하고 있다 류현진은  일 다저스타디움에서 열리는 필라델피아 필리스와의 경기에 선발등판해 시즌  승에 도전한다 로스앤젤레스 뉴시스 
11,제 회 부산국제단편영화제가  일 저녁  시 영화의 전당 하늘연극장에서 막을 올린다 조직위원회는 세월호 침몰 사고 희생자에 대한 애도의 뜻으로 개막식의 레드카펫 등 이벤트성 행사는 하지 않기로 했다 개막작은 지난해 최우수작품상 수상작인 디에고 모디노 감독과 지난해 로카르노 영화제 단편부문 미래의 표범상을 받은 알레산드로 팔코 감독 등 두 편이다 영화제는  일 저녁  시 영화의 전당 중극장에서 경쟁부문 시상식과 대상 수상작 상영으로 막을 내린다 올해 경쟁부문 출품작은 지난해보다  편 줄어든  편이며 출품작 가운데 경쟁작  편국내  편 국외  편과 초청작  편 등 모두  편이 관객들과 만난다 제 회 전주국제영화제도 다음달  일 예정대로 진행하지만 간소하고 경건하게 치른다 이 영화제도 개막식의 레드카펫과 환영만찬 행사를 취소하고 배우들의 포토존도 설치하지 않기로 했다 이번 영화제에서는 세계  개 나라의 출품작  편을 상영한다 김광수 박임근 기자  
12,새 단장을 마치고 영구 개장한 순천만 정원에서 순천시립 뿌리깊은나무 박물관 유물을 선보인다 순천시립 뿌리깊은나무 박물관은 지난  일부터 전남 순천시 오천동 순천만 정원 안 한국정원에서 조선시대 유물  여점을 전시하고 있다 한 폭 그림처럼 아름답게 활짝 핀 꽃들과 어울려 여유로움이 느껴지는 정원에서 조선시대 생생한 유물을 통해 과거의 역사를 만날 수 있다 궁궐정원부용정엔 임진왜란 때 의주로 피난갔다가 환도한 선조가 황해도에 머물고 있던 한 후궁숙의한테 보낸 정본 편지사진가 전시돼 눈길을 끈다 숙의에게 편지를 받은 뒤 답장 형식으로 보낸 친필엔 나도 무사히 있노라 왜적도 가을에 전라도 치려 하는 기별도 있으니 더욱 걱정하노라는 등의 심경이 적혀 있다 또 옛 선비들이 마음을 수양하기 위해 정자 형식의 방으로 만들었던 군자의 정원인 경정엔 조선시대 후기 바둑판과 바둑알 문방사우 등이 전시된다 뿌리깊은나무 박물관은 순천시 낙안면 남내리 낙안읍성 근처에 있다 순한글 잡지 발행인 한창기 씨가 평생에 걸쳐 모아온 유물  여점 가운데  여점을 전시보존하고 있다 지난  월부터 조선시대 민화전이 열리고 있다 한편 순천시는 지난해  월 순천국제정원박람회 폐막 이후 지난  일  개월여 만에 순천만 정원을 영구 개장했으나 세월호 침몰 사고로 예정됐던 개막행사를 모두 취소했다 광주정대하 기자  
13,박근혜 대통령은  일 세월호 침몰 참사 대책을 논의하기 위해 청와대에서 특별 수석비서관회의를 열었다 박 대통령은 회의 시작 직후 공개 발언을 통해 원고지  장 분량의 지시를 쏟아냈다 그러나 국민의 생명 보호를 최우선으로 하는 국정 책임자로서 책임있는 사과는 한마디도 없었다 사고 수습 과정에서 나타난 정부의 총체적 부실 대응에 대한 책임 통감도 없었다 엄단과 처벌이 강조되고 뒤늦은 위기관리 시스템 재구성에 대한 주문만 이어졌다 정부에 악재가 닥쳤을 때 각 부처와 공무원들을 질책하며 정작 자신과 청와대의 책임은 피해 가는 특유의 제 자 화법이 또 등장한 것이다 박 대통령은 먼저 정부의 위기대응 시스템과 초동 대처에 대해 반성해야 한다고 지적했다 박 대통령은 저는 지난  월 일 회의 때 정부에  개가 넘는 위기관리 매뉴얼이 제대로 작동하는지 점검하라고 지시했다 그런데 이번 사고를 보면 이 지시가 현장에서 제대로 지켜지지 않았다는 방증이라고 말했다 정부가 자신의 지시를 제대로 이행하지 않아 이번 사태를 키웠다는 논리인 셈이다 또 중앙재난안전대책본부 중심의 현 위기대응 시스템은 박근혜 정부 출범 이후 만들어진 것이다 박 대통령은 이어 공무원들과 사고 책임자들을 강도 높게 비판했다 박 대통령은 실종자 가족들을 만났더니 공무원들에 대한 불신이 너무나 컸다 자리보전을 위해 눈치만 보는 공무원들은 우리 정부에서는 반드시 퇴출시킬 것이라고 말했다 탑승객을 버리고 도망친 세월호 선장과 일부 승무원들을 겨냥해서는 상식적으로 도저히 납득할 수 없고 용납될 수 없는 살인과도 같은 행태를 보였다며 세월호 선박 수입부터 면허 획득 시설 개조 그리고 안전점검과 운항 허가에 이르기까지 일련의 진행 과정을 철저히 점검해서 단계별 문제점과 책임 소재를 명확히 밝혀내기 바란다고 지시했다클릭하면 확대됩니다 이에 대해 서복경 서강대 현대정치연구소 연구원은 모든 게 의문투성이인데 누구를 엄벌하겠다는 것인지 스스로는 그 상황에서 자유롭다는 것인지 의문스럽다며 지금 중요한 것은 왜 이 지경까지 됐는지 행정부의 수반으로서 책임을 통감하고 길고 고통스럽겠지만 국민들과 함께 위기를 극복해나가자는 대통령의 위로의 메시지라고 지적했다 이날 청와대 회의에서는 세부적인 사항 하나하나까지 모두 지적하는 박 대통령의 깨알 지시 패턴도 반복됐다 박 대통령이 선장과 승무원들의 평소 훈련 등 기본적인 규정조차 지켜지지 않는데도 감독기관에서는 무얼 하고 있었는지 철저하게 밝혀내야 할 것이라고 한 것이나 세월호가 어떻게 지난  월의 안전점검을 통과했는지 분명히 밝혀내야 한다고 요구한 것도 이런 맥락이다 또 여객선 점검 등을 이익단체인 해운조합에서 해왔다는 것도 구조적으로 잘못된 것이라거나 선박 탑승자 시스템 자체를 바꿔야 한다 사고 당시 다른 배들과 달리 세월호만 출항을 했다 실제로 출항이 가능한 상황이었는지 짚어봐야 한다 등 언론 보도 등을 통해 의혹이 제기됐던 세부적인 조사와 수사의 영역에 대한 언급을 하기도 했다 인터넷을 통해 유포된 유언비어나 루머를 지목하며 사회적 혼란을 야기하는 불순한 의도라며 거짓말과 유언비어의 진원지를 끝까지 추적하라는 지시까지 내놓았다 하지만 박 대통령 특유의 이런 깨알 지시는 큰 틀의 사고 수습과 시스템을 고민해야 할 청와대의 역할과 동떨어진 것이라는 지적이 나온다 지난 정부 재난관리를 담당했던 한 인사는 예를 들어 사고 발생 직후 생명 구조에 가장 중요한 초기 골든타임에서는 구조작업의 우선순위를 찾아야 한다 그런데 박 대통령이 사고 발생 직후 특공대를 투입하라고 했다 그러면 구조 현장의 모든 게 그에 맞춰지게 마련이다 당시 해경은 사고 지점을 뱅뱅 돌며 특공대 투입 방법을 최우선적으로 찾기 위해 고민했을 수도 있다고 지적했다 현장 상황을 정확하게 파악하지 못한 상태에서 대통령이 즉흥적이거나 인상비평 수준으로 지나치게 세밀한 부분에 대해서까지 지시를 내리면 오히려 상황을 더 큰 혼란으로 빠져들게 할 수도 있다는 지적이다 석진환 하어영 기자  진도에서 침몰한 건 대한민국이다 성한용의 진단   
14, 일 오후 세월호 침몰 사고 해역이 내려다보이는 전남 진도군 조도면 동거차도 앞바다에서 헬기 독도함 해양경찰선 등 구조대들이 총출동해 실종자 수색과 구조 작업을 벌이고 있다진도김태형 기자   
