,x
1,지난  일 오전  시 분께 해경  정에서 출발한 구명정이 기울어진 세월호에 접근하고 있으나 객실에서 대기하라는 선내 방송 탓인지 갑판 위에 승객이 한 명도 없다 해경은 세월호 침몰 당시 승무원들의 탈출과 해경의 구조 장면을 담은  분 정도 분량의 영상을  일 뒤늦게 공개했다 사고 발생  일 만이다 영상은 인근 해역에서 경비업무를 하다 처음으로 현장에 달려온 해경  정의 직원이 휴대전화로 촬영한 것인데  일 오전  시 분 초부터  시 분 초까지 해경의 활약상을 담은 총  분 초 분량이다 서해지방해양경찰청 제공 
2, 정부가 세월호 침몰사고 희생자들을 애도하는 국민들의 추모 움직임을 애써 축소하려 한다는 의혹이 제기되고 있다 지난  일 정홍원 국무총리가 전국에 합동분향소 설치를 지시했지만 안전행정부는 사흘 동안 꾸물거렸고 뒤늦게 지방자치단체에 보낸 공문에는 분향소 설치 장소를 실내로 한정하고 기초자치단체시군구는 분향소 설치를 하지 말라는 지침을 내렸기 때문이다  년전 천안함 사고 때 정부는 분향소 설치와 관련해 시민 왕래가 잦은 곳에 설치하고 시군구는 자율적으로 설치를 결정하라고 지시한 바 있다  일 안전행정부가 전국  개 광역자치단체에 보낸 세월호 침몰사고 관련 지역단위 합동분향소 설치 협조 공문을 보면 분향소 설치 장소는 시도 청사 원칙불가피시 인근 공공기관 활용 조용한 실내공간에 설치라고 정해줬다 설치 지역도  개 시도청 소재지별 각  개소시군구는 제외로 제한했다 이 공문은 지난  일 시행됐다 특히 이 공문에는 질서가 유지될 수 있는 실내공간을 분향소 장소로 언급한 뒤에도 지역 경찰과 긴밀히 협조해 분향소 질서를 유지하라는 내용을 담아 질서를 강조했다 이와 달리 천안함 사고 때인  년  월 일 당시 행정안전부현 안전행정부가 지자체에 보낸 공문을 보면 지역주민 추모 참여 편의를 위해 시민 왕래가 잦은 곳에 지방자치단체 자체 판단해 설치하라고 밝혀 분향소 설치 장소를 실내로 한정하지 않았다 또한 분향소 설치는 광역 시도 각  개소씩 하되 시군구는 자율적으로 결정하라고 했다 시군구  곳이 천안함 장병을 추모하는 분향소를 운영했다 이에 경기도는 수원시 팔달구 도청 신관  층 제 회의실에 합동분향소를 설치했다  분 간격으로 수원역경기도청 셔틀버스를 운행중이나 공무원들조차 장소 선정에 의문을 제기하고 있다 한 공무원은 시민들이 여기까지 왜 오겠냐 보여주기식이라고 비판했다 천안함 사고 당시 경기도는 사람들이 붐비는 수원역 광장에 분향소를 차렸다 또한 천안함 사고 당시 부산역 광장에 분향소를 차렸던 부산시는 청사  층 국제교류전시관 앞 복도에 분향소를 설치했다 대구시도 천안함 사고 때는 하루 유동인구가  만명인 시내 중심부   기념 중앙공원에 분향소를 차렸으나 이번에는 남서쪽 변두리인 두류공원달서구에 분향소를 만들었다 새정치민주연합 세월호 침몰사고 공동대책위원장을 맡은 김영환 의원안산 상록을은 무능한 정부의 늑장 구조로 인한 참사에 대한 국민 분노가 커지자 정부가 분향소를 축소해 추모 열기에 찬물을 끼얹는 옹졸한 대응을 하고 있다고 비판했다 이에 대해 안행부 관계자는 시도청사는 교통의 요지라는 장점이 있어 실내 설치를 지시한 것이다 또한 천안함 때는 국방부의 요청을 그대로 전달한 것이라고 밝혔다 안산김기성 김일우 홍용덕 기자 음성원 기자   대독 총리 사퇴 대통령 책임 못덮는다 성한용의 진단   
3,세월호 선체가 옆으로 완전히 드러누운 상황에서도 구조를 간절히 기다린 실종자의 카카오톡 메시지가 확인됐다 메시지 송신 시각은  일 오전  시 분이었다 해경 구조선이 도착하고도  여분이 지난 뒤다검경합동수사본부는  일 세월호 승객들의 휴대전화 카카오톡 메시지를 분석한 결과 실종된 단원고 학생이 오전  시 분에 보낸 게 가장 나중에 발신된 메시지로 확인됐다고 밝혔다 다른 실종자가 이보다 조금 앞서 보낸 카카오톡 메시지에는 기다리라는 안내방송 이후에 다른 방송을 안 해준다는 내용도 담겨 있었다 해경이 공개한 이 시각의 구조 동영상을 보면 세월호의 선체는  도 이상 기울어 절반이 물 밑으로 가라앉은 상태였다 마지막 생존자 구출 시각은  분 뒤인  시 분께다 이후 선체가 급속히 가라앉아 카카오톡 메시지는 더이상 외부로 전송되지 못한 것으로 보인다 승객들에게 탈출 안내방송을 해야 할 이준석 구속 선장 등은 실종자가 마지막 카카오톡 메시지를 보내기  여분 전 이미 구명정에 타고 있었다승무원들이 조타실에서 아직 빠져나오지 않은 상황에서 진도 해상교통관제센터의 호출을  분 넘게 무시한 정황도 새로 드러났다 진도 관제센터와 세월호의 교신 내용을 보면 관제요원은 오전  시 분 조타실을 두 차례 호출한다  분 전까지 교신하던 조타실은 답하지 않았다 그러나 해경 영상을 보면 일부 승무원들은  시 분까지 조타실에 있었던 것으로 확인된다동영상에는  시 분께 승무원 한 명이 조타실에서 내려보낸 밧줄을 잡고 갑판으로 나와 있는 모습이 보인다  시 분 세월호에 오른 해경이 조타실 입구 앞의 구명벌들을 펴려고 접근했지만 이 승무원은 바라보기만 할 뿐 돕지는 않는다 이 승무원은 진도 관제센터가 알려준 해경  정 도착 시간에 맞춰 조타실 밖에서 위치를 알린 것으로 보인다 교신 기록에는  시 분께 관제요원이 경비정이  분 이내에 도착할 것이라고 알린 것으로 나온다그를 확인한 해경은 곧바로 조타실 쪽으로 이동해 구조작업을 펼친다 이 승무원은 그제야 조타실 안쪽의 승무원들에게 나오라고 손짓한다 조타실에서 나온 승무원  명 그리고 선장 이준석씨가 맨발에 트렁크팬티 차림으로 해경 등의 도움을 받아  정으로 올라탄다  시 분께였다 이때 관제센터는 다시 조타실을  차례 호출했지만 답신은 없었다  시 분에 조타실에서 남자 승무원  명 여자 승무원  명이 밧줄을 타고 나와 구명정에 오른다 조타실의 승무원들이 관제센터에 상황을 보고하는 대신 탈출 준비에만 열중했다는 의심이 드는 대목이다 해경은 초기에 승무원들만 구조했다는 논란이 일자 승무원인지 몰랐다고 해명했다이런 모습은 구명조끼를 친구에게 양보한 단원고 학생들과 극명하게 대비된다 가 보도한 학생 휴대전화 동영상을 보면 학생들은 배가 급격히 기울기 시작하자 내 것을 입으라며 구명조끼가 부족한데도 친구에게 양보하고 있다 김지훈 기자 목포노현웅 기자  대독 총리 사퇴 대통령 책임 못덮는다 성한용의 진단   
4,안산 단원고  학년 학부모회 어머니들이  일 오후 세월호 사고 실종자 가족들이 머물고 있는 전남 진도체육관을 찾아 실종학생 학부모를 위로하고 있다 진도연합뉴스 
5,세월호 범정부사고대책수습본부가 선체 인양 준비에 속도를 내고 있다 구체적인 인양 시기는 결정하지 않았지만 악천후에 유속까지 다시 빨라져 실종자 수색 작업에 속도가 붙지 않고 있어 갑작스런 인양 전환에 대비하겠다는 것이다 다만 수색을 위한 일부 인양은 하지 않겠다는 뜻을 분명히 했다 대책본부는  일 브리핑에서 세월호 선체 인양 작업 준비도 진행하고 있다고 밝혔다 그동안 민관군 합동구조팀 쪽에서 인양 준비가 시작됐음을 간접적으로 알린 적은 있지만 대책본부가 공식적으로 인양에 대비하고 있다고 밝힌 것은 처음이다 고명석 대책본부 대변인은 시기가 언제가 됐든 결국 세월호 선체 인양은 해야 한다 그에 대한 준비를 내부적으로 하고 있다 인양 방법 등은 아직 구체적으로 정해지지 않았다고 했다 대책본부는 사고 직후부터 세월호의 인양 방식과 시기 등을 검토하는 태스크포스팀을 따로 두고 이에 대비해온 것으로 알려졌다 고 대변인은 그러나 인양 여부 등에 대한 논의는 가족들의 의견이 가장 중요하다며 본격적인 인양은 수색 작업이 상당 부분 마무리된 뒤에 시작될 수 있다고 말했다 외국 수색구조 전문가들이 참여한 자문회의 결과도 공개됐다 자문회의에서는 맹골수도에 흐르는 강조류를 극복할 방안이 없다 잠수시간을 연장할 특별한 방법도 없다 이번 사고와 같은 유사 사례는 거의 없다며 현재 합동구조팀의 수색 방식을 계속 유지하는 것이 바람직하다는 쪽으로 결론이 모아졌다고 한다 수색을 위해 선체를 일부 인양하거나 바로 세우자는 제안 역시 준비하는 데만 여러 날이 소요된다는 이유로 채택되지 않았다 한편 합동구조팀은  일 오후  시께까지 실종자  명을 추가로 수습하는 데 그쳤다 사고 해역에는 전날에 이어 이날도 비가 내리는 상황에서 빠른 유속과 높은 파도가 수색에 나선 잠수요원들을 괴롭혔다 대책본부 내부에서는 해저 바닥면에 붙은 선체 좌현 쪽 객실 진입을 위해 정밀 폭약을 사용하는 방안까지 제시됐다 선체 내 부유물 등으로 막힌 철제 격실을 뚫고 들어갈 방법이 현재로서는 없기 때문이다 대책본부는  일 가족 대상 설명회에서 폭약 사용에 대해 논의했지만 가족들 대부분이 반대했다 폭약 사용 여부는 아직 결정되지 않았다고 했다 시신 유실에 대한 우려가 갈수록 커지자 대책본부는 사고 해역을  ㎞ ㎞ ㎞ 등  단계로 나눠 담당하는 특별대책반을 꾸렸다 또 위성으로 위치 추적이 가능한 표류 부이를 사고 해역에 투하하는 것도 검토중이다 표류 부이는 바다 위를 떠다니며 조류의 흐름을 실시간으로 위성에 알려주게 된다 이를 활용하면 시신이 유실되더라도 어느 쪽으로 흘러갔는지 위치를 가늠할 수 있다 진도박승헌 기자  
6, 여객선 세월호 침몰 사고로 전 국민이 슬픔에 잠겨 있는 상황에서 국가적 참사를 앞장서서 감당해야 할 울산대구제주 지역 공무원들이 관광 성격의 국외 연수를 떠나 물의를 빚고 있다 해당 기관들은 한결같이 위약금 때문에 예약된 일정을 취소할 수 없었다고 해명해 이들의 연수가 시급하거나 반드시 필요한 것이 아니었음을 스스로 인정하고 있다 김규섭 울산시 환경녹지국장 급 등 울산시와 울산 울주군의 하수행정 관련 공무원  명은 지난  일 울산시 하수처리장 민간 위탁업체 관계자  명과  박 일 일정으로 국외 연수를 떠났다 울산시는  일 영국 이탈리아 스위스 프랑스 등 유럽 선진 도시들을 방문해 템스강취리히 하수처리장 등 하수처리시설을 견학하고  일 돌아올 것이라고 밝혔다 하지만 이들의 방문 예정지에는 버킹엄궁전 바티칸박물관 콜로세움 베르사유궁전 샹젤리제 등 하수행정과 관계없는 관광 명소도  여곳이나 포함돼 있다 게다가 이들이 출국한 날은 세월호 침몰 사고 엿새째 되는 날로 사고 당일 오후부터 지방선거 출마 예비후보들이 잇따라 선거운동을 중단하고 자치단체와 시민사회단체들도 예정했던 축제행사 등을 줄줄이 취소하거나 연기하던 시기였다 하수처리장 관련 공무원들이 이 시설의 민간 위탁운영업체 관계자들과 국외여행을 떠난 데 대해 의혹의 눈길도 쏟아지고 있다 공무원들과 함께 출국한 위탁처리업체 관계자  명 가운데  명은 각각 올해  월과  월에 계약기간이 끝나 재계약을 필요로 하는 업체 관계자들로 드러났다 울산시민연대 등 시민단체들은 세월호 참사로 학생들의 수학여행은 일제히 취소됐는데 공무원들이 시급하지도 않은 국외여행을 떠난다는 것은 국민 정서와 너무 동떨어진 행보다 업무상 필요하다 해도 시기를 조정해 나중에라도 할 수 있는 사안이라고 지적했다 이에 대해 울산시는 지난달 시 국외여행심위원회를 거쳐 준비한 연수로 취소하거나 연기하려면  의 위약금을 물어야 해 어쩔 수 없이 예정대로 진행했다 위탁업체는 희망 업체에 한해 함께 참여한 것이다 공무원은 시군에서 개인당  만원씩 경비를 지원했고 위탁업체는 업체 스스로 경비를 부담했다고 말했다 대구경북경제자유구역청 직원  명도  일 싱가포르 말레이시아 인도네시아 등지로 국외 선진지 견학을 다녀와 산업통상자원부의 조사를 받고 있다 산업부는 업무와 관련 없는 총무과 직원과 사무직원 등이 연수를 다녀온 점과 연수 일정에 관광지가 포함된 경위를 중점 조사하는 것으로 알려졌다 제주도 공무원  명과 제주서귀포시 공무원  명 등  명도  일부터  박 일 일정으로 터키 여행을 하고  일 돌아왔다 이들 기관 관계자들도 이미 예약된 여행 일정을 취소하면 엄청난 위약금을 부담해야 해 계획대로 진행했다고 해명했다 울산 대구 제주신동명 구대선 허호준 기자   
7,  년 전 전북 남원에서 발생한 수학여행 참사의 희생자 묘지가 주변 지역 개발로 사라질 형편에 놓였다 최근 여객선 세월호 침몰사고를 겪으면서 슬픔에 빠진 지역민들은 안전에 대한 경각심을 일깨우기 위해서라도 희생된 학생들의 묘소를 보존할 방안을 찾아야 할 것이라고 목소리를 내고 있다  년  월 일 새벽  시께 전북 남원역에서 열차 추돌사고가 일어났다 순천발 서울행 완행열차가 남원역으로부터 상행선  ㎞ 지점 고갯길에서 제동장치 고장으로 후진하는 바람에 역에서 대기하고 있던 화물열차와 부딪혔다 이 사고로 군산으로 수학여행을 가던 남원초등학교 학생  명과 통학 고교생  명 등 열차 승객  명이 숨지고  명이 다쳤다 희생된 남원초등학교 학생  명은 남원시 노암동 야산에 함께 안장됐다 순천철도국현 한국철도공사 전남본부은 그해  월 일 묘비 옆에 추모시가 새겨진 위령탑을 세웠다 하지만 세월이 흐르면서 묘지는 제대로 관리되지 않고 있으며 무덤  기 가운데  기는 다른 곳으로 이장됐다 특히 남원시가 이 일대를 도시계획상 유원지로 개발할 예정이어서 학생 묘지는 이장 등으로 사라질 형편이다 시는 학생들의 묘지에 이장 대상 묘지라는 안내문을 세우고 올해 초 이 일대를 소리명상 체험마을 억원 시립미술관 억원 도예촌 억원 등으로 개발하는 공사를 시작했다 묘지는 소리명상 체험마을에서  ｍ 떨어져 있다 이병채  남원문화원장은 경기도 안산에서는 세월호 희생자들의 넋을 기리는 추모공원 건립이 검토되고 있는 것으로 안다 남원시는 수학여행  번지라고 그동안 홍보해온 만큼  년 전 참사를 기억해 안전에 대한 경각심을 일깨우는 학생 묘지와 위령탑 보존 방안을 찾아야 할 것이라고 말했다 이에 대해 남원시 관계자는 학생 묘지 주변에는 공동묘지 형태의 다른 묘소들도 많아서 이장 공고를 냈던 것이다 학생 묘지 주변 지역의 개발계획이 구체적으로 세워진 것이 아니므로 공원화 등의 시민 여론이 조성된다면 긍정적으로 검토해 볼 것이라고 말했다 남원박임근 기자   
8,   지방선거에 출마할 부산대구시장 여야 후보를 결정하는 경선이  일 열린다 새누리당 부산시당은  일 오후  시 사직체육관에서 부산시장 후보자 선출대회를 연다 선거인단 투표에 앞서 권철현 전 주일대사박민식 국회의원서병수 전 국회의원 예비후보는 대의원  명 당원 선거인단  명 국민선거인  명 등  명의 유권자를 대상으로  분씩 정견 발표를 한다 투표  결과와 두 차례 여론조사  결과를 합산해  위를 차지한 예비후보가 본선에 나간다 여론조사에선 인지도가 앞선  선의 권 예비후보 선거인단 투표에선 재선의 박 예비후보와  선의 서 예비후보가 유리할 것이라는 전망이 나온다 권 예비후보는  일 부산시의회 브리핑룸에서 기자회견을 열어 눈치를 보지 않고 소신껏 한 번만 시장을 하겠다고 밝혔다 새누리당 대구시당은 하루 앞서  일 오후  시 대구체육관에서 대구시장 후보자 선출대회를 연다 새누리당 대구시당은 조원진 국회의원이재만 전 대구 북구청장권영진 전 서울시 정무부시장서상기 국회의원 예비후보 등  명을 대상으로 대의원 선거인단  명 투표  새누리당 당원 선거인단  명 투표  국민 선거인단  명 투표  두 차례 여론조사  결과 등을 합산해 대구시장 후보를 결정한다 선거인단 투표에 앞서 예비후보들은 영상물 홍보와 정견 발표를 한다 경선 결과는  일 오후  시 분 발표된다 한편 새정치민주연합 부산시당은  일 본선에 나갈 후보를 선출한다 새정치민주연합은 애초 권리당원 투표와 국민 여론조사를  씩 비율로 하기로 했으나 세월호 참사 분위기를 고려해 자동응답시스템을 이용해 권리당원   투표 여론조사로 후보 선출 방식을 바꿨다 여론조사는  일 김영춘 전 국회의원이해성 전 조폐공사 사장 예비후보를 대상으로 벌이며  일 결과를 발표한다 대구 부산구대선 김광수 기자  
9, 세월호 참사가 정부의 규제완화 정책에 제동을 거는 모양새다 무분별한 규제완화가 사고를 낳은 주원인으로 지목되자 규제완화를 밀어붙이던 정부가 안전과 소비자 보호 공정거래 등에 대한 규제 완화는 추진하지 않겠다고 선을 그었다 추경호 기획재정부  차관은  일 서울 은행회관에서 한국경제학회와 한국금융연구원이 공동 주최한 정책세미나에 참석해 이같이 밝혔다 추 차관은 요즘 세월호 사고와 관련해 규제 이야기를 일정 부분 금기시하고 있지만 정부가 소비자보호나 환경 안전 공정거래 등의 규제 완화를 추진하려고 했던 게 아니다고 말했다 그는 이어 기업의 경제활동과 일자리 창출에 걸림돌이 되는 각종 불합리한 규제를 혁파하고자 했던 것이라며 그런 부문의 규제개혁 노력을 지속하겠다고 덧붙였다 이는 정부가 규제완화를 추진했던 것은 맞지만 국민의 안전과 소비자보호 공정거래 등과 관련된 규제를 풀겠다는 뜻이 아니었다는 얘기다 규제를 암덩어리에 비유하며 강력하게 규제완화를 추진하던 태도에서 한발짝 물러난 모습이다 세월호 참사는 정부의 경제정책 운용에도 고민을 안겨주고 있다 추 차관은 앞으로 경기에 부담이 될 변수는 민간소비인데 세월호 사고의 여파와 통신사 영업규제 등 특이 요인이 가세해 민간소비 둔화세가 커지고 있다고 말했다 그는 이어 다양한 속보성 지표를 통해 민간소비 흐름을 예의주시하고 있다며 이 여파가 얼마나 지속되고 어느 크기로 나타날지 면밀히 점검한 뒤 추가조치 필요 여부를 논의해볼 생각이라고 덧붙였다 통화정책을 총괄하는 이주열 한국은행 총재도 이날 세월호 사태가 경제에 미칠 영향을 면밀히 파악하고 있다 가장 큰 관심사가 그것이다라며 실무진이 어떻게 될지 짚어보는 중이라고 말했다 그는 이번 사태로 한은이 지난  일 발표한 올해 경제성장률 전망치가 수정되거나 기준금리 결정에 변동이 생길 수 있느냐는 질문에는 예단하기 어렵다고 말했다 류이근 기자  
10,빼앗긴 들에도 부활은 오는가세월호 실종자들의 무사 귀환을 염원하는 노란 리본이 나부끼는 전남 진도군 팽목항 부두에서  일 오후 한 실종자 가족이 빗속에서 흐느끼고 있다 진도김봉규 선임기자 알랠루야 알렐루야부활성야 예절을 마치고 들어온 방이 왜 이렇게 쓸쓸한가 부활을 축하한다고 알렐루야 인사를 나누었지만정작 부활의 소식은 진도 앞바다에 머물러 더 이상 전해지지 못하네벌써 몇번째 벌써 몇명째 목숨인가천안함과 세월호와 함께 가여운 청춘들이 몸부림치며 죽어가네  국가는 무엇을 하고 있는지 국민의 눈과 귀를 홀리고 속이면서 무엇을 하고 있는지너 간악하고 음흉한 위정자여 살인자들아왜 태어나서 칼춤을 추며 슬픔과 공포에 떨게 하는가 너로 인하여 무덤에 갇힌 우리 예수님이 부활하지 못하는구나십자가는 한없이 세워지고 죽음의 행렬은 아스팔트를 덮는데 팽목항 통곡소리는 밤바다를 찌르고 엄마아빠의 울부짖음은 숯덩이를 토해내고 있네 세월호 한 실종자 가족이 희망호라 이름 붙인 종이배를 띄운 뒤 간절히 기도하고 있다 진도뉴시스 연합뉴스하느님 내 하느님 어찌 우리를 버리시고 찾아오지 않으십니까 당신의 얼굴을 보여주지 않으시고 부활 아침의 해가 솟아오르지 못하니내가 외치는 알렐루야는 대축일의 빈말일 뿐입니다  빼앗긴 들에도 봄은 오는가 뻬앗긴 들에는 결코 부활이 오지 못하네 봄이 와도 봄이 아니고 부활절이 되어도 부활이 오지 않으니 나는 오늘도 하늘만 쳐다보네푸른 들판을 찾기 전에는 봄이 와도  월이 와도 부활이 오지 못하네   부활성야에내년 부활 인사부터 먼저 드립니다 알렐루야 
