,x
1, 세월호 동영상이 공개된 가운데 남희석이 동영상에 대해 언급했다 지난 일 뉴스에서는 단원고등학교 학생인 故 박수현 군의 아버지인 박종대 씨 인터뷰가 전파를 탔다 이날 박종대 씨는 일 아들의 발인을 마친 뒤 아들의 유품인 휴대폰에서 복원한 분 분량의 동영상을 제보했다 이 영상에는 여객선 세월호가 침몰되는 분 동안 선내에서 학생들이 주고 받은 대화 선내 안내방송 등이 고스란히 담겨있다 특히 학생들은 현재 위치에서 절대 이동하지 마시고 대기해주시기 바랍니다라는 방송만 믿고 움직이지 않는 모습을 보였다 이에 방송인 남희석은 자신의 트위터에 일 난 차마 영상으로는 못 보겠고 아래 대화 글을 읽었는데 라는 글과 함께 사고 후 분 마지막 남긴 동영상구조 시간은 충분했다는 제목의 기사를 게재했다 세월호 동영상 남희석 모습을 본 누리꾼들은 세월호 동영상 진짜 소름 돋아 세월호 동영상아 정말 제보해주신 분 감사드려요 세월호 동영상 아이들은 어른들 말만 믿었을 뿐인데 등의 반응을 보였다 
2, 세월호 동영상 공개된 가운데 남희석이 이를 언급했다 지난 일 뉴스에서는 안산단원고등학교 학생인 故 박수현 군의 아버지인 박종대 씨 인터뷰 모습이 담겼다 이날 박종대 씨는 일 아들의 발인을 마친 뒤 아들의 유품인 휴대폰에서 복원한 분 분량의 동영상을 제보했다 이 영상에는 여객선 세월호가 침몰되는 분 동안 선내에서 학생들이 주고 받은 대화 선내 안내방송 등이 고스란히 녹화돼 있었다 특히 학생들은 현재 위치에서 절대 이동하지 마시고 대기해주시기 바랍니다라는 선내 방송만 믿고 움직이지 않는 모습을 보여 안타까움을 자아냈다 이에 방송인 남희석은 자신의 트위터에 일 난 차마 영상으로는 못 보겠고 아래 대화 글을 읽었는데 라는 글과 함께 사고 후 분 마지막 남긴 동영상구조 시간은 충분했다는 제목의 기사를 게재하며 안타까운 심경을 드러냈다 세월호 동영상 공개 남희석 언급에 누리꾼들은 세월호 동영상 공개 진짜 소름 돋아 세월호 동영상 공개아 정말 제보해주신 분 감사드려요 세월호 동영상 공개 아이들은 어른들 말만 믿었을 뿐인데 동영상 왜 만 이런 방송을 하는 걸까요 등의 반응을 보였다 
3, 세월호 동영상에 현진영이 안타까운 심경을 드러냈다 지난 일 뉴스에서는 안산단원고등학교 학생인 故 박수현 군의 아버지인 박종대 씨의 인터뷰 모습이 전파를 탔다 이날 박종대 씨는 일 아들의 발인을 마친 뒤 아들의 유품인 휴대폰에서 복원한 분 분량의 동영상을 제보했다 이 영상에는 여객선 세월호가 침몰되는 분 동안 선내에서 학생들이 주고 받은 대화 선내 안내방송 등이 고스란히 녹화돼 있는 모습으로 학생들은 현재 위치에서 절대 이동하지 마시고 대기해주시기 바랍니다라는 선내 방송만 믿고 움직이지 않는 모습을 보여 안타까움을 자아냈다 이에 가수 현진영은 자신의 트위터에 세월호 동영상 단원고 학생이 남긴 마지막 세월호 분 동영상 가슴이 너무 아픕니다라는 글과 함께 동영상을 게재해 안타까운 심경을 드러냈다 세월호 동영상 공개 현진영의 언급에 누리꾼들은 세월호 동영상 진짜 소름 돋아 세월호 동영상 공개아 정말 제보해주신 분 감사드려요 세월호 동영상 공개 아이들은 어른들 말만 믿었을 뿐인데 등의 반응을 보였다 
4, 세월호 참사에 가수 김종국이 만원 성금을 기부했다 일 단체 희망브리지 전국재해구호협회에 따르면 김종국이 이날 세월호 참사에 애도를 표하며 만원을 기부한 것으로 알려졌다 앞서 김종국은 지난 일 무한도전 팀과 일요일이 좋다런닝맨의 이광수와 함께 안산에 위치한 세월호 참사 희생자 임시 합동분향소를 찾아 조문했다는 사실이 알려져 화제가 되기도 했다 세월호 참사 김종국 기부 소식을 접한 누리꾼들은 세월호 참사 김종국도 기부했구나 세월호 참사 김종국 보면 마음이 정말 따뜻해보인다 세월호 김종국 등 많은 연예인들이 기부한 내역 투명하게 사용되길 등의 반응을 보였다 
5, 세월호 참사 희생자를 위해 마련된 합동분향소에  조권이 다녀갔다 지난 일 조권은 자신의 트위터에 우리 아이들 보러 합동분향소 다녀오는 길입니다 많은 분들이 질서 정연하게 깊은 애도와 기도를 하셨습니다 형으로서 오빠로서 그리고 어른으로서 아무것도 해주지 못해 너무 미안합니다 단지 하염없이 흐르는 눈물과 기도밖에 없었습니다 기도해주시는 모든 분들 감사합니다는 글을 게재했다 이어 조권은 분향소를 가는 발걸음보다 나오는 발걸음이 더 무거운건 어쩔 수 없네요 학생분들은 물론 일반인 희생자분들까지 그 분들이 남겨주신 숙제들을 풀기 위한 속죄하는 마음으로 또 일상으로 돌아갑니다는 글을 남겼다 세월호 조권 합동분향소 방문 소식을 접한 누리꾼들은 세월호 조권 합동분향소 다녀왔구나 세월호 합동분향소 저도 서울에 있는거 가려구요 세월호 합동분향소 조권 씨 마음이 느껴지네요 등의 반응을 보였다 
6, 세월호 참사에 애프터스쿨 유이가 만 원을 기부했다 일 단체 희망브리지 전국재해구호협회에 따르면 유이가 본명 김유진이라는 이름으로 만원을 기부한 것으로 알려졌다 관계자에 따르면 유이가 아닌 김유진이라는 이름으로 거액이 기부돼 기부자가 애프터스쿨 유이라는 사실을 뒤늦게 알게됐다 소속사도 모르게 기부했다고 하더라고 밝혔다 세월호 참사 유이 기부 소식을 접한 누리꾼들은 세월호 유이도 조용히 기부했구나 세월호 기부금 제발 투명하게 쓰이겠죠 세월호 기부 정말 많은 분들이 함께 해주는데 등의 반응을 보였다 
7, 세월호 참사에 엔터테인먼트와 이수만 회장이 억원을 기부했다 일 대한적십자사 측은 이 세월호 침몰 사고로 인해 아픔을 겪고 있는 분들을 위해 써달라며 억원을 기부했다 전달된 기부금은 전액 세월호 침몰 사고의 희생자 및 실종자 유가족 등을 위해 사용할 예정이다라고 밝혔다 억 기부금은 이수만 회장의 억원과 엔터테인먼트의 기부금 억원이 합쳐져 만들어진 돈으로 이수만 회장은 저에게는 아들이자 딸 같은 우리 연예인들과 꿈을 키우고 희망을 함께 나눠가며 살아온 한 명의 부모로서 너무나 가슴이 아프고 안타깝습니다라고 말한 것으로 알려졌다 이어 이수만 회장은 유가족들의 아픔을 함께 나누고 최대한 도움을 줄 수 있는 방법을 지속적으로 찾아보도록 하겠다고 덧붙였다 세월호 참사 엔터테인먼트와 이수만 회장 기부 소식에 누리꾼들은 세월호 참사 억이라니저 중에 내돈도 분명 있겠지 세월호 참사 큰 돈 기부한 만큼 대한적십자사 측은 투명하게 사용해주세요 이수만 회장 돈이 정말 많긴하구나 등의 반응을 보였다 한편 엔터테인먼트는 이번 세월호 사고 이후 컴백을 앞두고 있던 의 음반 발매일을 연기하고 국내 프로모션 일정을 취소하는 등 애도에 동참한 바 있다 
8, 세월호 노란리본달기 캠페인에 가수 유키스가 동참했다 지난 일 유키스의 공식 트위터에는 이렇게 힘든 때에 무사히 잘 마친 멤버들이 대견합니다 응원해주신 분들께 감사드립니다 하나의 작은 움직임이 큰 기적을이라는 글과 함께 한 장의 사진을 게재했다 공개된 사진은 같은날 펼쳐진 일본 후쿠오카 야후 오크돔에서 야구선수 이대호가 속한 소프트뱅크 호크스와 세이부라이온스의 경기에 시구자로 섰을 당시의 모습이다 한국인으로 이례적으로 시구를 하게 된 유키스는 경기장에 노란리본을 달고 입장해 세월호에 대해 언급하며 애도하는 모습을 보였다 특히 이번 유키스의 노란리본달기 캠페인 동참은 구단과 방송사에 사전동의를 구하지 못한 채 일어난 멤버들의 자발적인 행동으로 유키스 소속사 측은 사전에 양해를 구하지 못해 죄송했지만 함께 세월호 참사에 애도를 표해 주셔서 멤버들이 큰 힘을 받았다 감사하다고 전하기도 했다 세월호 노란리본달기 캠페인 유키스 동참 모습을 본 누리꾼들은 세월호 노란리본달기 캠페인 일본에서까지 하다니 대단하네 세월호 노란리본달기 캠페인 유키스 호감됐다 세월호 노란리본달기 캠페인 일본에서 어떤 반응이었을까 등의 반응을 보였다 
9, 세월호 노란리본달기 캠페인에 배우 김희선이 동참했다 지난 일 김희선은 자신의 페이스북 프로필을 검정색 배경에 노란 리본으로 변경하며 노란리본달기 캠페인에 동참하는 모습을 보였다 노란리본달기 캠페인은 대학생동아리연합 가 지난 일 시작한 것으로 하나의 작은 움직임이 큰 기적을 바란다는 의미로 나 카카오톡 프로필 사진 등을 노란리본 사진으로 변경하는 것이다 세월호 노란리본달기 캠페인 김희선 동참 소식을 접한 누리꾼들은 세월호 노란리본달기 캠페인 김희선도 했구나 세월호 노란리본달기 캠페인 정말 많은 사람이 해줬는데도 기적은 없는걸까 세월호 노란리본달기 캠페인 리본만 봐도 눈물이 날 것 같다 등의 반응을 보였다 한편 노란리본 의미는 다시 돌아오기만을 기다린다는 것으로 제 차 세계대전 당시 미국 병사들의 조속한 무사귀환을 바라는 뜻이로 노란리본을 나무에 묶어 놓고 기다린 데서 유래된 것으로 전해졌다 
10, 세월호 참사에 영국가수 코니탤벗 노란리본달기 캠페인에 동참한 모습을 보였다 지난 일 서울 용산구 한남동 블루스퀘어 삼성카드홀에서는 코니탤벗이 내한해 코니와 친구들의 행복한 콘서트 공연을 펼쳤다 이날 공연에서 코니탤벗은 노란색 드레스를 입고 나왔으며 악기와 마이크에 노란리본을 달고 나와 노란리본달기 캠페인에 동참하는 모습을 보여 눈길을 끌었다 또한 코니탤벗은 처음에 카운트 온 미 를 부르기로 했었으나 해당 노래의 가사가 가슴이 아파 부를 수 없다 판단하고 곡을 수정하는 등 진심으로 세월호 참사에 애도하는 모습을 보였다 앞서 코니탤벗은 지난 일 내한 공연에 앞서 자신의 트위터를 통해 세월호에 공연 수익금을 기부하겠다는 뜻을 밝혀 화제가 되기도 했다 세월호 코니탤벗 노란리본달기 캠페인 동참 모습을 본 누리꾼들은 세월호 코니탤벗 노란리본달기 캠페인 따뜻함이 느껴진다 세월호 코니탤벗 노란리본달기 캠페인 외국인이지만 이렇게 한국 생각해주는 마음이 고맙다 세월호 코니탤벗 노란리본달기 캠페인 동참 훈훈하다 등의 반응을 보였다 
