,x
1, 안철수 새정치민주연합 공동대표가 세월호 사고와 관련 박근혜 대통령의 사과를 요구했다 안 대표는 또 이번 사고의 원인 규명과 책임자 처벌을 위해 올 한 해 상시 국회를 제안했다 안 대표는 일 오전 시 김한길 공동대표와 함께 기자회견을 열고 대통령의 진심어린 사과가 희생자와 유가족 그리고 국민께 그나마 작은 위로가 될 수 있을 것이라며 대통령의 진심어린 사과를 요구한다고 밝혔다 안 대표는 한점 의혹 없이 조사를 해서 사고 관련자의 책임을 묻겠다는 대통령의 말은 건 지극히 당연하다 하지만 그에 앞서 국정 최고 책임자인 대통령의 반성과 사과가 있었어야 했다며 이같이 말했다 또 안 대표는 대한민국은 이번 참사를 기점으로 근본적으로 달라져야 한다면서 올 한 해 상시국회를 열자고 제안했다 안 대표는 국회가 할 수 있는 모든 절차를 통해 사고원인을 철저히 규명해 의혹을 남기지 말아야 한다며 국민과 함께 새로운 시스템을 만들어야 하며 그때까지는 국회가 몇 달이라도 밤을 세워야 한다고 말했다 이에 앞서 안 대표는 헌법 조 항국가는 재해를 예방하고 그 위험으로부터 국민을 보호하기 위해 노력하여야 한다을 인용하며 국가는 그 의무를 다하지 않았다 대한민국의 기본에 대한 범사회적 논의와 전면적 재점검이 필요하다 그것이 남은 자들의 책무이자 최소한의 도리라고 지적했다 안 대표와 김한길 새정치민주연합 공동대표는 이날 사의를 표명한 정홍원 국무총리를 비판하기도 했다 안 대표는 내각의 수장인 총리가 홀로 사퇴를 선언한 것은 이 시점에서 무책임한 자세이며 비겁한 회피라며 지금 이 시점에 국회가 새 총리 인준을 위해 인사청문회를 열어야 하겠느냐고 질타했다 김 대표는 구조와 수습이 한창 진행 중인 이 시점에 국무총리가 자리를 비우는 것이 과연 국민에게 책임있는 자세인 지에 대해 동의할 수 없다며 아픈 상처를 입은 국민들에게 실망 드리는 건 아닌지 걱정이라고 말했다 앞서 이날 오전 시 정 총리는 서울 세종로 정부종합청사에서 긴급 기자회견을 통해 세월호 사고와 관련해 대국민 사과를 한 뒤 모든 책임을 지고 물러나도록 하겠다며 사의를 밝힌 바 있다 
2, 세월호 실종자 가족으로 행세하며 구호물품을 빼돌린 대 남자가 경찰에 붙잡혔다 전남 진도경찰서는 일 세월호 실종자 가족인 것처럼 행세하며 구호물품을 빼돌린 혐의사기로 이모씨를 붙잡아 구속영장을 신청했다고 밝혔다 이씨는 지난 일 오후 시분쯤 전남 진도군 팽목항에 마련된 자원봉사자 천막에서 구호물품을 받아 챙기는 등 지난 일부터 차례에 걸쳐 진도실내체육관과 팽목항을 오가며 이불과 속옷 수건 비옷 등을 받아 가로챈 혐의를 받고 있다 이씨가 실종자 가족 행세를 하며 챙긴 구호 물품을 모두 합하면 시가 만원어치로 알려졌다 앞서 공무원을 사칭한 세 남자도 사기 혐의로 구속됐다 경찰은 전남도청 공무원을 사칭해 실종자 가족들이 머무는 현장에 식재료를 납품하게 해주겠다 그 대신 기부금을 내야 한다며 접근해 상인 명으로부터 여만원을 챙긴 박모씨를 사기 혐의로 긴급 체포했다 지난 일 구속된 박씨는 식판 등을 납품하게 해주겠다고 속여 대가로 만원을 가로채고 기부금 명목으로 만원을 갈취하는 등 총 만원 상당의 금품을 뜯어낸 혐의를 받았다 
3, 주말을 맞아 세월호 참사 희생자 임시 합동분향소에 조문객들의 추모 행렬이 이어지면서 헌화를 위한 국화꽃이 동이나 근조謹弔 리본으로 대신하고 있다 경기도교육청 대책본부에 따르면 안산 올림픽기념관 내 임시 분향소가 문을 연지 닷새째를 맞은 일 오후 시까지 만명의 조문객이 분향소를 찾은 것으로 집계됐다 토요일이었던 일 하루에만 평일의 두배가 넘는 만여명의 인원이 조문을 위해 합동분향소를 찾았다 이에 따라 도 교육청 대책본부가 헌화용으로 준비한 국화 만 송이가 동이났고 주말에 국내 최대 서울 양재동 화훼시장이 문을 닫아 국화 수급에 차질을 빚게 됐다 이에 도 교육청대책본부는 일 정오를 즈음해 유족대표들과 협의를 통해 국화 대신 근조리본을 조문객에게 나눠주고 있다 국화 한 송이 가격이 원인 것을 고려할 때 헌화 국화 만 송이의 총액은 억원 이상인 것으로 추정된다 도 교육청대책본부 관계자는 예상보다 조문객들이 많아지면서 헌화 할 국화가 빠르게 소진됐다며 경상도지역에서 수매한 헌화 국화가 오후 시 정도 도착할 예정이어서 다시 국화 헌화가 계속될 것이라고 말했다 안산 올림픽기념관 내 임시 분향소는 일까지 운영되고 다음날부터는 초지동 화랑유원지에 공식 합동분향소가 마련될 예정이다 한편 이날 오후부터 서울광장 서울도서관 앞에 세월호 참사 합동분향소 만들어졌고 일부터는 전국 개 광역 시도청 소재지에 합동분향소가 마련될 예정이다 
4, 세월호 침몰 사고 수습작업이 진행중인 진도 해역에 풍랑주의보가 발효돼 실종자 수색작업이 더욱 난항을 겪게 됐다 기상청은 일 오후 시 진도 해역에 풍랑주의보를 발효하며 오늘 밤부터 내일 오전까지 천둥 번개를 동반한 시간당 ㎜ 안팎의 장대비가 쏟아질 예정이라고 예보했다 사고 초기에 물결이 거센 적이 있기는 했지만 풍랑주의보가 내려진 것은 이번이 처음이다 비는 내일 오후부터 약해질 것으로 보이지만 일 오전까지 계속 이어진 후 그칠 것으로 예상된다 이날 사고 해역에는 최고 초속 의 센바람과 함께 파고가 로 높아질 것으로 보인다 조류 역시 이날 초속 에서 내일은 로 점차 강해져 수색 상황에 적신호가 켜질 것으로 예상된다 정조시각은 이날 저녁 시분 다음날 새벽 시 오전 시 오후 시 저녁 시로 이어질 예정이다 
5, 정홍원 국무총리가 세월호 사고의 책임을 지고 사의를 표명했다 박근혜 정부의 초대 총리로 취임한 지 년 개월만이다 정 총리는 일 오전 시 서울 세종로 정부중앙청사에서 세월호 침몰사고 관련 긴급기자회견을 열고 진작 책임을 지고 물러나고자 했으나 우선은 사고 수습이 급선무이고 하루빨리 사고 수습과 함께 대책을 마련하는 것이 책임있는 자세라고 생각했다며 그러나 이제 더 이상 제가 자리를 지킴으로써 국정운영에 부담을 줄 수 없다는 생각에 사퇴할 것을 결심했다고 밝혔다 또 정 총리는 국민 여러분의 슬픔과 분노를 보면서 저는 국무총리로서 응당 모든 책임을 져야 한다고 생각했다 내각을 총괄하는 총리인 제가 책임을 지고 물러나는 것이 당연하고 사죄드리는 길이라는 생각이었다라고 말했다 정 총리는 사고 희생자들에게 사죄했다 정 총리는 이번 사고 희생자들의 영전에 머리 숙여 조의를 표하고 유가족 여러분께 마음 깊이 진심으로 사죄를 드리며 구조되신 분들이 입은 상처의 쾌유를 빈다며 사고 발생 전 예방에서부터 사고 이후 초동대응과 수습과정에서 많은 문제들을 제때 처리하지 못한 점에 대해 정부를 대표해 국민 여러분께 사과드린다라고 밝혔다 정 총리는 또 이번 사고를 보면서 우리 사회 곳곳에 오랫동안 이어진 다양한 비리와 잘못된 관행이 너무 많다는 걸 뼈저리게 느꼈다며 이번엔 반드시 그런 잘못들이 시정돼서 더 이상 이런 사고가 발생하지 않길 바라는 마음이다라고 말했다 정 총리는 지금은 서로를 탓하기 보다는 하루빨리 구조작업을 완료하고 사고 수습을 해야 할 때라며 이 어려움을 극복하고 잘 대처해나갈 수 있도록 국민 여러분께서 도와주시길 간절히 부탁드린다라고 당부했다 이어 정 총리는 부디 국민 여러분과 세월호 피해자 가족분께서 소명을 다하지 못하고 떠나는 저를 용서하고 이해해 주실 것을 부탁드린다고 덧붙였다 세월호 사고 이후 정치권에서는 개각 불가피론이 확산되고 있었다 야권은 물론이고 여권 일부도 내각 총사퇴를 주장했다 정 총리의 이번 사의 표명은 일각의 이런 주장을 조기에 차단하기 위한 것으로 풀이된다 다만 정 총리는 이번 기자회견에서 내각 총사퇴나 개각에 대한 언급을 하지는 않았다 한편 청와대는 정 총리의 사의 표명 기자회견 직후 박근혜 대통령이 숙고해서 판단할 것이라는 입장을 밝혔다 
6, 세월호 침몰 일째가 되면서 사고 해역에서 시신 인양을 반복하고 있는 구조대원들의 정신적 외상 위험이 높아지고 있다는 지적이 나오고 있다 잠수병은 물론 희생자들을 살려내지 못했다는 자책감에 시달리고 작업 현장을 벗어나도 참혹한 선내 모습이 계속 떠오르기 때문이다 전문가들은 이들 역시 외상 후 스트레스 장애에 시달릴 수 있어 적절한 심리 상담과 치료가 필요하다고 지적한다 다음은 조선 보도 원문 ☞ 해당 뉴스 조선 영상 보러가기 앵커 침몰 열이틀째 가장 힘든 시간을 보내는 사람들은 희생자 가족들입니다 하지만 한명도 살려내지 못했다는 자책감에 시달리며 시신 인양을 반복하고 있는 구조대원들 역시 정신적 외상 위험이 높다는 지적입니다 유지현 기자입니다 리포트 거센 조류로 잠수조차 쉽지 않은 세월호 사고 해역 민관군 잠수요원들이 수심  아래 깜깜한 바닷속에서 목숨을 걸고 수색작업을 벌이고 있습니다 실종자들을 빨리 구해야 한다는 생각에 무리한 작업을 하다보니 부상과 잠수병 위험에 항상 노출됩니다 최악의 조건에서 두려움과 위험을 무릅쓰고 물속으로 뛰어들고 있지만 살려내지 못했다는 자책감에 희생자 가족 앞에선 죄인이 됩니다 인터뷰 김준형 민간 구조대원 실종자 가족 텐트 앞쪽을 지날 때는 땅만 보고 걸어가 볼 수가 없습니다 통곡의 소리밖에 안 들리는 그 곳에서 작업 현장을 벗어나도 참혹한 선내 모습이 계속 떠올라 외상 후 스트레스 장애마저 우려됩니다 녹취 이민수 고려대병원 정신과 교수 직접 보게 되면 가족이나 보호자가 아니라도 똑같은 외상 후 스트레스 장애 증상을 느낄 수 있어 전문가들은 희생자 가족뿐 아니라 구조대원의 정신적 스트레스도 관리해야 한다고 지적합니다 심리 상담과 치료가 제대로 이뤄지지 않으면 세월호 참사가 구조대원들에게 트라우마로 남을 수도 있기 때문입니다 
7, 조선닷컴 새누리당이 일 세월호 침몰 사고와 관련 사의를 표명한 정홍원 국무총리에 대해 안타까운 일이라는 입장을 밝혔다 박대출 새누리당 대변인은 정 총리 기자회견 직후 구두 논평을 통해 사의 표명은 매우 안타까운 일이라며 총리의 결단이 우리 사회에 오래동안 쌓여온 적폐積弊를 청산하는 출발점이 되기를 기대한다고 밝혔다 사실상 정 총리의 사의 표명을 지지한 것으로 해석된다 민현주 새누리당 대변인은 서면 브리핑을 통해 세월호 사고 수습 과정에서 해당 부처는 사고를 당한 가족과 국민을 실망시키는 대응을 보였으며 이에 대해선 어떠한 변명도 있을 수 없다며 정 총리의 사의 표명에 상관없이 해당 부처 공무원들은 이번 사고를 수습하는 데 총력을 기울주기 바란다고 밝혔다 이어 민 대변인은 정 총리는 무거운 책임을 통감하고 오늘 오전 사퇴 의사를 밝혔다며 이 모든 일이 발생한 데 대해 새누리당은 안타까운 마음을 금할 수가 없다고 밝혔다 함진규 새누리당 대변인도 뉴스과의 통화에서 일단 총체적 책임을 지시겠다고 하셨으니 받아들일 수 밖에 없다며 총리가 책임지시는 모습도 중요하나 아직도 전체 탑승객 가운데 분의 가량이 실종자로 남아있는 현재 상황에서는 사고 수습이 더 먼저라고 밝혔다 앞서 정 총리는 이날 오전 시 정부 서울청사에서 긴급 기자회견을 열고 세월호 사고와 관련해 대국민 사과를 한 뒤 모든 책임을 지고 물러나도록 하겠다는 뜻을 밝힌 바 있다 
8, 세월호 참사와 관련해 기독교복음침례회일명 구원파 신도들이 사실상 교주로 알려진 유병언 전 세모그룹 회장에 대한 비리 의혹 제기에 항의하는 집회를 열 예정이다 일 경찰에 따르면 일 오후 시부터 시까지 서울 영등포구 본관 앞에서 구원파 서울교회 신도 명이 유 전 회장의 비리 의혹과 관련해 정부와 언론을 규탄하는 집회를 연다 구원파가 세월호 선사 청해진해운의 관계사와 거액의 자금을 주고 받았다는 의혹 등에 대한 항의 집회다 앞서 구원파 신도들은 지난 일 오후 서울 용산구 이태원동 크라운호텔에서 기자회견을 열고 최근 언론에서 청해진해운 직원 가 본 교단의 교인인 것처럼 보도하고 있지만 확인 결과  남짓 정도로 우리 교인은 극히 일부인 것으로 나타났다며 세월호 선원들에 대해선 교인 여부를 확인하지 못했지만 필요하면 추후 다시 확인해보겠다고 말한 바 있다 구원파는 검찰이 유 전 회장 자택과 관련 계열사 기독교복음침례회 서울교회 등 여곳을 압수수색한 것과 관련해 종교탄압이라고 비판해왔다 기독교복음침례회는 년 유 전 회장의 장인인 권신찬 목사가 창설한 기독교 교단으로 동남아 등 전세계적으로 여개의 교회 만여명의 신도가 있는 것으로 알려졌다 
9, 청와대는 일 정홍원 국무총리가 기자회견을 통해 전격 사퇴의사를 밝힌 데 대해 박근혜 대통령이 숙고해 사퇴 수용 여부를 판단할 것이라는 입장을 밝혔다 민경욱 청와대 대변인은 이날 오전 긴급 입장표명을 통해 정 총리가 사의를 밝힌 것과 관련 임면권자가 숙고해 판단할 것으로 알고 있다고 말했다 정 총리는 앞서 이날 오전 시 서울 세종로 정부중앙청사에서 세월호 침몰사고 관련 긴급기자회견을 갖고 더 이상 자리를 지킴으로서 국정운영에 부담을 줄 수 없다는 생각에 사퇴할 것을 결심했다며 사의를 밝혔다 한편 새누리당은 세월호 침몰 사고와 관련 사의를 표명한 정홍원 국무총리에 대해 안타까운 일이라는 입장을 밝혔다 박대출 새누리당 대변인은 정 총리 기자회견 직후 구두 논평을 통해 사의 표명은 매우 안타까운 일이라며 총리의 결단이 우리 사회에 오래동안 쌓여온 적폐積弊를 청산하는 출발점이 되기를 기대한다고 밝혔다 사실상 정 총리의 사의 표명을 지지한 것으로 해석된다 민현주 새누리당 대변인은 서면 브리핑을 통해 세월호 사고 수습 과정에서 해당 부처는 사고를 당한 가족과 국민을 실망시키는 대응을 보였으며 이에 대해선 어떠한 변명도 있을 수 없다며 정 총리의 사의 표명에 상관없이 해당 부처 공무원들은 이번 사고를 수습하는 데 총력을 기울주기 바란다고 밝혔다 이어 민 대변인은 정 총리는 무거운 책임을 통감하고 오늘 오전 사퇴 의사를 밝혔다며 이 모든 일이 발생한 데 대해 새누리당은 안타까운 마음을 금할 수가 없다고 밝혔다 함진규 새누리당 대변인도 뉴스과의 통화에서 일단 총체적 책임을 지시겠다고 하셨으니 받아들일 수 밖에 없다며 총리가 책임지시는 모습도 중요하나 아직도 전체 탑승객 가운데 분의 가량이 실종자로 남아있는 현재 상황에서는 사고 수습이 더 먼저라고 밝혔다 
10, 세월호의 실질적 소유주로 알려진 유병언 전 세모그룹 회장의 장남 유대균씨가 지난 년 전남 무안군에서 약 만㎡ 규모의 토지를 사들인 것으로 확인됐다 이 토지는 청해진해운 관계사인 영농법인 명의의 만㎡ 땅과 맞닿아 있는 것으로 밝혀졌다 이 때문에 당초 친환경사업을 할 것으로 알려진 영농법인이 사실상 리조트 개발 사업을 위한 유령법인 아니냐는 가능성도 제기되고 있다 세무당국은 유씨와 영농법인의 토지 매입 자금 출처에 대한 조사에 착수했다 다음은 조선 보도 원문 ☞ 해당 뉴스 조선 영상 보러가기 앵커 세월호의 실질적 주인인 유병언 전 세모그룹 회장 장남이 전남 무안에 대규모 땅을 사들인 사실이 조선 취재 결과 확인됐습니다 인근에는 세모그룹 임원진이 포진한 영농법인 명의의 땅까지 있었습니다 두 땅을 합하면 무려 만㎡ 서울 여의도 전체 면적의 절반 정도인데 웬만한 산업단지를 조성할 정도의 크기입니다 아버지 유병언 씨는 천억원이 넘는 빚을 지고 파산했는데 아들이 봉이 김선달 같은 능력을 발휘한 것인지 세무당국이 자금출처 조사에 나섰습니다 정동권 기자의 단독보돕니다 리포트 전남 무안군의 한 저수지 야트막한 산자락에 아름드리 단풍나무 숲이 펼쳐져 이 고장 사람들이 즐겨찾던 유원지였습니다 그런데 년전부터 이 숲에 사유지라며 출입을 금지하는 팻말이 나붙기 시작했습니다 녹취 등산객 나는 이 길이 맞는지 해서 왔는데 보니까 사유지라고 해서 많이 차단을 해놨더라고 땅 주인은 유병언 전 세모그룹 회장의 장남인 유대균씨 유씨는 필지로 나눠진 만㎡ 땅 가운데 가장 큰 만㎡를 지난 년 최모씨로부터 사들인 것으로 확인됐습니다 그런데 유씨의 땅은 영농법인 명의로 된 만 ㎡의 땅과 맞닿아 있는데 이 영농법인은 김한식 청해진해운 대표가 감사로 올라 있는 등 사실상 청해진 관계사로 알려졌습니다 당초 친환경농업을 하겠다던 이 영농법인은 대규모 리조트개발계획을 내비쳤다고 합니다 녹취 마을주민 옛날부터 여기다가 골프장을 하네 뭔 리조트를 하네 면적이 만평을 넘으니까 여기에다 영농법인 본점의 주소지를 확인한 결과 개인이 운영하는 식당이어서 유령 법인일 가능성도 제기됩니다 녹취 식당 주인 그런 회사가 아예 없어요 이 안에요 년전에도 식당 세무당국은 유대균씨와 영농법인의 토지 매입 자금 출처에 대한 조사에 나섰습니다 조선 정동권입니다 
