,x
1, 범정부 사고대책본부는 사고 당일인 지난 일 오전 시부터 시까지 진도 교통관제센터와 세월호 인근을 오가는 배와 나눈 교신 내용을 담은 녹취록을 공개했다 이 녹취록에 따르면 세월호는 사고 당시 오전 시분부터 시분까지 분간 차례에 걸쳐 진도와 교신한 것으로 나와 있다 아래는 녹취록 전문이다 시 분 진도 세월호 진도연안 감도있습니까 세월호 세월호 진도연안 진도 두라 에이스 진도연안 두라 에이스 네 두라 에이스 진도 세월호 세월호 진도 연연 진도 귀선 세월호 육안 확인되십니까 시 분 두라 에이스 예 예 우현쪽에 확인되고 있습니다 세월호 진도 세월호 진도 세월호 세월호 여기 진도연안 귀선 지금 침몰 중입니까 세월호 예 그렇습니다 해경 빨리 좀 부탁드리겠습니다 진도 두라 에이스 여기 진도연안 두라 에이스 예 말씀하십시오 진도 귀선 우현 전방 마일에 여객선 세월호가 침몰 중에 있습니다 귀선 구조 협조 부탁드리겠습니다 그쪽으로 가셔서 구조 부탁드리겠습니다 두라 에이스 예 일단은 이동하도록 하겠습니다 시 분분 진도 잉샹 호 여기는 진도 진도 잉샹 호 여기는 진도 진도 잉샹 호 여기는 진도 잉샹 네 여기는 잉샹호 진도 잉샹 여기는 진도 귀선 좌현에 세월호가 구조를 요청하고 있다 알겠다 알겠다 좌현 좌현 진도 잉샹 여기는 진도 귀선 좌현에 세월호가 구조를 요청하고 있다 알겠다 알겠다 지금 좌현으로 선회하고 있다 시 분 세월호 진도 여기 세월호 진도 여기 진도연안 세월호 저희가 기울어서 금방 뭐넘어갈것 같습니다 진도 네 귀선 승선원은 어떻습니까 두라 에이스가 최대한 빨리 귀선으로 접근 중에 있습니다 세월호 너무 기울어져 있어 거의 움직이지 못하고 있습니다 시 분 진도 잉샹 호 여기는 진도 귀선 좌현에 세월호에 구조가 필요한 상태다 알았다 알았다 지금 좌현으로 선회하고 있다 시 분 진도 세월호 여기 진도연안 지금 승선원들은 라이프래프트 구명정 및 구조보트에 타고있습니까 세월호 아니 아직 못 타고 있습니다 지금 배가 기울어서 움직일수가 없습니다 시 분 분 진도 현재 승선원이 몇 명입니까 세월호 네 명입니다약 명정도 됩니다 진도 네 현재 인근 선박 두라 에이스호가 가고 있습니다 세월호 네 빨리 좀 와 주십시오 진도 주변에 어선들까지 다 연락을 취하고 있습니다 두라 에이스 옆에 보트가 탈출하네요 좌현으로 완전히 기울어져 접근이 위험합니다 아무튼 최대한 안전거리 확보해서 접근해 보겠습니다 진도 최대한 빨리 접근 바랍니다 인명구조에 적극 협조바랍니다 두라 에이스 네 승객들이 탈출하면 구조하겠습니다 진도 세월호 현재 승객들이 탈출이 가능합니까 세월호 지금 배가 많이 기울어서 탈출이 불가능합니다 진도 최대한 경비정 및 어선들을 연락을 취해서 그쪽으로 가고 있습니다 드라곤 에이스 진도 드라곤 에이스 호 진도 여기는 진도 호출 선박 어디십니까 시 분 드라곤에이스 네 드라곤에이스 호입니다 저희도 구조작업에 지원해도 되겠습니까 진도 네 최대한 전속으로 그쪽으로 이동승선원이 명 이상 됩니다 최대한 전속으로 이동 부탁드립니다 드라곤에이스 네 양지했습니다 그쪽으로 이동하겠습니다 시분 진도 잉샹 호 여기는 진도 귀선 좌현 쪽에 세월호가 구조가 필요한 상태다 항로를 좌현 쪽으로 바꿔 세월호를 구조하라 를 요청한다 세월호로 이동하라 잉샹 호 알겠다 알겠다 좌현으로 선회할 것이다 여객선 세월호로 가고 있는 중이다 시 분 분 진도 세월호 여기는 진도 감도있습니까 회 현재 침수 상태가 어떻습니까 세월호 지금 도 이상 좌현으로 기울어져 사람이 좌우로 움직일수 없는 상태이며 선원도 라이프자켓구명조끼 입고 대기하라고 했는데사실 입었는지 확인도 불가능한 상태이고 선원들도 브리지선교 모여서 거동이 움직일 수 없는 상태입니다 빨리 와주시기 바랍니다 진도 네 알겠습니다 세월호 현재 물이 얼마나 차 있습니까 세월호 그것도 확인이 안되고 있습니다 지금 데크갑판에 컨테이너 몇 개가 빠져 나간 거는 선수에서 확인이 되는데 이동이 안되서 브리지에서 좌우로 한발자국도 움직일수 없는 상태여서 벽을 잡고 겨우 버티고 있는 상태입니다 진도 근처 두라 에이스호가 접근 중에 있습니다 세월호 네 알겠습니다 두라 에이스 사람들이 탈출을 안하면 접근해 배를 나란히 한다는 뜻할 수 없습니다 아무튼 최대한 주의해서 접근 선회하면서 지원토록 하겠습니다 시 분 진도 현재 세월호는 탈출이 도저히 불가능한 상태니까 도착하여 승객이 탈출하면 승객들을 최대한 안전하게 구조 바랍니다 진도 드래곤에이스 호 여기는 진도회호출 전남 호 여기는 진도 시 분 진도 잉샹 호 여기는 진도 귀선의 좌현 방향에 세월호가 구조가 필요한 상태다 세월호를 구조하라 알았다 알았다 이미 좌현으로 선회했다 계속해서 주시하고 있다 진도 드래곤에이스 호 진도연안입니다회 시 분 분 세월호 해경이 구조차 오고 있습니까 오는데 얼마나 걸리겠습니까 항무제주 세월호 감도있습니까 진도 세월호 지금 두라에이스호가 접근 중에 있는데 가 불가한 상태로 대기 중에 있습니다 세월호 네 해경이 오는데 얼마나 걸리겠습니까 진도 네 잠시만요 시분 분 두라 에이스 귀선이 우리가두라 에이스가 바로 앞에 있는데 인근에 대기하고 있다가 탈출하면 인명구조 하겠습니다 진도 네 양지했습니다 주변에 잉샹호 드래곤 에이스 호가 이동중입니다 승객들이 탈출하면 즉시 구조 바랍니다 두라 에이스 지금 상황은 세월호 선수 쪽에 부유물도 있고 해서 접근이 불가합니다 지금 침몰 직전인 것 같습니다 진도 경비정 도착 분전입니다 방송하셔서 승객들에게 구명동의 착용토록 하세요 세월호 현재 방송도 불가능한 상태입니다 진도 방송이 안되더라도 최대한 나가셔서 승객들에게 구명동의 및 두껍게 옷을 입을 수 있도록 조치바랍니다 세월호 본선이 승객들을 탈출시키면 구조가 바로 되겠습니까 진도 라이프링구명튜브이라도 착용시키고 띄우십시오 빨리 시분 진도 세월호 인명탈출은선장님이 직접 판단 하셔서 인명 탈출 시키세요 저희가 그쪽 상황을 모르기 때문에 선장님께서 최종 판단을 하셔서 승객 탈출 시킬지 빨리 결정을 내리십시오 시분 세월호 그게 아니고 지금 탈출하며는 바로 구조할 수 있느냐고 물었습니다 진도 경비정이 분 이내 도착할 겁니다 세월호 분 후에 도착 한다고요 진도 네 분정도 소요됩니다 분 시분 진도 세월호 분 후에 헬기가 도착 예정입니다 세월호 잘 안들립니다천천히 또박또박 말씀해 주십시오 진도 분 후에 헬기 도착 예정입니다 세월호 다시 말씀을 해주십시오 진도 곧 헬기가 도착 예정입니다 시분 분 세월호 승객이 너무 많아서 헬기 가지고는 안 될 것 같습니다 진도 헬기도 도착할 것이고요 인근에 있는 선박들도 접근 중이니까 참고 하십시오 세월호 네 알겠습니다 진도 선박 육안으로 확인하는데 선박자동식별장치를 볼 수가 없는데 본선 선수에 있는 빨간 탱커 선명한 게 뭡니까 선수쪽 말고 좌현에 대기해주라고 하십시오 두라 에이스 네 대기하고 있습니다 근데 지금 들물이라서 계속 밀려서 그렇습니다 두라 에이스입니다 헬기가 떠있는데 참고 하십시오 제원 몬두스 진도 제원 몬두스 감도 있어요 진도 네 제원 말씀하세요 제원 몬두스 수고하십니다 본선은 지금 병풍도 여객선이 세운입니까 진도 세월호입니다 세월 시 분 진도 진도에서 알립니다 현재 그 병풍도 근해 승객을 명 태운 여객선이 침몰중에 있습니다 인근에 있는 선박들은 병풍도 근해쪽으로 접근하셔서 인명구조에 협조를 바랍니다 진도 전남 동부 조난국을 제외한 다른국은 통신을 자제해 주시기 바랍니다 전남 동부연안 제원 몬두스 진도 제원 몬두스 감도있습니까 시분분 전남 진도 여기 전남  진도 전남  말씀하세요 전남 여객선 사고해역이 위치가 어느정도 되요 진도 아 병풍도 북방 마일 됩니다 병풍도 북방 마일요 전남 아 병풍도요 선명이 뭡니까 진도 세월홉니다 세월호 각국 각선 각국 각선 여기는 진도연안 현재 병풍도 북방 마일에 여객선 세월호가 침몰 중에 있습니다 근해를 항해중인 모든 선박들은 구조작업에 적극 협조 부탁드립니다 여기는 진도 연안 세월호 진도 여기 세월홉니다 감도있습니까 진도 세월호 말씀하세요 세월호 저 현위치 위도 도 분 도 분입니다 분 진도 네 귀국 위치 확인했습니다 진도 각국 각선 각국 각선 여기는 진도연안입니다 현재 병풍도 북방 마일에 여객선 세월호가 지금 침몰중에 있습니다 부근을 항해 중인 선박은 구조활동에 적극 협조하여 주시기 바랍니다 여기는 진도 연안 두라 에이스 두라 에이스 두라 에이스 진도연안 진도 두라에이스 감도있어요 진도 네 두라에이스 귀선에 탑재돼있는 구명벌하고 구명정을 모두 투하를 시켜서 바로 사람이 탈출하면 탈 수 있게 준비를 바랍니다 두라 에이스 네 선원들이 탈출을 하게 되면은 저희들이 최대한도의 근접거리에서 구출하겠습니다 진도 귀선에 탑재되있는 구명벌하고 구명정을 모두 투하를 시켜서 구조에 협조해 주시기 바랍니다 두라 에이스 네 알겠습니다 말씀을 천천히 해주세요 양지를 확실히 못했습니다 진도 네 두라 에이스 귀선에 탑재되있는 구명정하고 구명벌을 지금 다 투하를 하십시오 진도아리랑 진도 진도아리랑 감도있습니까 진도 두라 에이스 진도연안 두라 에이스 네 말씀하세요 진도 귀선에 지금 탑재되있는 구명벌하고 구명정 라이프링 전부다 투하를 하셔서 세월호에서 사람들이 탈출을 시작하게 되면 바로 구조할 수 있게 준비 부탁드립니다 두라 에이스 그렇게 하겠습니다 지금 밀물때라 접근이 어렵습니다 스크류에 빨릴 위험이 있어서 준비하겠습니다 시분 분 진도 드래곤 에이스 호 진도연안 드래곤 에이스 호 진도연안 드래곤 에이스 호 드래곤 에이스 호 진도연안 진도 잉샹 호 잉샹 호 진도다 잉샹 호 잉샹 호 진도다 진도 드래곤 에이스 호 드래곤 에이스 호 진도연안 진도 잉샹 호 잉샹 호 진도다 잉샹 호 잉샹 호 진도다 시분 분 진도 세월호 세월호 진도 연안 세월호 네 세월호 세월홉니다 진도 현재 침수 어떻습니까 침수요 세월호 침수 상태 확인 불가하고 지금 머 일단 승객들은 해경이나 옆에 상선들은 근접해있고 좌현으로 탈출할 사람만 탈출시도 하고 있다는방송했는데 좌현으로 이동하기도 쉽지 않습니다 진도 네 알겠습니다 세월호 배가 한 도 정도만 좌현으로 기울어져 있는 상태고 지금 항공기까지 다 떳습니다 해경 시분 분 진도 잉샹 호 잉샹 호 진도다 잉샹 호 잉샹 호 진도다 예 잉샹 호입니다 진도 예 여기는 진도 귀선의 모든 구명 장비와 구명벌부탁합니다사람을 구조해주세요 알았습니다 진도 드래곤 에이스호 진도연안 드래곤 에이스호 드래곤 에이스호 진도연안 드래곤 에이스호 진도연안 제원 몬두스 진도 제원 몬두스 감도있습니까 시분 분 진도연안 드래곤 에이스호 드래곤 에이스호 진도연안 드래곤 스타 진도 드래곤 스타 진도연안 네 드래곤 스탑니까 드래곤 스타 저희들 시간 걸리는데요 그 부근에 선박있습니까 저희들 어떻게 할까요 진도연안 승객이 많으니깐요 구조작업에 적극 협조하여 주시기 바랍니다 드래곤 스타 네 알겠습니다 그러면 본선은 그냥 진행하겠습니다 진도연안 세월호 세월호 진도연안 세월호 세월호 진도연안 진도연안 드래곤 에이스호 진도연안 드래곤에이스 네 드래곤 에이스홉니다 진도연안 세월호 근접하셔 가지고 가지고 계신 구명정 구명벌 구명장비를 다 투하를 하셔서 구조작업에 적극 협조하시기 바랍니다 시분 드래곤에이스 네 양지했습니다 조치 하겠습니다 진도연안 근접하시면은 가지고 계신 구명벌 구명정 다 투하를 하셔서 승객이 많으니까요 최대한 구조하시기 바랍니다 드래곤에이스 네 양지 했습니다 제온 몬두스 진도 제온 몬두스 감도있습니까 진도연안 네 제온 몬두스 제온 몬두스 현위치에서 세월호까지 시간 분정돈데 본선 그쪽으로 접근을 해서 진도연안 승객들이 많아서 인근에 있는 선박들이 구조하기 힘듭니다 최대한 접근을 해주십시오 제원몬두스 네 알겠습니다 사고현장으로 접근 하겠습니다 조난 위치가 시분분 진도연안 도분 도분입니다 병풍도 북방 마일입니다 진도연안 메가패션 메가 패션 진도연안 진도 메가패션입니다 진도연안 구조현장에 도착하셔 가지고 최대한 구조현장에 네 알겠습니다 가능한한 저희도 협조할 수 있으면 협조하겠습니다 진도연안 승객이 명 거의 명 가까이 돼서 거의 침몰 직전입니다 최대한 빨리 이동을 하셔 가지고 인근에 협조 부탁드리겠습니다 네 알겠습니다 시분 분 진도연안 세월호 세월호 진도 연안 세월호 세월호 진도 연안 세월호 세월호 진도 연안 세월호 세월호 진도 연안 감도 있습니까 세월호 세월호 진도 연안 진도연안 두라 에이스 두라 에이스 진도 연안 진도연안 세월호 세월호 진도 연안 감도 있습니까 진도연안 두라 에이스 두라 에이스 진도 연안 드래곤 썬 진도 드래곤 썬 세월호가 지금 가 사라졌습니다 완전히 침몰된 것 같습니다 진도연안 드래곤 에이스 호 진도연안 드래곤에이스 네 드래곤 에이스 홉니다 진도연안 세월호 상태가 확인되십니까 드래곤에이스배가 많이 기울었어요좌현쪽으로 배가 넘어간 상태인데 포트쪽으로 넘어간 상태인데 진도연안 사람들 승객들은 어떻습니까 드래곤에이스 지금 승객들은 바깥에는 진도연안 탈출선원들 최대한 구조 협조 부탁드리겠습니다 드래곤에이스 네 잘 알겠습니다 분 분 한라 진도 한라호 진도 네 한라호 한라 저희들 지금 하태도 부근인데 현장까지 갈라면 시간반에서 시간 걸릴꺼 같은데 저희들은 그냥 인천으로 올라가면 되겠습니까 저희들 어떻게 할까요 진도 선장님께서 판단하셔서 최대한 하십시오 진도 진도 말씀하세요 위치가몇분입니까 진도  입니다 지금출발합니다 마일 나옵니다 진도 네 최대한 인명구조에 협조 부탁드립니다 분 분 진도     각국각선 여기는 진도연안입니다 현재 병풍도 북방마일 위도  동경 에서 여객선 세월호가 침수 침몰중에 있습니다 승객은 대략 명에서 명으로 판단되면 인근을 항해하시는 선박은 구조활동에 적극 협조 하여 주시기 바랍니다 다시한번 알려 드립니다 현재 도분 도분 도분 도분 병풍도 북방마일 해상에서 항해중이던 세월호가 현재 침몰중에 있습니다 승선원은 총 명에서 명으로 판단되며 인근을 항해중인 선박은 구조활동에 적극 협조해 주시기 바랍니다 여기는 진도연안 분 해군 세월호 세월호 여기는 해왕성입니다 진도 세월호 세월호 진도연안 세월호 세월호 진도연안 세월호 세월호 진도연안 세월호 세월호 진도연안 분 수화 진도 수화 감도있습니까 진도 진도 호출선박 어디십니까 수화 저희가 사고현장에서 마일 떨어졌습니다 우리가 접근해가지고 구조하러 한번 가보겠습니다 진도 네 감사합니다 분분 진도 현재 병풍도 북방마일  에서 여객선 세월호가 침수 침몰중에 있습니다 승객은 대략 명에서 명으로 판단되면 인근을 항해중인 선박은 구조활동에 적극 협조 하여 주시기 바랍니다 시분분 진도연안 두라에이스두라 에이스 진도 연안 두라에이스 네 말씀하세요 진도연안 구명장비 투하가 됐습니까 두라에이스 네 저희들이 바로 그 진도연안 바다에 투하가 된 상태입니까 지금 구명벌을 투하를 시켜 주십시오 투하를 시키고 터트리십시오 제니스 부산 진도 제니스 부산 감도있습니까 진도 제니스 부산 말씀하세요 제니스 부산 병풍도 북방입니까 진도 네 병풍도 북방 마일입니다 네 지금 승객들이최대한 협조 부탁드립니다 진도 드래곤 에이스호 드래곤 에이스호 진도연안 진도 각국각선 구조활동에 임하고 있는 선박들에 알립니다구조를 하신 선박들은 진도를 통해서 몇 명을 구조하셨는지 저희쪽으로 즉각적으로 통보 부탁드립니다 진도연안 시분 분 진도 메가패션 진도연안 네 메가패션 말씀하세요 저희가 대형선이 되어 가지고 접근이 안됩니다 진도연안 선장님께서 판단을 하셔가지고 저희가 그쪽에서 대기는 하겠습니다 분오전 시 진도연안 두라에이스 진도연안 드래곤 에이스호 드래곤 에이스호 진도연안 드래곤 에이스호 드래곤 에이스호 진도연안 한림페리 진도 한림페리호 진도 한림페리호 지금 여객선 침몰사건 때문에 바쁘니까 보고 안하셔도 되겠습니다 한림페리 양지했습니다 진도연안 드래곤 에이스호 드래곤 에이스호 진도연안 드래곤 에이스호 드래곤 에이스호 진도연안 끝 
2, 세월호 침몰 사고로 사망한 단원고 교사들과 학생들의 장례식이 일 엄수된 가운데 김성준 앵커가 위로의 말을 전했다 일 김성준 앵커는 세월호 사고는 이제 정신적 재난으로 번지고 있습니다 아이들 안전도 못 지켜준 어른이라는 죄의식 우리는 여전히 류라는 자괴감 이런 심리가 많은 이들을 괴롭히고 있습니다라며 이럴 때 일수록 서로 손잡아주고 어깨 두드려줘야 합니다 조금만 힘냅니다라고 세월호 침몰 사고로 고통 받고 있는 온국민에 위로를 건네고 있다 세월호 침몰 사고 후 첫 발인이 엄수된 날 현장에 투입된 대조영함 해군 병사 윤모 명장이 세월호 승객 구조와 탐색지원 임무를 수행하던 중 머리를 다쳐 링스헬기로 제주 한라병원에 후송됐지만 끝끝내 사망해 국민들의 한숨이 끊이지 않고 있다 세월호 침몰 사고에 누리꾼들은 세월호 침몰 사고 이젠 눈물만 난다 세월호 침몰 사고 정부는 확실한 메뉴얼로 다시는 이런 일 발생하지 않게 하라 세월호 침몰 사고 발빠른 대처만이 생존자를 살릴 길이다 세월호 침몰 사고 정신적 재난 맞다 여기저기서 다들 한숨과 눈물 뿐 세월호 침몰 생존 소식은 아직도 없나 세월호 침몰 내 아이들이 바다속에서 울고 있다 등의 반응을 보였다 한편 수학여행에 나선 단원고 학생 등 명을 태운 여객선 세월호는 지난 일 오전 진도 해상에서 침몰했다 일 오전 시 분 기준 사망자는 명 실종자는 명 생존자는 명으로 집계됐다 
3, 세월호 침몰 수색 작업에 동참한 개그맨 김정구가 자신과 함께 세월호 생존자 구조 작업에 힘 쓴 동료들의 이름을 기억해 달라고 호소했다 김정구는 일 자신의 페이스북에 부탁드립니다 이 글은 많이 알려주세요 많이 저희 작업팀에서 시신구를 발견했습니다라며 최만규 선배님 윤덕규 형님서재현 형님 정성 후배님 박상근 후배님 김남기 형님 김정구 저희 산업잠수과선 후배 및 알음알이로 알게된 형님으로 이룬 잠수사 팀원입니다라고 소개했다 이어 저희팀에서 시신구를 발견했습니다 저만 응원 받을 수 없습니다 모든 이름을 알아 주세요 모두의 이름을 알아주세요 모두의 이름을라고 세월호 침몰 구조 현황과 세월호 생존자 구조에 발벗고 나선 동료들을 언급했다 세월호 침몰 수색 작업에 동참한 김정구의 글에 누리꾼들은 세월호 침몰 김정구 수고하셨습니다 세월호 침몰 김정구 씨와 모든 분들 다 응원할게요 힘내세요 세월호 침몰 김정구씨 화이팅 세월호 침몰 김정구와 작업팀 모두 무사 귀환하세요 세월호 침몰 김정구와 작업팀 당신들이 있어 아직 세상은 따뜻합니다 세월호 침몰 김정구와 작업팀 모두 기억할게요 등의 반응을 보였다 한편 현재까지 세월호 침몰 사고로 인한 사망자는 명 구조자 명 실종자 명으로 집계됐다 
4, 세월호 침몰 사고 구조 활동 중인 배우 겸 한국구조연합회 회장 정동남이 현장 상황을 설명하며 거짓인터뷰 홍가혜를 만났다고 밝혔다 일 독특한 연예뉴스 제작진은 정동남을 만나 현지 구조 상황에 대한 소식을 들었다 정동남은 저나 실종자 가족분들이나 생각이 같을 것 같다 피를 토하는 심정으로 작업하고 있다 우리도 거의 생명을 걸고 작업하고 있다 하늘이 안 도와주고 있어 어려움이 크다고 절박한 심정을 나타냈다 거짓 인터뷰 논란을 일으킨 홍가혜에 대해서는 어제 우리가 작업을 못한 것도 아니고 해경에서 민간잠수부의 활동을 막은 일도 없다면서 어제 그 여성홍가혜을 만나 이야기를 하려고 했더니 뒤로 빠지더라고 말했다 정동남은 일 진도군에 도착해 세월호 침몰 현장에서 구조 작업을 벌이고 있다 세월호 침몰 관련 거짓 인터뷰한 홍가혜 체포영장 소식에 누리꾼들은 세월호 침몰 거짓 인터뷰 홍가혜 죄값 꼭 받길 세월호 침몰 거짓 인터뷰 홍가혜 별별 사건이 다 생기네 세월호 침몰 분통해 죽겠는데 홍가혜 그러고 싶었을 까 세월호 침몰 거짓 인터뷰 홍가혜 체포영장 발부됐으니 잡히는 건 시간 문제 세월호 침몰 거짓 인터뷰 홍가혜 체포영장 다시는 이런 일이 안 발생하길 등의 반응을 보였다 한편 수학여행에 나선 단원고 학생 등 명을 태운 여객선 세월호는 지난 일 오전 진도 해상에서 침몰 일 오전 시 분 기준 사망자는 명 실종자는 명 생존자는 명으로 집계됐다 
5, 거짓 인터뷰 파문을 일으킨 홍가혜에 체포 영장이 발부됐다 지난 일 홍가혜는 과의 인터뷰에서 해경이 민간 잠수부를 막았다 시간이나 때우고 가라고 했다 배안에서 사람 소리를 들었다 민간잠수부에게 장비 지원이 이뤄지지 않고 있다고 거짓 인터뷰를 했다 이에 전남지방경찰청 지능범죄수사대는 일 명예훼손 등의 혐의로 홍가혜에 체포영장을 발부했다 홍가혜는 인터뷰 후 모든 연락을 끊고 잠적했다 현재 경찰은 홍가혜가 목포 진도 인근이 아닌 제의 장소에 머물고 있는 것으로 확인해 본격적인 추적에 들어갔다 세월호 침몰 관련 거짓 인터뷰한 홍가혜 체포영장 소식에 누리꾼들은 세월호 침몰 거짓 인터뷰 홍가혜 죄값 꼭 받길 세월호 침몰 거짓 인터뷰 홍가혜 별별 사건이 다 생기네 세월호 침몰 분통해 죽겠는데 홍가혜 그러고 싶었을 까 세월호 침몰 거짓 인터뷰 홍가혜 체포영장 발부됐으니 잡히는 건 시간 문제 세월호 침몰 거짓 인터뷰 홍가혜 체포영장 다시는 이런 일이 안 발생하길 등의 반응을 보였다 
6, 세월호 침몰 사고 구조작업이 한창인 가운데  황찬성이 마음이 좋지 않다는 글을 게재했다 일 황찬성은 자신의 트위터에 사건은 일어날 수 있다 하지만 그에 대한 대처가 곧 우리 사회를 보여준다 지금 우리가 어떤 환경에 처해있는지 한 사건을 통해 알 수 있으며 그것 또한 남의 일이 아닌 우리에게도 일어날 수 있다 지금 사회는 병들어 있다는 생각이다라는 글을 올렸다 이어 참 슬프고 안타깝다사고 이후로 맘이 좋지 않다 사고만으로도 그렇지만 사고 이후로 생겨나는 악질적인 행위들과 확인되지 않은 사실들이 돌아다니며 힘든 사람들의 마음을 찌르는 것이 더 맘이 아팠다 그런 사람들 정말 자신들이 한 짓거리만큼 아프길라며 분통한 마음을 드러냈다 이는 세월호 침몰 사고 후 이를 악용한 스미싱 문자가 발송되고 있기 때문 세월호 침몰 사고 관련 스미싱 문자에는 세월호 침몰 그 진실은이라는 문구와 함께 인터넷 주소가 적혀 있다 세월호 침몰에 대한 국민들의 관심이 높은 점을 노려 이런 스미싱 문자가 발생하는 것 세월호 침몰 스미싱 문자 관련 소식을 접한 황찬성이 실종자 가족 국민들을 향한 비상식적인 해커들의 행동에 자신의 생각을 트위터에 기재한 것으로 보인다 황찬성의 글을 접한 누리꾼들은 세월호 침몰 스미싱에 브로커에 이 세상은 병들고 찌든 것 같다 세월호 침몰 오빠 얼른 주무세요 세월호 침몰 기적을 빕니다 세월호 침몰 부활절이니 간절한 기도가 통했으면 좋겠다 세월호 침몰 황찬성 글 공감이 된다 세월호 침몰 황찬성 볼수록 생각 깊네 등의 반응을 보였다 
7, 송승헌 류현진 기부를 결정해 세월호 침몰 사고로 마음 아픈 국민들을 어루만지고 있다 류현진은 일 전남 진도군청을 통해 공동모금회에 멀리서나마 사망자 유족과 실종자 가족 등 사고 피해자들에게 조금이라도 힘이 되고 싶다라고 전하며 기부 의사를 전했다 앞서 류현진은 지난 일 자신의 트위터에 모두들 무사히 가족 품으로 돌아갔으면 좋겠네요 모두들 힘내세요라는 글을 올리며 애도의 뜻을 밝혔다 송승헌은 세월호 침몰 사고 구조 작업에 투입된 인력들을 위해 구세군에 억원을 쾌척했다 송승헌 소속사 측은 송승헌 씨가 사고 소식을 접한 뒤 안타까워하고 있다 구조작업과 유족지원에 써달라며 구세군을 통해 억 원을 기부했다고 밝혔다 송승헌 류현진 기부 소식에 누리꾼들은 세월호 침몰 송승헌 류현진 기부 훈훈하다 세월호 침몰로 애통한 국민들 마음 송승헌 류현진 기부 소식으로 조금이나마 위로되네요 세월호 침몰 세월호 실시간 구조현황이 어떻게 되나요 송승헌 류현진 기부 액수를 떠나 훌륭하네요 송승헌 류현진 기부 세월호 침몰 실종자 꼭 찾았으면 좋겠다 세월호 침몰 하루 빨리 수습되었으면 좋겠다 등의 반응을 보였다 
8, 세월호 침몰 사고 구호물품을 준비를 위한 송승헌 류현진 기부가 이어지고 있는 가운데 영국 오디션 스타 코니 탤벗이 내한공연 수익금 기부를 약속했다 코니 탤벗은 일한국시각 자신의 트위터에슬픈 시기를 맞은 한국으로 내일 떠난다 콘서트 수익금을 여객선 사고에 기부할 것이라고 전했다 세월호 침몰에 기부를 약속한 코니 탤벗은 지난 년 만 세에 영국 브리튼스 갓 탤런트에서 준우승을 차지 데뷔앨범 오버 더 레인보우 가 만장 이상 판매되며 최연수 가수로 기네스북에 올랐다 송승헌 류현진 기부에 이어 세월호 침몰에 기부하겠다고 나선 코니 탤벗의 소식에 누리꾼들은 송승헌 류현진 기부 만큼 코니 탤벗 내한공연 수익금 기부 소식이 반갑다 세월호 침몰 애도에 그치는 것이 아니라 기부로 행동하는 코니 탤벗 멋있다 코니 탤벗 고마워요 송승헌 류현진 기부 코니 탤벗 기부 등 스타들의 바람대로 기적이 일어나길 등의 반응을 보였다 한편 년 이후 년 만에 한국을 찾는 코니 탤벗은 일 경기 오산문화예술회관 일 서울 한남동 블루스퀘어 삼성카드홀에서 공연을 펼친다 
9, 송승헌 류현진 기부에 이어 배우 온주완이 세월호 침몰 사고 관련 구조를 돕는데 써달라며 만원을 기부했다 한국구세군은 일 배우 온주완이 일 저녁 시 분 자선냄비본부에 직접 전화를 걸어와 긴급구호를 위한 나눔의 인사를 밝혔다고 전했다 이어 송승헌 형이 먼저 좋은 일을 하신 것에 비하면 터무니 없이 비교할 수 없는 금액이지만 힘들 때 나누는 일이 꼬리를 물어야 된다고 생각해 전화를 드리게 됐다 더 많이 보탬이 못 되서 죄송하다는 말을 전한 것으로 알려졌다 송승헌 류현진 기부에 이어 온주완 기부까지 훈훈한 소식을 접한 누리꾼들은 송승헌 류현진 기부만큼 온주완 기부도 대단하다 송승헌 류현진 기부 세월호 침몰 사고 구조에 큰 보탬이 됐으면 송승헌 류현진 기부 온주완 기부하는 마음 씀씀이가 예쁘다 액수는 중요치 않다 세월호 침몰 사고에 온주완 송승헌 류현진 기부 결정 훌륭한 일이다 세월호 침몰 온주완 송승헌 류현진 기부에 잠시나마 위로받았다 등의 반응을 보였다 
10, 세월호 침몰 수색 닷새째인 일 는 출발 드림팀 결방을 확정했으며 당일 진행하려던 녹화도 취소했다 출발 드림팀 대신 장애인 날 특집 드라마 하늘벽에 오르다가 방송된다 하늘벽에 오르다는 하반신 마비 산악인 아버지를 둔 태호김동준가 시각장애를 가진 유진김보라을 만나며 일어나는 갈등과 화해를 다룬 내용 하늘벽에 오르다에는 제국의아이들 김동준 배우 김보라 정선경 최원영 손병호가 출연한다 는 하늘벽에 오르다를 대체 편성한 데 이어 주말드라마 참 좋은 시절만 정상 방송을 진행할 예정이다 주말 예능 프로그램은 전면 결방한다 세월호 침몰 수색 작업 소식을 실시간으로 접하고 있는 누리꾼들은 세월호 침몰 하늘벽에 오르다 대체 편성했구나 세월호 침몰 단 한 명의 생존자라도 어서 빨리 구조하길 세월호 침몰 구조가 더디다 세월호 침몰 실시간 뉴스만 보다 보니 답답해서 우울하다 세월호 침몰 생존자 소식도 하루빨리 전해지길 세월호 침몰 하늘벽에 오르다 같은 프로그램이 당분간은 편성됐으면 등의 반응을 보였다 한편 세월호 침몰 사고 희생자는 모두 명이며 실종자는 명 구조자 명으로 집계됐다 
