,x
1,세월호 침몰 당시 안산 단원고 학생들의 탈출을 돕다가 숨진 승무원 박지영 여씨에 이어 선상 커플로 알려진 고 김기웅 정현선 씨도 의사자 지정이 추진되고 있다인천시는 고인인 김씨와 정씨의 주소지가 있는 인천시 남동구와 서구에서 이들의 의사자 지정 신청 서류를 준비중이다 신청 서류가 오는대로 보건복지부에 지정을 요청할 계획이다라고  일 밝혔다 보건복지부는 국민적 감정을 고려해 세월호 침몰사고와 관련해 의사자 지정 신청서가 접수되면 빠른 시일안에 심사위원회를 열어 의사자 인정 여부를 결정할 방침이다의사자로 지정되면 고인의 유족에게는 의사자 증서와 법률에서 정한 보상금 의료급여 교육보호 취업보호 등의 예우가 주어진다 의사자의 주검은 국립묘지에 안장이장이 가능하다침몰된 여객선에서 사랑을 키워온 두 사람이 올해 가을 결혼을 앞두고 선장 등이 배를 버리고 탈출하는 순간에도 승객들을 구하기 위해 다시 배안으로 들어갔다가 주검으로 발견된 안타까운 사연이 알려지자 두 사람을 의사자로 지정해야 한다는 주장이 제기돼 왔다대학  학년에 재학중인 김씨는  년 전 군에서 제대한 뒤 용돈을 벌기 위해 세월호에서 불꽃놀이 일을 하며 승무원인 정씨와 사랑을 키워왔다 두 사람은 지난  일 세월호가 침몰하자 탑승객을 탈출시키고 여객선 안에 있던 승객을 구조하기 위해 배안으로 들어갔다가 주검으로 발견됐다 지난  일과  일 있었던 장례식장에는 이들의 도움으로 구조된 단원고 학생들과 시민이 찾아와 비통해했다유족들은 저승에서도 사랑을 이어가길 바라는 마음으로 부평승화원 봉안당에 나란히 안치된 두 사람의 영혼 결혼을 올가을에 치러주려고 준비중인 것으로 알려졌다 김영환 기자  
2,김한길왼쪽 안철수 새정치민주연합 공동대표가  일 오후 경기도 안산 올림픽기념관에 마련된 세월호 침몰사고 희생자를 위한 임시 합동분향소를 찾아 헌화하고 있다 공동취재사진 
3, 새정치민주연합 제주도지사 후보가 전격적으로 정해지면서 추대 배경에 관심이 쏠리고 있다 벌써부터 파열음이 나오고 있다 제주도 내 시민사회단체들은 정책토론 없이 진행된 후보자 결정을 아쉬워하는 분위기다 새정치민주연합은  일 최고위원회를 열어 제주도지사 후보로 신구범  전 제주도지사를 확정했다 새정치연합 제주도당은 앞서  일 김우남 국회의원과 고희범신구범 예비후보 등 후보  명이 회동하고 신 예비후보를 후보로 추대하기로 결정했다고 발표했다 새정치연합은 제주지사 경선 방식 결정 과정에서부터 우여곡절을 겪었다 중앙당이 지난  일 공론조사  ＋국민여론조사   경선 방식을 내놓자 김 의원은 경선 흥행이 보장돼야 한다며 대외 활동을 중단하고 국민참여 경선을 요구했다 이에 고신 후보가 김 의원의 제안을 받아들였고 이들은 다음달  일까지 최종 후보를 내기로 했다 그러나 여객선 세월호 침몰 사고로 경선이 불투명해지면서 합의 추대 방안이 논의됐다 도당과 후보 진영의 말을 들어보면 지난  일  차 회동 때 신 후보가 먼저 김 의원을 합의 추대하자고 제안했다 이 자리에는 후보들과 김재윤오수용 도당 공동위원장 등  명이 참석했다 신 후보의 지지를 예상했던 고 후보가 반발하자 신 후보는 고 후보를 추대하는 건 생각해봐야겠다고 말했다 이날 회동은 결론 없이 끝났다  차 회동은 다음날인  일 오전에 이뤄졌다 이번에는 김 의원이 내가 후보가 되고 신 후보가 선대위원장 고 후보가 제주시장 러닝메이트가 돼 선거를 치르자고 제안했다 고 후보는 명예가 걸린 문제라며 거부했고 이에 김 후보는 자신의 제안이 수용되지 않은 데 대해 명분이 없어졌다며 출마를 포기했다 이날 오후부터  일 새벽까지 이뤄진  차 회동에서는 한차례 정회하면서까지 고 후보와 신 후보 간 경쟁력과 장단점 등을 거론하며 치열하게 논쟁을 벌였고 결국  일 새벽 고 후보가 출마를 포기했다 그러나 이를 두고 밀실에서 이뤄진 것이라는 비판이 제기되고 있다 도당 새정치새인물영입위원장에 위촉된 고충석 전 제주대 총장은 도민의 의사는 물어보지 않고 후보를 선택할 권리를 빼앗은 것이라고 비판하며 위원장직을 사퇴했다 범민주 진영의 지지를 받을 수 있을지도 의문이다 김재윤 도당위원장은 그런 걱정을 하고 있다 최선을 다하는 수밖에 없다고 말했다 제주참여환경연대의 한 관계자는 세월호 참사 때문이라는 점을 이해하면서도 도민들이 정책을 봐서 결정해야 하는데 그렇게 하지 못했다 논의 과정이 아쉽고 이해할 수 없다고 말했다 제주허호준 기자  
4, 일 오후 전남 진도군 진도체육관 뒤편 축구장에서 침몰한 세월호 희생자들을 태울 육군 시누크 헬기가 대기해 있다 조종사 포함  명이 탑승할 수 있는 이 헬기는 한번 운행마다  구의 시신과 유가족을 장례식장으로 수송할 계획이다 진도김성광 기자   
5,제발 이것 좀 전해주세요 식당 옆 객실에  명이 있어요 빨리 구조해주세요 세월호 침몰 다음날인  일 오전 전국을 술렁이게 했던 페이스북 내용이다 실종자인 안산 단원고 학생 한아무개 양이 글쓴이인 것처럼 되어 있었고 사고 지역의 위치 정보까지 담겨 있었다 얼핏 봐서는 마치 침몰한 세월호에 갇혀 있는 학생이 보낸 절박한 호소글인 것처럼 보였다 하지만 이 페이스북 내용은 이미지를 조작해 만든 가짜였다 인천지방경찰청 사이버수사대는 이 가짜 이미지를 만들어 자신의 페이스북 계정을 통해 유포한 대학 휴학생 김아무개 씨를 정보통신망법 위반 혐의명예훼손로 검거했다고  일 밝혔다 한양은 결국 사망한 것으로 확인됐고  일 시신이 수습됐다 이처럼 세월호 침몰 참사를 악용한 가짜들이 연이어 적발되고 있다 전남 목포경찰서는 전남도청 공무원을 사칭해 도청에 납품을 하게 해줄 테니 세월호 사고 기부금을 내라며 시장 상인 등을 속여  여만원을 챙긴 박아무개 씨를 사기 혐의로 구속했다 경찰은 박씨가 인터넷 도박으로  억원 가까운 돈을 잃고 여관 등을 전전하다 이런 범죄를 계획했다고 밝혔다 전남경찰청 지능범죄수사대는 민간 잠수사라고 자신을 소개하며 세월호 사건 초기 구조작업과 관련한 허위 인터뷰를 한 혐의명예훼손로 홍아무개 여씨도 이날 구속했다 홍씨는  일 종합편성채널 과 한 인터뷰에서 해경이 민간 잠수부들의 구조작업을 막고 대충 시간이나 때우고 가라고 했다는 등 사실과 다른 내용을 말해 해경의 명예를 훼손한 혐의를 받고 있다 또 경찰청 사이버테러대응센터는 세월호 사고와 관련해 자신의 누리집에 제 의   폭동을 대비하라 시체 장사에 한두 번 당해봤는가라는 등의 글을 올린 보수 논객 지만원 씨에게 모욕 혐의 적용이 가능한지 검토하고 있다 경찰은 이날까지 세월호와 관련한 악성 유언비어  건을 적발하고 이 중  건에 대해 내사에 착수해 이 가운데  명을 검거했다 경찰청 사이버테러대응센터는 유가족에게 더 큰 상처를 주고 국민의 공분을 사는 악성 유언비어가 근절되도록 전국의 사이버수사 요원과 지능수사 요원들을 총동원하고 있다고 밝혔다 그러나 거짓말을 이유로 구속까지 하는 것은 지나친 대응이 아니냐는 지적도 나온다 송호균 기자  
6,국가안보실은 재난 컨트롤타워가 아니다라는 김장수 청와대 국가안보실장의 발언은 세월호 침몰 참사에 대한 청와대의 무책임이 위험 수위에 도달했다는 점을 보여준다 이번 참사로 부처 간 혼선과 무능이 적나라하게 드러났는데도 국민의 안전과 생명을 지켜야 할 청와대가 행정부를 지휘감독하는 본연의 역할을 외면하고 있는 것이다 군 출신을 중심으로 짜인 청와대 안보라인의 한계가 드러났다는 진단도 나온다 다음은  일 민경욱 대변인 브리핑의 주요 내용을 요약한 것이다 청와대가 재난 컨트롤타워가 아니라고 말씀하셨는데 청와대가 아니고 안보실이 아니라는 말씀 드리는 거다 국가안보실이 자연재해 같은 거 났을 때 재난 컨트롤타워가 아니라는 것이다 이분김장수 실장이 재난 상황에서 모습을 드러내지 않는다고 하는데 이런 상황에서 모습을 드러내야 하는 분이 아니고 그럼 재난의 컨트롤타워가 안보실은 아니더라도 청와대가 맞나 청와대요 제가 지금 안보실에 대해 나온 기사에 대해 말씀드리는 건데 안보실의 역할은 통일 안보 정보 국방의 컨트롤타워이다 국가안보실이 재난 상황에 대해서도 정보를 빨리 받을 수 있는 여건이 갖춰져 있다 그러면 정보를 빨리 접하고 관련된 수석실에 빨리 알려주는 게 국가안보실의 역할이다 국가안보실이 재난의 컨트롤타워라고 말한 부분은 맞지 않는다는 거다 그럼 국가안전보장회의 사무처는 국민 안전 문제 책임지는 곳이 아닌가 엔에스시나 위기관리센터는 정보를 습득해 관련 수석실에 뿌리는 역할을 한다 거기는 재난 외에도 국가 안보와 관련해서 봐야 할 것이 많은 곳이다 수습하고 처리하는 부분에서는 컨트롤타워가 아니라는 건가 다시 말씀드리면 국가안보와 관련해서 봐야 할 것이 많은 곳이다 국가안보실이 이번 재난에 대해 모습을 드러내지 않느냐는 지적은 적절치 않다고 본다 그렇다면 위기관리센터에서 정보를 받은 각 수석실은 제 역할대로 대응했나 너무 광범위한 질문이다 대응을 잘했느냐는 총론에 대해서라면 드릴 말씀이 없다 청와대 내부적으로 청와대 자체 대응에 대한 평가가 이뤄지고 있나 어떤 평가를 하고 있는지 제가 그런 것을 평가할 자리에 있지 않다 아는 바가 없다 이번 세월호 침몰 참사 재난 관련해 이른바 엔에스시는 관련 정보를 수석실에 뿌려주고 정부 내 컨트롤타워는 안전행정부 중앙재난안전대책본부라고 정리하면 되나 그것과 관련해서 중론도 있고 한데 그런 점을 누가 설명할 수 있는 건지 알아보겠다 지금 말씀하신 것을 법령으로 보면 정부 안에서는 이런 재해 상황이 터졌을 때는 지금 말씀하신 대로 중대본이 역할을 하는 게 맞다석진환 기자  
7,김장수 청와대 국가안보실장이  일 민경욱 청와대 대변인을 통해 국가안보실은 재난 컨트롤타워가 아니다라고 밝히며 세월호 침몰 참사에 대한 청와대 책임론을 사실상 정면으로 부인했다 김장수 청와대 국가안보실장 민경욱 대변인은 오전 청와대 춘추관에서 한 브리핑에서 김 실장의 발언을 전하며 청와대 국가안보실은 통일 정보 국방 분야의 컨트롤타워이지 자연재해 같은 게 났을 때의 컨트롤타워가 아니다라고 강조했다 국가안보실 산하의 위기관리센터가 사건 초기부터 컨트롤타워 구실을 제대로 못했다는 지적이 나오자 해명을 내놓은 것이다 민 대변인은 또 이날 브리핑에서 위기관리센터에 재난 관련 정보가 가장 먼저 취합되지 않느냐는 기자들의 지적에 위기관리센터는 자연재해 상황에 대해서 여러 첩보를 가장 먼저 입수할 수 있는 여건이 조성되어 있긴 하다 하지만 첩보를 판단해서 관련 수석실에 뿌리는 것이 국가안보실의 역할이라고 말했다 안보실이 재난 대처까지 챙기지는 않는다는 설명이다 민 대변인은 위기관리센터에서 취합한 정보를 받은 각 수석실이 그 이후 참사에 대한 적절한 대응을 했는지를 묻는 질문에는 너무 광범위한 질문이다 총론적인 질문이라면 거기에 대해 드릴 말씀이 없다며 즉답을 피했다 하지만 참사 발생 직후 청와대는 김장수 실장이 위기관리센터에서 사고와 구조 현황을 파악하는 등 필요한 조치를 취하고 있으며 관련 상황을 즉시 대통령에게 보고하고 있다고 밝힌 바 있다 이후 책임론이 국가안보실과 김장수 실장을 향하자 국가안보실 책임이 아니다라고 발뺌하고 나선 모양새다 김 실장과 청와대의 이런 태도는 재난 대처에 대한 주무를 청와대가 아닌 안전행정부중앙재난안전대책본부가 총괄한다는 현 정부의 재난대응 체계에 기댄 것이지만 세월호 참사 대응 과정에서 드러난 청와대의 무책임한 태도와 상황인식을 그대로 보여주는 것이기도 하다 청와대는 참사 발생  주일을 넘어선  일까지도 단원고 학생 전원이 구출됐다는 등의 잘못된 보고가 어떤 경로를 통해 전달됐는지 박 대통령이 최초 보고를 언제 받았는지도 밝히지 않고 있다 또 청와대는 참사 발생 이후 정부 부처 간 혼선과 무능이 드러날 때 어떻게 대처했는지에 대해서도 뚜렷한 설명을 내놓지 않고 있다 새누리당의 한 재선 의원은 정부 전반에 대한 실종자 가족과 유족 국민들의 불신이 커지면 시선이 당연히 청와대로 쏠릴 수밖에 없다 청와대가 적극 나서서 국민들에게 안정감을 줘야 하는데 무얼 하는지 모르겠다고 말했다 석진환 기자  
8,북한이 세월호 참사가 발생한 지 일주일 만인  일 남쪽에 위로의 뜻을 전해왔다 통일부는 북한이 이날 오후  시께 판문점 연락관 채널을 통해 강수린 조선적십자회 중앙위원회 위원장 명의의 위로 통지문을 대한적십자사 총재 앞으로 보내왔다고 밝혔다 통일부는 또 북한이 통지문에서 지난  일 진도 앞바다에서 발생한 세월호 침몰사고로 어린 학생들을 비롯한 수많은 승객들이 사망하거나 실종된 데 대해 심심한 위로의 뜻을 표했다고 말했다 통일부 당국자는 국민들이 비통한 상태에 있어서 북한이 보낸 것이기 때문에 특별히 현재로서는 우리 입장을 보내지는 않는 것으로 알고 있다며 따로 답신은 관례적으로 하지 않는다고 말했다 북한이 남쪽의 대형 재난이나 사건과 관련해 위로의 뜻을 전한 것은  년 대구 지하철 참사와 태풍 매미 피해 이후 처음인 것으로 알려졌다 특히 남북관계가 유동적이고 미묘한 시점에서 북한이 상대적으로 다른 국가들에 비해 뒤늦게나마 위로 전통문을 보낸 배경에 관심이 쏠리고 있다 통일부 당국자는 외교적으로 보면 다른 국가에서도 정상들이 많이 보내기도 했으므로 그런 일환으로 본다며 신중한 입장을 보였다이용인 기자  
9, 세월호 참사로 박근혜 정부에서 적극적으로 추진해온 규제완화 기조에도 제동이 걸리고 있는 형국이다 세월호 참사의 원인 중 하나로 이명박 정부 때 이뤄진 노후선박 관련 규제완화가 지목되며 현 정부의 규제완화 방침 역시 논란이 커지고 있기 때문이다 서승환 국토교통부 장관은  일 국회 국토교통위원회 전체회의에 출석해 정부의 안전 강화 대책을 묻는 이미경 새정치민주연합 의원의 질문에 안전과 관련된 규제는 규제완화 대상이 되지 않도록 하겠다고 밝혔다 송석준 국토부 대변인도 현재 규제개혁의 내용이나 범위 숫자 등에 대해 총리실과 협의중인데 안전과 관련된 것은 아예 규제완화 대상에서 제외하는 것을 협의중이라고 밝혔다 도로 철도 항공 건축 특수 구조물 등의 안전과 관련된 법제도들은 완화하지 않겠다는 것이다 박재순 국토부 규제개혁법무 담당관은 현재 실국과별로 자동차나 항공 철도 등 안전대책을 논의하고 있고 일부 안전규제는 더 강화할 수도 있다고 밝혔다 정홍원 국무총리는 지난  일 열린 국무회의에서 이번 기회에 안전의식을 철저히 개혁하는 대책과 함께 안전을 위협하는 비정상 관행과 제도 규정을 전수조사발굴해 목록화하고 개선대책을 마련하라고 각 부처에 지시했다 적어도 안전 관련 규제 완화는 섣부르게 손을 대지 못하게 될 분위기다  월로 예정됐던 무역투자진흥회의와 규제개혁장관회의도 연기될 가능성이 있다는 관측이 나오고 있다 정부 고위 관계자는  월 회의는 추이를 보면서 결정해야 하지 않을까 생각한다 아직 누구도 회의에서 검토될 규제완화 내용에 대해 무게를 둬서 얘기하지 않고 있다고 말했다 규제개혁장관회의는 지난달 박근혜 대통령이  시간 동안 회의를 주재하고 그 모습을 방송으로 생중계해 규제완화 여론몰이에 나선 회의다 무역투자진흥회의는 규제개혁이라는 명분 아래 대기업들이 민원을 해결하는 통로로 이용되고 있다는 비판을 받은 바 있다 무분별한 규제완화는 사회 전체에 큰 위협으로 작용할 수 있다는 비판의 목소리 또한 높아지고 있다 현재 박근혜 정부의 규제완화는 안전 관련 규제를 비롯해 환경 의료 교육 노동 등 분야를 가리지 않고 전방위로 전개되고 있다 박상인 서울대 교수행정대학원는 일자리 창출을 위해 기업 요구에 맞는 규제를 풀겠다는 박근혜 정부는 비즈니스 프렌들리친기업를 강조했던 엠비이명박정부와 같은 이야기를 하고 있는 것이다 세월호 참사에서 보듯 무분별한 규제완화는 국민의 생명이나 삶의 질에 재앙을 몰고 올 수 있다고 말했다 박 교수는 규제완화와 관련해 정부가 속도전이나 일방주의로 가면 굉장히 위험하고 성공한 사례도 없다 지금부터라도 사회적 논의를 통해 꼼꼼히 따져봐야 한다고 지적했다세종김소연 김규원 기자  
10,조현의 통통통이순신 장군이 울고 있다세월호 실종자 가족들 박종식 기자 십자가의 고난 뒤엔 부활의 기쁨이 있다 그러나 부활절 일에도 주검만이 가득했다 세월호의 어린 승객들에게 구명조끼를 챙겨주고 자신은 가장 나중에 구명조끼를 입겠다던 박지영씨를 비롯한 승무원들과 학생들을 먼저 챙기던 남윤철 교사 등이었다 너무 두려워 바다로 뛰어내리지 못하는 친구에게 자신의 구명조끼를 벗어 입혀준 정차웅군도 있었다 이타적 삶으로 거듭난 살신성인들이었다그럼에도 부활 찬양을 부르기 어려웠다 전원 생환한 선박직 직원  명이 제정신을 차려 살신성인의 정신으로 아이들을 먼저 피신시켰더라면 사고 직후 정부군경이 신속히 실제적 구조에 나섰더라면 하는 아쉬움과 탄식이 부활을 압도해버린 것이다 침몰한 세월호 김봉규 기자세월호가 침몰된 곳에서 멀지 않은 진도의 울돌목은 이순신 장군이 왜군과 맞서 명량해전을 벌인 곳이다 이순신의 탄신일 월 일을 앞두고 이순신이 전란 중에 틈틈이 쓴 난중일기를 보니  년 전의 세월호 침몰 기록인 것만 같다 침몰하는 조선호를 보는 이순신의 울분과 탄식과 눈물이 배어있다 왜와 명의 동아시아 전쟁인 임진왜란에서 왜장 고니시 유키나가와 명 도독 진린은 자신의 공을 증명하기 위해 본국에 보내는 수급목을 자른 머리을 탐냈다 유키나가는 길을 터주면  천의 수급을 주겠다고 진린을 유혹하기도 했다 그들이 자국인의 목을 베어 제공할 리는 만무했다 이쪽에서도 저쪽에서도 베어지는 것은 조선인의 머리였다 그런 상황에서도 관리들은 뇌물의 경중으로 죄의 유무를 판단했다 총체적 부정이 총체적 침몰을 낳고 있었다진도체육관에 간 박근혜 대통령 정용일 기자왜군이 올라오자 도성과 백성을 버리고 북으로 북으로 도망친 왕 조선호가 바람 앞의 촛불처럼 꺼져가는데도 책무를 방기하는 리더들 제 죄를 가리기 위해 정당한 비판에까지 종북 딱지를 붙이는 것도 이순신을 어떻게든 역적으로 몰아 제 자리나 보전하려는 행태와 비슷하다 일기가 노출되면 역적으로 몰릴 수 있는 사달거리임에도 이순신은 울분을 드러내곤 했다난중일기에서 가장 많은 문장중 하나가 매를 때렸다는 구절이다 이순신은 힘없는 백성은 한없이 사랑했지만 리더에겐 철저히 책임을 물었다 실전에서 살리기 위해서였다 사후약방문이나 쓰지않기 위함이었다 또한 밤새 식은땀을 흘렸다는 대목이 많다 백성과 나라를 죽여서는 안된다는 강박으로 그는 잠못 이뤘다이순신이 불과  척의 배로 왜선  척을 맞이해야 하는 울돌목의 격전을 하루 앞둔  년  월 일 장수들을 불러모아놓고 한 말이 그 유명한 필사즉생 필생즉사必死則生 必生則死죽으려고 하면 살고 살려고 하면 죽음다 노블레스 오블리주지도층의 도덕적 책무를 다하지 않으면 살아도 죽은 것이나 다름없고 이를 다하고 죽는다면 죽어도 산 것이라는 이순신 장군 식 부활 선언이었다리더가 이 부활정신을 잊고 제 자리를 벗어날 때면 제자리를 지킨 백성들이 희생된다 내가 죽어 우리를 살리고자했던 이순신이 지금 진도 바다에서 우리의 아이들을 부둥켜안고 울고 있다
