,x
1, 세월호 침몰사고 원인을 수사 중인 검경 합동수사본부가  일 부실관제로 인명 구조의 골든타임을 허비했다는 비판을 사고 있는 진도해상교통관제센터를 압수수색했다 합동수사본부는 이날 오전  시부터 오후  시까지 진도에 수사관들을 보내 관제 업무 관련 서류와 파일 등을 확보했다 합동수사본부는 진도가 지난  일 세월호 침몰 사고 당시 적절하게 관제와 교신을 했는지 수사하고 있다 세월호는 지난  일 오전  시 분 사고 상황을 가까운 거리의 진도가 아닌 제주에 신고했다 전날 인천에서 출항할 때 초단파 무선통신 채널을 목적지인 제주에 맞춰 놓았기 때문에 일어난 일이다 진도는 세월호가 지난  일 오전  시 분에 관할 해역 안으로 진입했는데도 보고를 받지 않고 이후 두 시간 동안 교신조차 하지 않아 부실관제 의혹을 사고 있다 진도는 제주에 사고 신고가 들어온 지  분이 지난  일 오전  시 분 뒤늦게 세월호와 연락해 이후  분간 교신한 바 있다 진도가 관할 해역 안으로 진입했을 때부터 세월호와 무선 교신을 했다면 인명구조에 필요한 조처를 하는 데 귀중한 시간을 절약할 수 있었을 것으로 보인다 합동수사본부는 서해지방해경청 소속인 진도 관제 담당 직원들이 관제와 교신 업무를 소홀하게 했다면 직무유기 혐의를 적용할 방침이다 목포안관옥 기자  
2,   세계치어리딩선수권대회에 출전한 한국과 미국 일본 선수단이 대회 개막식에서 세월호 실종자들의 무사귀환을 기원하는 노란리본 캠페인에 참여해 눈길을 끌었다 세계  여개국이 참가한 가운데  일한국시각 미국 올랜도 이에스피엔 스포츠 컴플렉스에서 열린 개막식에서 한미일 선수단은 각각 나라 이름이 적힌 손팻말 그리고 태극기와 성조기 일장기 끝에 커다란 노란리본을 달고 입장했다 특히 한국 선수단  여명은 노란리본이 달린 소형 태극기를 손에손에 들고 입장해 장내 분위기를 숙연하게 만들었다 이 모습을 본 관중들과 다른 나라 선수들은 위로와 격려의 박수를 보냈다 노란리본에 참여하지 못한 다른 나라 선수단도 한국 대표팀을 만날 때마다 위로와 격려를 보냈다 이번 대회에 참가한 한국 국가대표팀은 세월호 참사 이후 지난  일 열린 국가대표 출정식을 비롯해 치어리딩 공연 레이저쇼 등을 취소하며 실종자의 무사귀환을 염원했다 한편 첫날 경기에서 한국은 프리 팜 더블 부문에는 김혜림탁슬기 선수가  위 파트너스턴트 부문에서 강훈김솔지 선수가  위를 차지했다 모두  개 종목 가운데 한국은 댄스치어리딩 프리 힙합더블 째즈더블 등  개 종목에 출전한다 한국은 세계치어리딩선수권대회에  년부터 출전해  년 동메달  개  년 금메달  개  년 은메달  개에 이어 지난해에는 금   은   동  개의 역대 최고성적을 거둔 바 있다김동훈 기자  
3, 일 오후 버락 오바마 미국 대통령은 청와대에서 열린 한미 정상회담에 앞서 세월호 참사 희생자에 대한 애도의 표시로 박근혜 대통령에게 묵념을 제안했다 이때 오바마 대통령과 미국 쪽 수행원 등은 모두 검은색 정장 차림이었으나 박 대통령만 유일하게 하늘색 정장 차림이었다이 장면을 담은 사진이 언론을 통해 보도되자  일 각 포털사이트에서는 박근혜 오바마가 검색어 상위에 오르는 등 화제가 됐다 일부 누리꾼들은 박 대통령이 파란색 정장을 택한 것을 이해할 수 없다는 반응을 보였다 트위터 이용자 는 해당 사진을 게시하며 상주가 바뀌었습니다 미국 대통령은 예를 갖추었는데 상주가 국상의 예를 범했습니다고 지적했고  는 오바마도 검은 의상으로 예를 갖췄는데 박근혜는 아이들을 집어삼킨 바다를 품은 듯 혼자 파랗다 민경욱 청와대 대변인은 청와대는 장례식장이 아니다고 발언 예상된다고 꼬집었다 김진애 전 민주당 의원도 적절찮네요 의전실은 뭐하나 박근혜의 선택인가라고 물었다또 오바마 대통령이 의자에 앉아 방명록에 서명할 때 옆에 차렷 자세로 서있는 박근혜 대통령의 모습도 누리꾼들의 입길에 올랐다 이에 대해 청와대 관계자는 박근혜 대통령의 안내로 오바마 대통령이 방명록에 서명하고 있는 장면으로 푸틴 러시아 대통령 등 외국의 다른 정상들이 청와대를 방문했을 때도 이렇게 했다고 설명했다 온라인뉴스팀 
4, 검찰이 해운업계의 구조적 비리에 칼끝을 겨누면서 대표적인 해운조직인 한국선급의 전영기 회장과 해운조합의 주성호 이사장이 줄줄이 사퇴했다 해양수산부는  일 선사들의 이익단체인 한국해운조합의 주성호 이사장이 사임의사를 전격 표명했다고 밝혔다 주 이사장은 세월호 침몰 사고를 계기로 해운조합의 기능과 역할에 대한 비판이 커지자 도의적 책임을 지고 물러난 것으로 보인다 해운조합은  개 선사를 대표하는 단체로  년 출범 이래 취임한 이사장  명 중  명이 해수부 고위관료 출신이어서 이른바 해수부 마피아 의 본거지라는 눈총을 사기도 했다 주 이사장도 국토해양부  차관 출신이어서 해운조합이 정부를 상대로 회원사들의 이익을 관철하기 위해 영입한 인사가 아니냐는 의혹을 받아왔다 특히 이 단체가 해수부로부터 위임받아 수행해온 화물 적재 상태 점검 구명장비소화설비 비치 여부 점검 여객선 운항관리규정 이행 상태 감시 등 선박 안전운항 관리 업무가 부실하게 이뤄져온 것으로 드러나면서 비판이 커졌다 이에 따라 검찰은 최근 해운조합이 명절 때마다 해수부와 해경의 간부들에게 금품을 살포했다는 혐의를 잡고 해운조합 서울본사와 인천지부를 압수수색하는 등 비리 수사에 착수했다 선박의 안전검사를 대행하는 비영리단체인 한국선급의 전영기 회장도 전날 사의를 표명했다 전 회장은 희생자와 유가족 국민에게 크나큰 상실감과 슬픔을 준 데 대해 도의적 책임을 지고 사임한다고 밝혔다 전 회장은 설립된 지  년 된 한국선급에서 내부 출신으로는 처음으로 회장에 올랐다 그는 지난해  월 말 신임 회장 선거에서 주성호 전 국토해양부  차관을 누르고 회장에 당선됐다 검찰은 지난  일 두 차례에 한국선급을 압수수색해 회계인사서류 선박 안전 비용 지출서류 등  상자 분량의 자료를 확보해 분석중이다 검찰은 또 한국선급의 전현직 임직원  명을 출국금지하고  년 신사옥 공사 때 자금을 유용했는지 정부지원 연구비 등을 빼돌렸는지 수사중이다 검찰은 한국선급 직원들이 해운회사 등으로부터 선박 검사와 관련해 뒷돈이나 향응을 제공받았는지도 들여다볼 방침이다 목포안관옥 기자  
5,세월호 침몰 사고에 투입됐던 알파잠수기술공사의 다이빙벨이  일 팽목항으로 되돌아왔다해경은 이날 오전  시  분 사고 현장에서 떠났다고 밝혔다전날 사고 해역으로 향했던 다이빙벨을 실은 바지선은 현재 팽목항으로 되돌아와 정박한 상태다되돌아온 이유는 아직 명확하게 밝혀지지 않았다실종자 가족들과 이주영 해양수산부 장관 이종인 알파잠수기술공사 대표는 현재 팽목항에 모여 다이빙벨의 향후 투입 계획 등을 협의하고 있다진도연합뉴스 
6, 정부의 세월호 실종자에 대한 구조와 수색이 장기화하면서 주검 유실에 대한 우려가 커지고 있다 범정부 사고대책본부는  일 브리핑을 통해 실종자를 찾기 위한 수색구조가 장기화하면서 주검 유실에 대한 가족들의 염려도 커지고 있다 사고해역 외곽  ㎞까지 범위를 넓혀 수색과 구조 활동을 벌이는 중이라고 밝혔다 사고대책본부는  일부터 서해어업관리단 어업지도선  척 등으로 사고해역 외곽으로 가거도와 추자도 중간수역인  ㎞까지 범위를 넓혀 실종자 수색과 구조 활동을 벌이고 있다고 설명했다 아울러 전남 서남해안의 연안과 도서를 중심으로 실종자와 유류품을 찾기 위한 수색작업을 펴고 있다고 덧붙였다 인근에서 조업 중인 어선들과 어촌계에도 세월호에서 유출된 것으로 보이는 부유물이나 희생자를 발견하면 신고해 줄 것을 당부했다 주검 유실에 대한 우려는  일까지 사망자의 주검  구 중  구가 침몰한 여객선 밖이나 주변 해역에서 수습되면서 더 높아진 상황이다 사고대책본부는 세월호 침몰 지점을 중심으로 반경  ㎞ 마일을 작전구역으로 정하고 구조와 수색을 진행하면서 주검의 유실에도 대비하고 있다 거센 조류에 주검이 밀려갈 것에 대비해 저인망 어선  척을 동원해 수색중이고 맹골수도 앞뒤로 길이  ㎞에 이르는 닻자망 그물을 쳐놓았다 사고대책본부 쪽은 주검 유실에 대비해 일본과 중국에 주검이 떠밀려오면 연락해 달라고 요청하는 등 국제공조도 강화했다고 밝혔다 지난  년  월 천안함 사건 때는 희생자  명 중  명의 주검을 끝내 찾지 못해 유가족을 안타깝게 했다 목포안관옥 기자  한겨레 김어준의   진도와 이종인 
7, 세월호 침몰 사고 열흘째인  일 전남 진도군 팽목항에서 한 실종자 가족이 희망호라 이름 붙인 종이배를 띄운 뒤 간절히 기도하고 있다 손자 ○○야 그리고 많은 우리의 아들 딸들아로 시작하는 종이배 편지는 그곳에선 꿈도 펼치고 행복해하길 못난 할애비가로 끝났다 진도뉴시스 연합뉴스 세월호 임시합동분향소끊이지 않는 추모행렬 한겨레포커스 노란리본에 기적의 염원 담아한겨레포커스 
8, 세월호 침몰 사고 실종자를 찾기 위해 투입된 다이빙 벨  설치 작업이 빠른 조류 탓에 두차례 실패하는 등 난항을 겪고 있다 해경은  일 이종인 알파잠수기술공사 대표 쪽이 이날 새벽  시께부터 사고 해역에서 다이빙 벨을 투입하기 위해 바지선을 고정할 앵커닻를 설치하려했지만 앵커가 꼬여 중단했다 이 대표 쪽은 물살이 약해지기를 기다렸다가 이날 새벽  시부터  차 앵커 설치 작업에 들어갔지만 이번에도 조류가 강해 바지선을 고정하지 못하고 실패했다 이 대표 측은 물살이 느려지는 정오께  차로 다이빙 벨을 싣고 있는 바지선의 앵커 설치작업을 시도할 계획인 것으로 알려졌다 해경 쪽은 사고 해역의 물살이 워낙 거센데다 수위 또한 높아져 앵커를 고정시키는 데 많은 어려움을 겪고 있다 정조 시간대인 정오께 다시 앵커 설치를 추진할 것으로 안다고 말했다 이 대표 쪽이  차 시도에서 바지선을 고정하더라도 잠수부가 선체로 진입하기 위한 탐색줄가이드라인을 추가로 설치해야 하는 만큼 다이빙 벨을 활용한 실종자 수색작업은 오후 늦게나 밤에 이뤄질 것으로 보인다 앞서 지난  일 해군의 실종자 수색작업을 지휘하고 있는 김진황 대령은 브리핑에서 이종인 알파잠수기술공사 대표가 추진하는 다이빙벨은 해역의 조건과 맞지 않다며 어느 정도 효과가 있을지는 모르겠다고 말했다 그는 이 대표의 다이빙벨은 오픈 벨로 잠수사  명이 타고 내려가   수심에서 다이빙하는데 타고 내려가는 시간 또한 잠수시간에 포함된다 잠수 시간을 어느 정도 연장할 수는 있지만 별도 감압시간이 필요하기 때문에 결국 비효율적이라고 설명했다 민관군 합동구조팀은 이날 승객이 많을 것으로 추정되는  층 중앙부와  층 선미쪽 다인실을 집중 수색할 계획이다 구조팀은 새벽에 주검  구를 추가로 수습해 오전  시 기준 사망자는  명 실종자는  명으로 기록됐다 사고 해역에는 이날 밤부터 비가 오고 파고도   이상으로 높아질 것으로 예상되고  일 오후에는 풍랑 특보도 발효될 가능성도 있어 실종자 수색작업은 어려움이 예상된다 목포안관옥 기자  한겨레 김어준의   진도와 이종인 그날 이후 한겨레 
9,인터넷 방송인 한겨레  회 방송아래 링크 참조에서 김어준 총수가 지난  일 공개된 세월호와 진도 관제센터 간 교신 기록 조작 가능성에 대한 의혹을 제기했다김 총수는 세월호가 진도 관제센터 관할 구역에 진입한  일 오전  시부터 침몰 직전인  시까지  시간 동안 단 한번의 교신도 없었다며 진도 관제센터가  시간 동안이나 세월호를 지켜보지 않았거나 그렇지 않다면 교신 기록이 편집됐을 가능성도 있다고 밝혔다 교신 기록을 보면 진도 관제센터가 자신들의 관할 구역에 들어온 성우제주 광양 호 한라 호 둘라 에이스  등 다른 배들과는 교신을 주고받으면서 유독 세월호와는 교신을 한번도 주고받지 않았다 실제로 범정부사고대책본부가 지난  일 공개한 세월호와 진도 관제센터 간의 교신 녹취록 전문을 보면 양쪽의 교신은 해경으로부터 신고를 받은 진도 관제센터가 오전  시 분 세월호를 호출한 게 처음이다김 총수는 이런 점을 지적하며 세월호가 진도 관제 구역에 진입한 오전  시 분과 유속이 빠른 구간에서 이례적으로 최고 속도로 운항하기 시작한 오전  시 분 급격히 방향을 틀었던 오전  시 분 이렇게 최소한  번의 교신은 존재해야 한다고 주장했다 또 진도 관제센터가  일이나 늦게 공개한 세월호진도 관제센터간 교신 기록은 한글 파일로 작성됐으며 당시의 교신 녹음 파일을 진도 관제센터에서 풀어서 작성한 문서다 김 총수는 독일 시사주간지인 을 인용해 승조원들은 생사를 판가름할 수 있는 정보를 못 받았을 가능성이 있다고 밝혔다 진도 관제센터가 공개한 교신 기록을 보면 진도 관제센터는 세월호가 이미 침몰하기 시작한 오전  시 분에 세월호와 첫 교신을 했으며 세월호가 이미 많이 넘어간 상황에서도 탈출 지시를 내리지 않는다 지난  일 낮  시 분께 세월호의 뱃머리가 물에 잠기면서 사람들의 시야에는 완전히 사라졌다 구조를 하던 잠수부들은 사라지는 세월호를 애타게 바라볼 뿐이다 사고가 발생한 지 거의  시간 만이다 지금도 잠수부와 구조요원들이 구조작업을 계속하고 아이를 기다리는 부모들도 진도체육관이나 팽목항에서 여전히 희망의 소식을 기다리고 있다 참사 사고 때마다 하던 잊지 말자는 약속은 더이상 하지 말자 이번부터라도 무엇이 문제였지는 낱낱이 밝혀서 고치자 진도이정용 기자  교신기록에서 세월호는 오전  시 분에 본선이 승객을 탈출시키면 구조가 바로 되겠느냐고 물었고 진도 관제센터는 인명 탈출은 선장이 직접 판단하라로 대답한다 세월호가 다시 그게 아니고 지금 탈출하면 바로 구조할 수 있느냐고 물었다고 말하자 진도 관제센터는 경비정이  분 이내 도착할 것이라고 대답한다 김 총수는 진도 관제센터는 세월호 근처에 둘라 에이스호가 대기하고 있다는 정보도 세월호에 제대로 알려주지 않았다며 이 이런 점을 지적한 것을 주목해야 한다고 말했다 이 방송에서는 또 독일에 살고 있는 정옥희씨가 독일 일간지 에 세월호 관련 정부 비판성 기사를 게재한 것과 관련해 윤종석 베를린문화원장이 정씨에게 전화를 걸어 기사를 수정해줄 것을 요구했다는 사실이 밝혀졌다 정씨는 김 총수와의 공개 통화에서 처음에는 전화를 건 사람이 누군지도 몰랐는데 검색해보니 베를린문화원장이었다 그 사람이 내 개인 정보를 어떻게 알고 전화를 걸어왔는지 모르겠다며 변호사를 선임해 대응하는 방안을 생각중이라고 밝혔다 부에서는 이종인 알파잠수기술공사 대표가 출연해 합동구조팀이 다이빙 벨 등의 기구를 활용하지 않고 다른 민간 잠수부의 구조작업을 막는 등 제대로 된 구조 활동을 벌이지 않은 점을 비판했다 그는 이건 범죄다 그냥 넘어가면 안 된다고 강조하기도 했다 논란 끝에 합동구조팀은  일 이 대표의 도움을 받아 다이빙 벨을 투입하기로 결정했다송채경화 기자  한겨레 김어준의   진도와 이종인 
10,북한이 세월호 침몰 사고 실종자들의 생환을 기원하는 동영상을 만들어 공개했다북한의 대남 선전용 웹사이트 우리민족끼리 티브이는 지난  일 수학여행 떠나던 그날처럼 돌아오세요라는 제목의  분 초짜리 동영상을 게재했다 실종자 가족들이 오열하는 모습과 촛불문화제 장면 등을 담은 화면 위로 북한의 한 중학생이 쓴 글을 자막으로 띄웠다 이 학생은 비통한 소식에 안타깝고 속상하고 가슴이 찢어지는 것만 같아요라며 고전소설 에 나오는 거북이에게 아직도 찬물 속에서 애타게 구원의 손길을 내밀고 있을지도 모를 언니 오빠들을 구원해주렴이라고 부탁했다 그러면서 제발 수학여행 떠나던 그날 그 아침처럼 그들이 웃으며 돌아올 수 있게 해주세요라며 꼭 돌아오세요라고 기원했다 북한은 이 영상을 중국 동영상 사이트 유쿠에도 올렸다북한은 남한 민간단체에도 위로의 뜻을 전달했다 북한 민족화해협의회는 같은 날 남쪽 민족화해협력범국민협의회민화협에 세월호 참사 피해자들을 위로하는 내용의 팩스 전문을 보내 유가족들의 슬픔이 하루빨리 가시기를 진심으로 바란다고 밝혔다  공동선언실천 북측위원회도 이날   남측위원회와 민주노총 한국노총 앞으로 각각 팩스를 보내 애도의 뜻을 전했다 양대 노총에는 사랑하는 자녀들과 혈육들을 잃은 유가족들의 아픔과 슬픔이 하루빨리 가시기를 진심으로 바란다고 밝혔다앞서  일 북한은 강수린 조선적십자회 중앙위원회 위원장 명의의 위로 통지문을 대한적십자사 총재 앞으로 보내왔다이용인 기자  한겨레 김어준의   진도와 이종인 
