,x
1,  추적 분은 일 밤 시 분 통한의 분 편을 방송한다 지난 일 오전 시 분 침몰 여객선 세월호에 이상 징후가 발생한 뒤 선체가 전복되는 데까지 걸린 시간은 분 세월호 침몰의 결정적인 원인이 뱃머리를 도가량 급히 틀었기 때문이라는 주장이 제기됐다 왜 갑자기 급선회를 해야 했을까 전문가와 사건 당사자들의 생생한 증언을 들어본다 제작진은 사고 여객선 회사인 청해진해운으로부터 당시 세월호의 퇴선 매뉴얼을 입수했다 매뉴얼에 따르면 사고 발생 시 비상벨을 울리고 즉시 퇴선 명령과 함께 적절한 안내 방송을 내보내야 했지만 선장은 운항을 등 항해사에게 맡기고 있다가 사고가 나자마자 구명보트를 타고 피신했고 선장이 떠난 배 안에선 배 안에 있는 게 더 안전하다는 안내 방송이 줄기차게 흘러나왔다 현장에 출동한 제작진이 비극적인 사건의 전말을 파헤친다 
2, 세월호 침몰 참사에 김정구 박인영이 진도를 찾았다 지난 일 오전 전남 진도군 관매도 인근 해상에서 여객선 세월호가 침몰해 안산단원고등학교 학생들을 비롯해 선사 직원 들이 인명피해를 입은 가운데 김정구 박인영이 진도로 향했다 박인영은 지난 일 자신의 트위터에 구세군 홍보부장님과 친구 명 매니저 오빠들 명하고 같이 진도로 갑니다 작은 손길이지만 조금이나마 도움이 되길 바랍니다 모두 힘내세요라는 글로 진도로 향한다고 알렸다 앞서 지난 일 개그맨 김정구 역시 자신의 페이스북에 조그만 도움이라도 되고자 진도로 자원봉사 가는 길입니다 아이들도 저도 무사할 수 있도록 기도해주세요라는 글과 자신이 잠수하고 있는 모습의 사진과 잠수 자격증 사진을 게재했다 이어 그는 지난 일 현장 도착했습니다 돕고오겠습니다 이제 휴대폰을 잘 못 볼 것 같아요라는 글로 진도에 도착했음을 전했다 세월호 침몰 사고에 김정구 박인영 방문이 알려지자 누리꾼들은 세월호 침몰 사고에 직접 방문까지 하다니 멋있네요 세월호 침몰 사고 김정구 박인영 봉사를 가도 악플을 다냐 세월호 침몰 사고 김정구 박인영 진짜 제발 기적이 있기를 바랍니다 세월호 침몰 사고 김정구 박인영 진짜 멋있습니다 감사합니다 등의 반응을 보였다 
3, 세월호 침몰 홍가혜 인터뷰에 대해 공식 사과 한 가운데 남희석 발언이 화제다 지난 일 오전 은 민간잠수부로 알려진 홍가혜와 세월호 침몰에 관련해 인터뷰를 진행했다 해당 인터뷰에서 홍가혜는 현장 정부 관계자가 대충 시간이나 떼우고 가라고 말했다 현지 상황은 언론에 보도된 것과 다르다는 내용의 인터뷰를 진행했다 하지만 해경에 따르면 홍가혜의 주장은 사실과 달랐다 이에 결국 홍가혜와 인터뷰를 진행한 은 에서는 앞으로 이런 일이 재발하지 않도록 최선을 다할 것을 약속드린다라며 공식 사과를 전했다 그런 가운데 개그맨 남희석 역시 일 자신의 트위터에 이럴 때 인터뷰 대상 선정은 정말 신중해야라며 홍가혜 인터뷰에 일침을 가하는 듯한 발언을 해 눈길을 끌었다 세월호 침몰 공식사과에 누리꾼들은 세월호 침몰 공식사과 홍가혜 원래 허언증아님 세월호 침몰 공식사과 남희석이 홍가혜 인터뷰에 일침가했네요 세월호 침몰 공식사과 앞으로 주의하길 등의 반응을 보였다 
4, 세월호 침몰 홍가혜 인터뷰에 대해 공식 사과 한 가운데 그녀의 과거 행적이 화제다 지난 일 오전 은 민간잠수부로 알려진 홍가혜와 세월호 침몰에 관련해 인터뷰를 진행했다 해당 인터뷰에서 홍가혜는 현장 정부 관계자가 대충 시간이나 떼우고 가라고 말했다 현지 상황은 언론에 보도된 것과 다르다는 내용의 인터뷰를 진행했다 하지만 해경에 따르면 홍가혜의 주장은 사실과 달랐다 이에 결국 홍가혜와 인터뷰를 진행한 은 에서는 앞으로 이런 일이 재발하지 않도록 최선을 다할 것을 약속드린다라며 공식 사과를 전했다 그런 가운데 한 연예부 기자는 자신의 트위터에 이 홍가혜에 낚였구나 예전 티아라 화영 사촌언니라고 거짓말하던 홍가혜는 왜 진도에 가서 또 거짓말을 하고 있는가 그 때 울며불며 죄송하다고 해서 용서해줬는데라는 글을 게재했다 이어 그는 홍가혜는 허언증 정도가 아니죠 소름 돋을 정도로 무서운 여자입니다라는 글을 적었다 과거 홍가혜는 티아라 전 멤버 화영이 왕따 논란에 휩싸였을 때 화영의 사촌언니를 사칭한 것으로 알려졌고 야구팬들 사이에서도 가짜 스캔들을 만드는 등의 행동으로 논란이 되기도 했다 세월호 침몰 공식사과에 누리꾼들은 세월호 침몰 공식사과 홍가혜 원래 허언증아님 세월호 침몰 공식사과 남희석이 홍가혜 인터뷰에 일침가했네요 세월호 침몰 공식사과 앞으로 주의하길 등의 반응을 보였다 
5, 세월호 침몰 관련 민간잠수부를 사칭한 홍가혜가 거짓 인터뷰 후 자취를 감춰 공분을 자아내고 있다 홍가혜는 일 오전 과의 생방송 인터뷰에서 생존자들이 세월호 안에 있고 민간잠수부들이 그들과 대화도 했지만 정부의 지원이 미흡하고 제대로 된 구조작업도 이뤄지지 않고 있다고 말했다 홍가혜의 인터뷰 내용은 급속도로 인터넷상에서 퍼져 많은 사람들의 공분을 만들어냈다 사람들은 홍가혜의 말을 믿고 정부를 비난했다 그러나 홍가혜의 이러한 인터뷰 내용은 거짓으로 드러났고 은 보도국장이 사과방송을 했으며 경찰은 홍가혜의 이러한 거짓 발언을 법적으로 처벌하겠다는 방침을 밝혔다 앞서 경찰청 김귀찬 수사국장은 이날 오전 방송 직후 긴급 브리핑에서 홍가혜 씨가 인터뷰에서 밝힌 내용을 누구한테 들었는지 홍 씨가 자신이 주장한 대로 민간 잠수사가 맞는지 등을 확인하기 위해 전남지방경찰청에서 수사하도록 했다고 전했다 경찰은 홍가혜 씨의 발언이 거짓으로 판명될 경우 출판물에 의한 명예훼손 혐의로 사법 처리할 방침이다 홍가혜는 현재 잠적한 상태다 일 오후부터 행방이 파악되지 않고 전화기도 꺼져 있는 것으로 알려졌다 자신의 인터뷰가 논란이 되자 잠적한 것으로 보인다 민간잠수부 홍가혜 잠적 소식에 네티즌은 세월호 침몰 민간잠수부 홍가혜 진짜 나쁘다 세월호 침몰 민간잠수부 홍가혜 진짜 큰 벌 받아야 한다 세월호 침몰 민간잠수부 홍가혜 정신병자 때문에 가족들이 큰 아픔만 다시 받게 됐다 세월호 침몰 민간잠수부 홍가혜 꼭 잡아서 처벌했으면 좋겠다 등의 반응을 보였다 
6, 세월호 침몰 구조작업에 참여하고 있는 이종인 대표가 배우 송옥숙의 남편으로 알려졌다 이종인 대표는 지난 일 물속에서 구조 작업을 벌이는 것은 시간 제한이 있다 톤급 여객기이기 때문에 방과 방 사이의 거리가 좁고 미로처럼 연결돼 있어 구조 작업이 힘들다고 밝혔다 이어 이종인 대표는 배가 가라앉는 도중 바다로 뛰어내렸던 사람들은 구조팀이 오기 전 시간 동안 최대 까지 떠밀려 갔을 수도 있다고 표류가능성을 제기하기도 했다 또한 그는 지난 일 뉴스에 출연해 조타실에 공기 주입을 하는데 이해가 안 된다 조타실은 지금 뒤집어진 상태라 맨 밑에 있다 그런데 문이 양옆에 있기 때문에 공기를 넣으면 그쪽으로 빠져나가 에어포켓을 만들 수 있는 확률이 전혀 없다고 발언을 했다 세월호 침몰 이종인 대표 발언에 누리꾼들은 세월호 침몰 이종인 대표 배우 송옥숙 남편이구나 세월호 침몰 이종인 대표 왜 다이빙벨 안 쓰는 걸까요 세월호 침몰 이종인 대표 송옥숙 씨 자랑스럽겠다 송옥숙 이종인 대표가 부부였군요 등의 반응을 보였다 한편 이종인 대표는 알파잠수기술공사 대표로 년 경력의 국내 최고 해난 구조 전문가로 이번 세원호 침몰 사고 현장에 급파된 것으로 알려졌다 
7, 세월호 침몰 구조작업에 참여하고 있는 송옥숙 남편 이종인 대표가 다이빙벨을 언급했다 이종인 대표는 지난 일 뉴스에 출연해 조타실에 공기 주입을 하는데 이해가 안 된다 조타실은 지금 뒤집어진 상태라 맨 밑에 있다 그런데 문이 양옆에 있기 때문에 공기를 넣으면 그쪽으로 빠져나가 에어포켓을 만들 수 있는 확률이 전혀 없다고 발언을 했다 또한 이종인 대표는 다이빙벨의 개발자로 제가년도에 제작한 다이빙벨은 유속에 상관 없이 시간 연속 작업이 기능한 기술이다라고 밝히며 장비가 있어도 현장에 가면 안 된다 전문가라고 무조건 시켜달라고 할 수 없다 구조작업에 민간인이 끼어들어 지휘 할 수 없는 것이라고 덧붙였다 세월호 침몰 이종인 대표 발언에 누리꾼들은 세월호 침몰 이종인 대표 다이빙벨 개발자가 배우 송옥숙 남편이구나 세월호 침몰 이종인 대표 왜 다이빙벨 안 쓰는 걸까요 세월호 침몰 이종인 대표 다이빙벨 사용할 수 있으면 좋겠네요 송옥숙 이종인 대표가 부부였군요 등의 반응을 보였다 한편 이종인 대표는 알파잠수기술공사 대표로 년 경력의 국내 최고 해난 구조 전문가로 이번 세원호 침몰 사고 현장에 급파된 것으로 알려졌다 
8, 세월호 침몰 구조작업에 참여 중인 송옥숙 남편 이종인 대표의 다이빙벨 언급이 화제다 지난 일 뉴스에 출연한 이종인 대표는 조타실에 공기 주입을 하는데 이해가 안 된다 조타실은 지금 뒤집어진 상태라 맨 밑에 있다 그런데 문이 양옆에 있기 때문에 공기를 넣으면 그쪽으로 빠져나가 에어포켓을 만들 수 있는 확률이 전혀 없다며 구조 작업에 대해 의문을 제기했다 이어 이종인 대표는 다이빙벨의 개발자로 제가년도에 제작한 다이빙벨은 유속에 상관 없이 시간 연속 작업이 기능한 기술이다라고 밝혔다 하지만 다이빙벨을 사용할 수 없다고 밝히며 장비가 있어도 현장에 가면 안 된다 전문가라고 무조건 시켜달라고 할 수 없다 구조작업에 민간인이 끼어들어 지휘 할 수 없는 것이라고 덧붙였다 세월호 침몰 이종인 대표 발언에 누리꾼들은 세월호 침몰 이종인 대표 다이빙벨 개발자가 배우 송옥숙 남편이구나 세월호 침몰 이종인 대표 왜 다이빙벨 안 쓰는 걸까요 세월호 침몰 이종인 대표 다이빙벨 사용할 수 있으면 좋겠네요 송옥숙 이종인 대표가 부부였군요 등의 반응을 보였다 한편 이종인 대표는 알파잠수기술공사 대표로 년 경력의 국내 최고 해난 구조 전문가로 이번 세원호 침몰 사고 현장에 급파된 것으로 알려졌다 
9, 세월호 침몰 구조작업에 참여 중인 송옥숙 남편 이종인 대표가 다이빙벨을 언급했다 지난 일 뉴스에 출연한 이종인 대표는 조타실에 공기 주입을 하는데 이해가 안 된다 조타실은 지금 뒤집어진 상태라 맨 밑에 있다 그런데 문이 양옆에 있기 때문에 공기를 넣으면 그쪽으로 빠져나가 에어포켓을 만들 수 있는 확률이 전혀 없다며 공기 주입 상황에 대해 언급했다 이어 이종인 대표는 다이빙벨의 개발자로 제가년도에 제작한 다이빙벨은 유속에 상관 없이 시간 연속 작업이 기능한 기술이다라고 밝혔다 하지만 이종인 대표는 다이빙벨을 사용하기가 어렵다며 장비가 있어도 현장에 가면 안 된다 전문가라고 무조건 시켜달라고 할 수 없다 구조작업에 민간인이 끼어들어 지휘 할 수 없는 것이라고 덧붙였다 세월호 침몰 이종인 대표 발언에 누리꾼들은 세월호 침몰 이종인 대표 다이빙벨 개발자가 배우 송옥숙 남편이구나 세월호 침몰 이종인 대표 왜 다이빙벨 안 쓰는 걸까요 세월호 침몰 이종인 대표 다이빙벨 사용할 수 있으면 좋겠네요 송옥숙 이종인 대표가 부부였군요 등의 반응을 보였다 한편 이종인 대표는 알파잠수기술공사 대표로 년 경력의 국내 최고 해난 구조 전문가로 이번 세원호 침몰 사고 현장에 급파된 것으로 알려졌다 
10, 세월호 침몰로 예능 결방 소식이 전해진 가운데 무한도전이 녹화를 취소했다 지난 일 예능국은 무한도전 멤버들이 지난 일 스피드레이서 특집을 촬영하기 위해 여의도 에 모였으나 녹화를 진행하지 못하고 해산했다고 밝혔다 무한도전이 돌연 녹화 취소한 이유는 웃으며 촬영할 수 없다는 결정에 따른 것으로 세월호 침몰 사고에 애도를 표하기 위한 결정으로 알려졌다 또한 세월호 침몰 애도 차원으로 무한도전은 오늘일 결방될 예정이다 세월호 침몰 예능 결방 소식에 누리꾼들은 세월호 침몰 예능 결방이 당연합니다 세월호 침몰 웃으면서 녹화할 수 없다는 말에서 진정성 느껴지네요 예능 결방 결정 지지합니다 세월호 침몰 무한도전 예능 결방되고 녹화도 취소됐지만 아이들만 돌아온다면 등의 반응을 보였다 
