,x
1, 해경이 전남 진도 해상에서 발생한 여객선 침몰 사고의 원인이 무리한 변침變針이었던 것으로 잠정 결론 내린 가운데 침몰 신고 접수 분 전에 세월호가 급선회한 것으로 나타났다 해양수산부가 보유하고 있는 선박자동식별장치 항적 분석 결과 세월호가 사고 직전인 시 분 갑자기 항로를 바꾼 흔적이 나타났다고 이 일 보도했다 세월호에 타고 있던 학생의 부모가 해경에 사고 사실을 처음으로 신고한 것은 오전 시 분이지만 실제 문제는 이미 분전에 발생한 것으로 추정된다 이후 세월호는 분간 남쪽으로 가량 가다가 침몰 지점까지 북쪽으로 분 동안 표류했으며 애초 진행방향의 반대편으로 심하게 흔들리며 항해한 것으로 나타났다 사고 해역은 세월호가 제주도로 향하기 위해 병풍도를 끼고 왼쪽으로 뱃머리를 돌리는 지점으로 특히 물살이 강한 지역으로 알려졌다 이에 해경은 세월호가 항로를 완만하게 바꾸지 않고 급격히 변경하는 바람에 선내에 실려있던 화물과 자동차 등이 쏠리면서 사고가 발생한 것으로 보고 있다 사고 당시 선내에는 차량 대와 분량의 화물이 실려있었다 이 과정에서 선박이 급격히 뱃머리를 돌릴 경우 원심력에 의해 배가 반대편으로 기울게 되는 외방 경사 현상이 나타났다는 분석도 나온다 분석 결과 세월호는 우현으로 급선회 한 것으로 나타났지만 침몰한 선체가 좌현으로 쏠려있는 사실이 이를 뒷받침한다 항로를 바꾸는 과정에서 이처럼 큰 사고가 발생한 것은 해당 선박이 불법 증축됐기 때문이라는 주장도 나오고 있다 세월호 조타수 박모씨는 일 언론 인터뷰에서 선박의 선미 부분 증축으로 무게 중심이 높아졌다 승용차로 치면 차량 지붕에 짐을 잔뜩 싣고 운항한 셈이라고 설명했다 세월호는 년 일본에서 건조된 카페리 여객선으로 년 동안 가고시마와 오키나와 구간을 운행하다가 중고 여객선으로 한국에 들어왔으며 이후 승선정원이 명에서 명으로 무게가 에서 으로 늘어나는 등 증축된 것으로 알려졌다 일 구출된 김동수씨 등 제주개별화물협회 소속 트럭운전자 명도 변침 가능성에 무게를 싣고 있다 김씨는 한쪽으로 급격히 방향을 튼 후 배가 기울기 시작했다면서 쿵하고 소리가 난 것은 그 이후라고 설명했다 그는 또 충격음을 듣고 밖에 나가보니 컨테이너가 바다에 떨어져있었다며 충격음은 컨테이너가 넘어가면서 발생한 것 같다고 말했다 
2, 지난 일 전남 진도 해상에서 침몰한 여객선 세월호 실종자 중에 중국인 명이 포함돼 있는 것으로 확인됐다고 중국 관영 신화통신이 일 웨이보微博중국판 트위터 속보를 통해 밝혔다 신화통신에 따르면 주한중국대사관 영사부의 우이武藝 부주임은 이날 한국 경찰로부터 탑승객 명단을 확인한 결과 중국인 리李모씨가 침몰한 세월호에 타고 있다가 실종됐다는 통보를 받았다고 밝혔다 그러나 리씨의 구체적인 신원에 대해서는 언급하지 않았다 앞서 신화통신은 이날 오전 진도 현장을 취재 중인 자사 특파원을 인용해 세월호에 중국인 명이 탑승하고 있었을 가능성이 있다고 보도한 바 있다 진도 현장에서 만난 한 중국인이 여동생과 매부가 세월호에 탑승했다고 주장했다는 것이다 주한 중국대사관 측은 안산 단원고가 중국인 밀집 거주 지역에 있어 실종 학생 중에도 중국인이 있을 가능성을 배제하지 않고 있다고 신화통신은 전했다 
3, 전남 진도 해상에서 침몰한 여객선 세월호의 실종자 중에 러시아 남학생 명과 필리핀인 명 등 외국인들도 있었던 것으로 알려졌다 러시아 언론 보이스 오브 러시아는 일현지시각 세월호에 탑승한 러시아 남학생 명이 실종 상태라고 보도했다 이날 러시아 외무부는 한국 경찰청의 말을 인용해 러시아 국적의 실종자 명이 확인됐다는 소식을 자체 웹사이트를 통해 전했다 실종자는 년생 세르코프 야체슬라브 니콜라예비치 로 최초 보고에서는 탑승자 수에 포함되지 않았던 인물이다 주한 러시아 대사관은 니콜라예비치의 생존을 확인하기 위해 한국 구조대 경찰과 긴밀히 연락을 취하고 있다고 밝혔다 또 중앙재난안전대책본부가 밝힌 바에 따르면 필리핀인 실종자 명은 여성이며 선상 가수로 배에 탑승해 있었다 이밖에 중국 관영 매체인 차이나데일리가 실종자 중 중국인 명이 포함돼 있을 가능성을 제기하고 있어 외국인 실종자의 수는 명 이상으로 밝혀질 가능성도 있다 현재 세월호에 대한 구조작업은 지속적으로 이뤄지고 있으나 추가 생존자는 발견되지 않고 있으며 사망자수가 일 오전 시 현재 명으로 늘어났다 
4, 진도 여객선 세월호 침몰 참사에 연예계 역시 애도를 표시하고 나섰다 지난 일 오전 전남 진도군 관매도 인근 해상에서 여객선 세월호가 침몰해 안산단원고등학교 학생들을 비롯해 선사 직원 들이 인명피해를 입었고 현재도 구도 작업이 진행되고 있는 가운데 스타들 역시 애도의 뜻을 전했다 일 가수 환희는 아직도 잠이 안 온다 실종자 수가 줄어들기만 바라면서 계속 를 보고 있는데 너무 답답하다 이게 갑자기 무슨 일인지 빨리 구조를 해주세요 제발이라는 글을 남기며 답답한 마음을 표현했다 슈퍼주니어 려욱 역시 지난 일 자신의 트위터에 한국 도착하자마자 안 좋은 소식을 접했네요 고인의 명복을 빕니다 모두 빨리 구조되길이라는 글을 남겼다 레인보우 재경 역시 모두가 무사히 돌아오길 기도할게요 포기하지 말아요라는 글로 애도 심경을 전했따 이 밖에도 많은 포미닛 을 비롯한 아이돌 스타 배우 유진 송승헌 등이 애도의 뜻을 표하고 있다 진도 여객선 침몰 참사에 누리꾼들은 진도 여객선 침몰 참사 제발 무사히 돌아와줬으면 좋겠다 진도 여객선 침몰 참사 남인 내가 봐도 눈물나는데 당사자들은 어떻겠어요 진도 여객선 참사 생존자들 소식이 들려왔으면 좋겠습니다 진도 여객선 참사 제발 살줘 진도 여객선 침몰 세월호 사고 원인 분명히 밝혀야 될 것 같네요 세월호 선장이 제일 먼저 도망간게 정말인가요 등의 반응을 보였다 
5, 진도 여객선 침몰 참사에 연예계가 애도의 뜻을 표하며 기존의 일정을 취소하는 등 슬픔을 나누고 있다 지난 일 오전 전남 진도군 관매도 인근 해상에서 여객선 세월호가 침몰해 안산단원고등학교 학생들을 비롯해 선사 직원 들이 인명피해를 입었고 현재도 구도 작업이 진행되고 있는 가운데 연예계 역시 애도의 뜻에 동참하며 기존의 일정을 취소하는 모습을 보였다 걸그룹 에이핑크는 오는 일 데뷔 주년을 맞아 기념 팬미팅을 개최할 예정이었으나 진도 여객선 침몰 참사로 이러한 일정을 취소했다 보이그룹 블락비 역시 일 발매 예정이던 잭팟의 발매일을 연기했으며 그룹 엑소 역시 일 예정되어 있던 언론인터뷰 일정을 연기했다 또한 영화계 역시 일 예정이었던 인간중독의 제작보고회 리오 시사회 등의 일정을 취소했으며 방송계 역시 기분좋은날 제작발표회 취소를 비롯해 지상파 사는 드라마 골든크로스 앙큼한 돌싱녀 쓰리데이즈와 예능 프로그램 라디오스타 오마이 베이비 등의 결발을 결정했다 진도 여객선 침몰 참사에 누리꾼들은 진도 여객선 침몰 참사 제발 무사히 돌아와줬으면 좋겠다 진도 여객선 침몰 참사 남인 내가 봐도 눈물나는데 당사자들은 어떻겠어요 진도 여객선 참사 생존자들 소식이 들려왔으면 좋겠습니다 진도 여객선 참사 제발 살줘 진도 여객선 침몰 세월호 사고 원인 분명히 밝혀야 될 것 같네요 세월호 선장이 제일 먼저 도망간게 정말인가요 등의 반응을 보였다 
6, 진도 여객선 침몰 참사에 연예계 역시 애도를 표시하고 나섰다 지난 일 슈퍼주니어 려욱은 자신의 트위터에 한국 도착하자마자 안 좋은 소식을 접했네요 고인의 명복을 빕니다 모두 빨리 구조되길이라는 글을 남겼다 배우 이종혁 역시 자신의 트위터에 너무 많은 인명피해가 있군요 삼가 고인의 명복을 빕니다 아 너무나 답답하고 안타깝습니다라는 글로 애도를 표했다 가수 김창렬 역시 하느님 도와달라는 글을 쌈디 역시 더 이상의 인명 피해가 없고 다 무사하길 기도 드리겠습니다라는 글로 진도 여객선 침몰 참사에 대해 안타까운 마음을 드러냈다 앞서 같은날 진도에서는 수학여행을 떠난 안산단원고등학교 학년 학생들을 비롯해 명이 탑승한 세월호가 침몰하는 일이 발생했다 현재 명이 숨지고 명이 실종된 상황이다 진도 여객선 침몰 참사에 누리꾼들은 진도 여객선 침몰 참사 제발 무사히 돌아와줬으면 좋겠다 진도 여객선 침몰 참사 남인 내가 봐도 눈물나는데 당사자들은 어떻겠어요 진도 여객선 참사 생존자들 소식이 들려왔으면 좋겠습니다 진도 여객선 참사 제발 살줘 등의 반응을 보였다 
7, 침몰 여객선 세월호의 이모 선장이 전남 목포해양경찰서에 차 소환돼 조사를 받으면서 승객과 피해자 가족 등에게 죄송하다고 말했다 그러나 사고 당시 상황이나 운항 과실 여부 등에 대한 취재진의 질문에는 아무런 대답을 하지 않았다 서해지방해양경찰청은 일 오전부터 수사본부가 마련된 목포해양경찰서에서 세월호의 선장 이씨를 포함한 관계자 여명을 소환해 조사 중이다 업무상 과실치사상 혐의를 받고 있는 이씨는 이날 오전 시 분쯤 피의자 신분으로 소환돼 조사를 받고 있다 해경은 이씨를 상대로 사고 당시 상황 사고 원인 긴급 대피 매뉴얼 이행 여부 등을 집중 조사하고 있다 이날 이씨는 승객들을 놔두고 먼저 배를 빠져나왔느냐는 질문을 포함해 자동항법장치를 썼느냐 사고 당시 상황을 설명해 달라 사고 당시 누가 조타기 잡았냐 언제 이상을 감지했냐 사고 원인이 정확히 뭐냐 등의 취재진 질문에 묵묵부답으로 일관했다 실종자 가족과 승객에게 할 말이 없느냐는 질문에는 정말 죄송하다 면목이 없다고 울먹이며 말했다 해경은 전날 밤 시부터 이씨를 비롯한 승선원을 소환해 일 새벽까지 항로안전수칙 준수 여부 등을 집중 조사했다고 밝혔다 이씨는 일 새벽 첫번째 소환조사를 마친 뒤 목포 시내의 한 병원에 입원했다가 재소환됐다 그는 앞선 차 조사에서 어떤 이유로 배에 침수가 발생했는지 정확히 알지 못한다고 진술한 것으로 알려졌다 이씨는 선장인 자신의 책임하에 있는 세월호가 침몰해 승객들이 대피도 하지 못한 채 우왕좌왕하는 상황에서 초동대처와 구조작업 없이 본인만 먼저 몸을 피한 것으로 알려져 거센 비난을 받고 있다 생존자 김모씨는 제일 먼저 경비정으로 뛰어내려 탑승했는데 당시 뛰어내린 사람들이 더 있었다며 경비정 구조대원에게 물으니 선장이 나보다 먼저 경비정에 탑승해 있었다고 했다고 했고 또다른 생존자 강모씨도 구명정에 타고 보니 선장과 기관사가 타 있었다고 말했다 청해진해운 측은 선장의 구조와 관련해 선장이 구조됐다는 것만 확인됐을 뿐 아무것도 이야기 해줄 수 없다는 입장을 되풀이 하고 있다 이슈 리포트 진도 여객선 사고 침몰까지 分 
8, 전남 진도 해역에서 침몰한 세월호의 선장 이모씨는 급 항해사 면허 보유자인 것으로 드러났다 여기에 여객선 세월호 침몰 당시 조타실을 맡았던 항해사 경력 년이 조금 넘은 박모 등 항해사였던 사실이 알려지면서 자격 논란이 불거지고 있다 일 해운업계에 따르면 이씨는 급 항해사 면허를 보유해왔고 년마다 면허를 갱신해야 하는 법규에 따라 지난 월 일 면허를 갱신한 것으로 알려졌다 승선 경력이 충분한 항해사기관사 등 해기사 면허 소지자는 년마다 건강진단서 만으로 면허 갱신 절차를 밟아 면허를 유지할 수 있다 이씨의 급 면허는 법적으로 하자는 없지만 국내 최대급 규모의 여객선을 책임지는 선장이 급 항해사가 아니란 점 때문에 자격 논란이 불거졌다 조타실을 맡았던 박 항해사는 세월호에 투입된 지 채 개월도 지나지 않은 것으로 알려졌다 세월호가 한 달에 차례 제주와 인천을 왕복하는 것을 고려했을 때 박 항해사의 세월호 운항 경험은 회 안팎 항해사는 조타실에서 조타수에게 키 방향을 명령한다 배가 나아갈 방향을 결정하는 것 이 때문에 경력이 짧은 박 항해사가 조류가 빠른 사고 해역을 빠져나가는데 어려움을 겪을 수도 있었을 것이란 분석이 나온다 배 안에 갇힌 승객들을 내버려두고 먼저 탈출한 선장 이씨에게는 비난이 쏟아지고 있다 선원법에 따르면 선박이 위험에 처했을 때 선장은 인명선박화물을 구조하는데 필요한 조치를 다해야 한다 이를 어길 시 년 이하의 징역형에 처할 수 있다 
9, 진도 여객선 세월호 침몰 인터뷰 논란에 손석희 사과를 전해 화제다 지난 일 방송된 뉴스에서 손석희 앵커는 지난 년 동안 갖가지 재난 보도를 진행하며 내가 배웠던 것은 재난보도일 수록 사실에 기반해 신중해야 한다는 것이다 또 무엇보다 희생자와 피해자 입장에서 상황을 바라봐야 한다는 것이다라고 입을 열었다 이어 하지만 오늘 오후 있었던 부적절한 인터뷰로 많은 분들이 노여워하고 계십니다 하지만 어떤 변명과 해명도 필요치 않다고 생각합니다 책임자이자 선임 앵커로서 제가 배운 것을 후배 앵커에게 전해주지 못한 것에 깊이 사과드립니다 속보를 전했던 앵커도 현재 깊은 반성을 하며 몸둘 바 몰라하고 있습니다 오늘 일을 거울삼아 구성원 모두 신중하고 정진하겠습니다 다시 한 번 사과드립니다라고 덧붙였다 앞서 이날 오후 방송된 뉴스특보를 진행하던 앵커는 구조된 학생에게 친구가 사망했다는 것을 알고 있냐는 질문을 하는 모습 등 부적절한 인터뷰로 시청자와 누리꾼들의 뭇매를 맞은 바 있다 진도 여객선 침몰 손석희 사과에 누리꾼들은 진도 여객선 침몰 손석희 사과 세월호 구조자한테 인터뷰 너무 잔인했었음 진도 여객선 침몰 손석희 사과 이번일로 실망했다 진도 여객선 침몰 손석희 사과 세월호 아이들만 돌아올 수 있다면 좋겠네요 등의 반응을 보였다 
10, 진도 여객선 침몰 참사에 스타들이 애도의 뜻을 전했다 지난 일 오전 전남 진도군 관매도 인근 해상에서 여객선 세월호가 침몰해 안산단원고등학교 학생들을 비롯해 선사 직원 들이 인명피해를 입었고 현재도 구도 작업이 진행되고 있는 가운데 스타들 역시 애도를 표했다 송승헌은 지난 일 자신의 트위터에 저도 기도하는 마음으로 지켜보고 있는데 너무 마음이 아프네요 진도 여객선 침몰에 깊은 애도를 표하고 실종자분들 무사하기를 간절히 기도합니다라는 글을 남겼다 유진 역시 자신의 트위터에 가족들 마음이 얼마나 애가 탈까요 부디 생존자가 있기를 포기하지 말고 계속 구조가 이뤄지기를 그렇게 기적을 만들어내길 함께 기도합니다 힘내세요라며 애도를 전했다 이 밖에더 김창렬 려욱 이종혁 클라라 박규리 박은지  찬성과 닉쿤 등 많은 연예인들이 세월호 침몰한 진도 여객선 참사에 애도의 뜻을 표시해 눈길을 끌었다 진도 여객선 침몰 참사에 누리꾼들은 진도 여객선 침몰 참사 제발 무사히 돌아와줬으면 좋겠다 진도 여객선 침몰 참사 남인 내가 봐도 눈물나는데 당사자들은 어떻겠어요 진도 여객선 참사 생존자들 소식이 들려왔으면 좋겠습니다 진도 여객선 참사 제발 살줘 진도 여객선 침몰 세월호 사고 원인 분명히 밝혀야 될 것 같네요 세월호 선장이 제일 먼저 도망간게 정말인가요 등의 반응을 보였다 
