,x
1,세월호 침몰 사고로 인한 사망자가  명으로 늘어났다중앙재난안전대책본부는  일 오후  시 현재 전체 탑승자  명 가운데  명이 구조됐으며  명이 사망했고  명은 아직 생사가 확인되지 않았다고 밝혔다온라인뉴스팀 
2,여객선 침몰 사고 후 자취를 감췄던 청해진해운 김한식 대표 가  일 오후 나타나 대국민 사과를 했다김 대표는 이날 오후  시 인천시 중구 인천연안여객터미널  층에서 직원들의 부축을 받고 나타나 정말로 죽을 죄를 졌습니다 드릴 말씀이 정말로 없습니다 머리 숙여 사죄드린다며 머리를 숙였다 그는 이번에 희생된 분들과 유가족 그리고 국민 여러분께 진심으로 사죄합니다며 눈물을 흘렸다 이어 특히 안산 단원고등학교 어린 학생들 정말 안타깝고 또 안타깝습니다 우리 해운이 죽을 죄를 졌습니다 드릴 말씀이 없습니다라고 사과했다김 대표는 기자회견 내내 연신 눈물을 흘리며  차례  도로 허리를 굽히며 사과한 뒤 기자들의 질문을 뒤로 한채 사무실로 사라졌다 청해진해운쪽은 김 대표가 전날 사고 소식을 듣고 현장으로 가던 중 진도 인근에서 쇼크로 쓰러져 분당 서울대병원에서 치료를 받는 바람에 사과가 늦었다고 해명했다 그러나 청해진해운은  일 사고가 나자 인천시 중구 항동 회사 사무실에 사고대책본부를 꾸리고 최선을 다해 수습하겠다고 밝혔지만 하루 만인 이날 사고대책본부 입구에 출입금지를 써 붙이고 취재진의 접근을 막는 부적절한 처신에 비난이 일자 뒤늦게 나타난 것으로 보인다 특이 이 회사는 침몰 사고 하루 만인 이날 사고 여객선과 함께 인천제주 항로를 운항해온 대형 여객선 오하마나호 급의 운항을  일부터 재개하려다 거센 비판 여론이 일자 다시 운항을 중단하겠다고 밝혔다 이 회사는 사고 당일인  일 운항을 중단했던 오하마나호의  일부터 운항 재개 방침에 아직 실종자 생사도 모르는데 돈만 벌겠다는 거냐는 비판 여론이 일자 청해진해운 쪽은 이날 오후 당분간 운항을 중단하겠다고 번복했다 청해진해운은  년  월 설립해 인천∼제주 인천∼백령도 전남 여수∼거문도 등  개 항로를 운영하고 있다 인천김영환 기자 이정애 기자  
3,단원고 탁구부는  일 충남 당진에서 열린 제 회 전국남녀종별선수권대회 여자 고등부 단체전 결승에서 울산 대송고를  로 물리치고 우승을 차지했다 국내 최고 권위의 대회  연패를 달성했지만 선수들의 눈에서는 기쁨의 눈물이 아닌 친구들을 향한 슬픔의 눈물이 쏟아졌다단원고 팀안영은 박세리 박신애 노소진은  일 안양여고와 준결승전을 앞두고 세월호 침몰 소식을 들었다 선수들은 오후  시 준결승전이 시작되기 전 학생들이 전원 구조됐다는 소식을 듣고 경기에 집중해 안양여고를 접전 끝에  로 이겼다 선수들은 경기 뒤 일부 학우들만 구조됐을 뿐 대다수 학생들이 실종됐다는 소식에 큰 충격을 받았다 특히  학년인 안영은과 박세리가 받은 충격은 더 컸다 실종된 친구들이 동급생들이었기 때문이다 오윤정 단원고 코치는 와 통화에서 아이들 마음이 힘들까봐 사고와 관련된 얘기는 하지 않았다 결승전 끝나고 나서 생각하자고 말했다 친구들이 힘든 상황에 놓였기 때문에 더 정신력이 강해졌던 것 같다고 당시 심정을 전했다 상대인 대송고 응원단도 경기 내내 이따금씩 구호만 외쳤을 뿐 환호성 없이 숙연한 분위기에서 결승전을 관전했다 홍석재 기자  
4,세월호 침몰 사고로 인한 사망자가  명으로 늘어났다중앙재난안전대책본부는  일 오후  시 현재 전체 탑승자  명 가운데  명이 구조됐으며  명이 사망했고  명은 아직 생사가 확인되지 않았다고 밝혔다온라인뉴스팀 
5,세월호 실종자 무사 귀환 기원 촛불문화제가 열린  일 저녁 경기도 안산시 단원고등학교에서 한 어린이가 눈물을 흘리고 있다안산뉴스  
6,  일 열릴 예정이었던 프로야구  경기가 모두 비로 취소됐다 엔씨롯데사직 한화기아광주 두산삼성대구의  경기는 시작 전에 취소됐고 넥센과 엘지의 잠실 경기는 엘지가  로 앞선  회초 넥센의 공격 때 비로 중단돼  분 뒤 취소됐다  개 구단은 전남 진도 세월호 침몰 사고로 당분간 치어리더 공연과 앰프 응원을 하지 않기로 했다 이재만 기자  
7, 여객선 세월호 침몰 사고 희생자들을 애도하고 실종자들의 무사 귀환을 기원하기 위해 지자체와 단체들이 각종 행사를 취소하거나 연기하고 있다 각 정당과   지방선거 출마자들도 당분간 선거운동을 중단하기로 했다 대구시는  일 열려고 했던   대구경북 세계물포럼  를 취소한다고  일 밝혔다 울산시도  일 열릴 예정이던 울산고래축제를  월로 연기했다 또 울산시는  일 연등축제와  일 커플마라톤대회의 축하공연을 취소하고 본행사에 앞서 희생자 추모행사를 열기로 했다 대구 달성군은  일로 예정됐던 제 회 비슬산 참꽃 문화제를 취소했다 경남경찰청은  일 열려고 했던 경남경찰과 함께하는 토크콘서트를 취소했다  일 경남 창원시 진해구 해군사관학교와 진해군항 수역에서 열릴 예정이던 해군참모총장배 전국요트대회도 취소됐다  일부터 열릴 예정이던 전북 김제시 모악산축제는 무기한 연기됐다  일 오전 대구시 중구 동성로에서 열릴 예정이던 동성로가요제 및 버스킹 예심도 무기한 연기됐다 경북교육연대 민주노총 대구지역본부 전국보건의료산업노조 밀양  ㎸ 송전탑 반대 대책위원회 등 단체들은 예정했던 집회나 기자회견을 취소했다 각 정당은   지방선거 출마자들에게 선거운동 중단을 긴급히 지시했다 이에 따라 새정치민주연합 부산시당은  일 부산시 해운대구 벡스코에서 열기로 했던 부산시장 후보 선출대회를 연기했다 새정치민주연합 경남도지사 예비후보 텔레비전 토론회도 무기한 연기됐다 무소속으로 부산시장 선거에 출마한 오거돈 예비후보는 지난달  일 시작한 민생 대장정을 중단했다 김영춘 새정치민주연합 부산시장 예비후보는 사고 수습에 필요하다면 캠프 자원봉사자와 선거운동원들을 사고 현장에 보내 구조활동을 돕겠다고 밝혔다 대구시장 선거에 출마한 새누리당 권영진이재만 예비후보 새정치민주연합 김부겸 예비후보 정의당 이원준 예비후보 통합진보당 송영우 예비후보도  일부터 선거운동을 중단했다 경북도지사 선거에 나선 새누리당 권오을박승호김관용 예비후보 새정치민주연합 김병희오중기 예비후보 정의당 박창호 예비후보 통합진보당 윤병태 예비후보도 이날 선거운동을 중지했다 박창호 예비후보는 이날 오전  시 분 예정됐던 장애인 공약 발표를  일로 연기했다 울산시장 선거에 출마한 조승수 정의당 예비후보는 지난  일로 예정됐던 방송 출연을 취소한 데 이어 행정개혁 공약 발표 등  일 선거 관련 일정도 취소했다 경쟁 상대인 이영순통합진보당김기현새누리당이상범새정치민주연합이갑용노동당 예비후보도 선거운동을 중단했다 통합진보당 울산시당은 지난  일 제의한 야권 연대 관련 공개회의도 잠시 연기할 것을 제안했다 제주도지사 선거에 출마한 원희룡고희범김우남신구범 예비후보도 실종자 전원 생환을 기원하며 정책 발표 기자회견 등 예정된 모든 선거활동을 중단했다 영호남 종합  
8,새누리당 중앙당이 여객선 세월호 침몰 사고의 희생자들을 애도하기 위해   지방선거와 관련한 활동을 하지 말라고 선거 출마자들에게 지시했으나 부산시장 선거에 출마한 새누리당 예비후보들이 행사장에 참석해 입길에 올랐다 부산장애인총연합회는 여객선 침몰 사고 이틀째인  일 오전  시 분 부산 강서체육공원 체육관에서  여명이 참석한 가운데 장애인의 날  돌 기념식을 열었다 주최 쪽은 세월호 참사를 의식해 오후  시부터 열려던 사랑의 콘서트는 취소했다 기념식에는 새누리당 후보 경선에 나선 서병수권철현 예비후보가 참석했다 주최 쪽은 축사와 내빈소개를 하지 않고 기념식에 참석한 두 후보와 기념식에 참석하지 않은 예비후보  명 등 부산시장 예비후보  명의 이름을 한꺼번에 자막으로 띄웠다 두 후보는 기념식이 끝난 뒤 일부 참석자와 악수를 나눈 뒤 행사장을 빠져나갔다 서 후보 쪽은 부산장애인총연합회 고문을 맡고 있어서 어쩔 수 없이 얼굴만 내밀고 왔다고 해명했다 권 후보 쪽은  여년 동안 장애인 봉사활동을 해왔고 상임고문을 맡고 있다 선거운동은 하지 않았다고 해명했다 또다른 새누리당 부산시장 선거 예비후보인 박민식 후보 쪽은  일은 선거관리위원회에 신고한 경선기간이다 행사에 참석한 자체가 선거운동이라고 주장했다 이에 대해 서 후보 쪽은 박 후보 쪽이 유권자들한테 무사 귀환을 바라는 문자를 보냈다 이것도 당의 지침에 어긋난다고 되받았다 부산김광수 기자  
9,전남 진도군 조도면 병풍도 북쪽  ㎞ 해상 세월호 침몰 사고 현장에서  일 오전 한 실종자 가족이 빠른 유속으로 구조작업이 지연되자 고개를 숙인 채 괴로워하고 있다 진도연합뉴스 
10,침몰한 세월호에 갇혀 있는 승객 구조작업에 투입된 구조요원들의 사고가 잇따르고 있다 악천후가 겹치면서 구조작업 자체에 어려움을 겪는 것은 물론 사고의 위험도 높아지고 있는 것이다  일 실종자 구조작업에 나선 민간인 잠수부  명도 사고 지점을 탐색한 뒤 배에 올라타려던 도중 높은 파도에 휩쓸려 실종됐다가  분 뒤 다른 민간 잠수부들에게 전원 구조된 것으로 전해졌다 또 지난  일 오후 구조작업 지원을 위해 진도로 가던 대조영함 승조원 윤아무개  병장이 엘리베이터에 머리가 끼이면서 의식불명에 빠진 것으로 이날 확인됐다 해군 관계자는 군의관이 응급조치를 한 뒤 제주 한라병원으로 후송했는데 의식이 없다고 밝혔다 대조영함은 전날 오후 부산 인근 해상에 있다가 세월호 침몰 소식을 듣고 구조작업을 위해 진도 해상으로 이동 중이었던 것으로 전해졌다 사고 현장에는 해경 해군 관공서 민간 선박  척과 잠수요원  명이 투입됐다 하지만 기상 악화로 수색작업에 어려움을 겪고 있다 시간이 흐를수록 실종자들의 생존 가능성이 낮아지는 상황이어서 구조작업에 참여한 요원들의 심리적 압박도 그만큼 커지고 있다 이런 상황에서 서둘러 수색을 해야 한다는 압박 때문에 자칫 무리한 수색으로 인해 추가 희생자가 날지 모른다는 우려도 제기된다  년  월 천안함 침몰 당시에도 해군 특수전여단 수중파괴팀 소속 한주호 준위가 수중 수색작업을 벌이다 저체온증 등으로 실신해 숨졌다 또 민간어선인 금양호가 천안함 실종자 수색 지원에 나섰다가 캄보디아 국적 화물선과 충돌해 침몰했고 이 사고로 선원  명이 사망하고  명이 실종되는 사고를 겪기도 했다 이경미 기자  
