,x
1, 세월호 참사에 무한도전 기부 소식이 전해져 화제다 지난 일 무한도전 멤버들이 세월호 참사 피해자들을 위해 성금을 전달한 사실이 알려졌다 하지만 무한도전 멤버들은 주목을 받는 것을 우려해 기부액과 기부처를 알리지 않는 모습을 보였다 같은날 새벽 유재석 박명수 정준하 정형돈 노홍철 하하 등 무한도전 멤버들은 세월호 침몰 사고 희생자들의 영정이 있는 안산 임시 합동분향소를 방문해 조문한 사실 역시 밝혀졌다 최근 자진 하차 소식을 알린 길은 이날 조문에는 동행하지 않았다 무한도전 멤버들이 새벽에 조용히 조문한 것은 무한도전 기부를 조용히 한 것과 마찬가지로 세간의 이목이 쏠릴 것을 우려했기 때문 이들은 매니저도 동행하지 않고 조용히 다녀간 것으로 알려졌다 세월호 참사 무한도전 기부 소식을 접한 누리꾼들은 세월호 무한도전 기부했구나 세월호 무한도전 기부 뭔가 당연히 했을 것 같다는 믿음이 있었다 세월호 무한도전 기부 감사합니다 등의 반응을 보였다 
2, 세월호 참사에 무한도전 기부했다는 소식이 알려졌다 지난 일 무한도전 멤버들이 세월호 참사 피해자들을 위해 기부한 사실이 알려졌다 무한도전 멤버들은 주목을 받는 것을 우려해 기부액과 기부처를 알리지 않아 눈길을 끌었다 또한 같은날 새벽 유재석 박명수 정준하 정형돈 노홍철 하하 등 무한도전 멤버들은 세월호 침몰 사고 희생자들의 영정이 있는 안산 임시 합동분향소를 방문해 조문한 사실 역시 밝혀졌다 무한도전 멤버들이 새벽에 조용히 조문한 것은 무한도전 기부를 조용히 한 것과 마찬가지로 세간의 이목이 쏠릴 것을 우려했기 때문으로 매니저도 동행하지 않고 조용히 다녀간 것으로 알려졌다 세월호 참사 무한도전 기부 소식을 접한 누리꾼들은 세월호 무한도전 기부했구나 세월호 무한도전 기부 뭔가 당연히 했을 것 같다는 믿음이 있었다 세월호 무한도전 기부 감사합니다 등의 반응을 보였다 
3, ○ 오바마 세월호 희생자에 묵념  테러 때도 한국민의 哀悼 물결이 미국에까지 닿았지 ○ 세월호 사고 열흘째인데 아직 실종자 명 넘어 屍身 발견 소식을 기뻐하게 된 부모들의 피끓는 심정○ 美 언론 선물만 줬다 오바마 訪日 혹평 짠지 한쪽도 돈 받는 일본에서 스시 개를 공짜로 알았나 
4, 세월호 참사에 슈퍼주니어 규현이 기부금을 전달했다 지난 일 한 매체는 단원고 관계자의 말을 빌려 규현이 단원고에 직접 전화해 기부의 뜻을 밝히며 만원을 전달했다고 보도했다 규현은 외부에 기부 사실을 알리지 않고 조용히 단원고에 기부 의사를 밝힌 것으로 알려졌고 단원고는 해당 성금을 학생복지 및 자치활동에 사용할 예정이다 세월호 참사 규현 기부 소식에 누리꾼들은 세월호 규현이도 기부했구나 기특하네 세월호 기부는 언제나 보기 좋네요 세월호 단원고에 직접 전화한 것 좋다 등의 반응을 보였다 한편 규현 외에도 라디오스타 들 모두 뜻을 모아 각 만원 씩 총 억원을 기부한 것으로 전해졌다 
5, 버락 오바마 미국 대통령이 일 다시 한 번 세월호 침몰에 대해 애도를 표했다 오바마 대통령은 이날 서울 용산기지에서 주한미군 장병과 가족 여명이 모인 가운데 한 연설을 통해 우리의 한국인 친구들 많은 훌륭한 젊은이들이 사라졌다는 점에 가슴이 무너진다며 그럼에도 우리는 자신의 죽음에 직면해서도 다른 모두가 구명조끼를 가졌는지를 확인하려던 젊은 여성과 아이들을 구하러 가는 길이다라는 마지막 말을 남긴 한 남성의 영웅적이고 이타적인 얘기에 고무받게 된다고 했다 그는 미국은 모든 구조와 복구 노력을 도울 것이라고 언급한 뒤 한국어와 영어로 같이 갑시다 라고 외쳐 청중의 박수를 받았다 오바마 대통령은 전날에도 세월호 침몰 사고에 대해 애도를 표하는 데 많은 시간을 할애했다 오바마 대통령은 박근혜 대통령과의 정상회담 직후 공동 기자회견에서 미국 국민을 대신해서 세월호 침몰 희생자 가족들에게 애도의 뜻을 표한다며 너무 많은 학생이 희생당했다고 말했다 이어 나는 두 딸을 가진 아버지이고 그 희생당한 학생들과 거의 비슷한 나이가 바로 우리 딸들의 나이라면서 지금 현재 그 부모님들의 마음이 어떤지 감히 상상도 할 수가 없다고 말했다 앞서 정상회담에서도 오바마 대통령은 회담 시작 전 젊은 사람들이 많은 피해를 본 데 대해 깊은 슬픔을 느낀다며 세월호 희생자를 위한 묵념을 제안했다 그는 또 미국에는 군인이나 참전용사가 목숨을 잃었을 때 그들 가족이나 사랑하는 사람들에게 미국 국기를 증정하는 전통이 있다며 지난 일 세월호 사고 당일 백악관에 걸려 있던 성조기를 박 대통령에게 건넸다 오바마 대통령은 이와 별도로 백악관의 잭슨 목련 에서 씨앗을 받아 기른 묘목을 단원고에 기증했다 오바마 대통령은 이 목련 나무는 아름다움을 뜻하고 또 매년 봄마다 새로 피는 그런 부활을 의미한다 그 모든 희생된 학생들과 의미를 같이한다고 생각해서 이 목련 묘목을 단원고에 바치고자 한다고 말했다 백악관에 목련을 처음 들여온 사람은 년 월부터 년 월까지 재임했던 미국의 대 대통령 앤드루 잭슨 대통령이었다 먼저 세상을 떠난 아내 레이첼을 그리워하며 심은 것이다 이후 이 목련은 사랑하는 이를 잃은 사람에 대한 위로와 봄마다 다시 피어나는 부활의 뜻을 담게 됐다 
6, 검찰이 세월호를 운영한 청해진해운의 실질 소유주 유병언 전 세모그룹 회장 일가의 비리 의혹을 수사하고 있다 유씨는 년 억원을 부도 냈다가 십수 년 만에 계열사를 수십 개 운영하고 재산을 억원대로 불렸다 유씨와 두 아들은 전국 곳곳에 남의 이름으로 만㎡가 넘는 땅을 갖고 있고 프랑스의 한 마을을 통째로 사들이는 등 해외에도 수백억원대 부동산을 갖고 있다고 한다 유씨는 자기 사진을 장당 만원씩 장을 계열사에 팔아넘기거나 선박용 면세유를 빼돌리는 방법까지 써가며 돈을 끌어모았다 청해진해운은 부채가 억원이나 된다 최근 년 동안 매년 억원의 영업 손실을 냈다 그런데도 유씨 두 아들이 주인인 아이원아이홀딩스는 청해진의 최대 주주로 유씨 일가의 계열사 중 하나인 천해지를 통해 억원을 배당받았다 청해진해운의 급여는 다른 해운사의  수준으로 업계 최저 수준이다 세월호 선장선원은 대부분 월년짜리 계약직이다 일본에서 만든 지 년 된 배를 사들여 객실을 무리하게 늘리고 화물을 정해진 기준보다 훨씬 많이 싣는 등 돈벌이에 급급했다 돈만 노리는 경영이 수많은 생명을 희생시킨 원인이기도 하다 유씨는 년 세모 그룹 등기이사에서 물러났고 계열사 주식을 자기 이름으론 주도 갖고 있지 않다고 한다 그러나 지주회사 아이원아이홀딩스와 핵심 계열사에 두 아들을 지배 주주로 두고 측근 명을 이사감사로 내세워 수십 개 계열사를 실질적으로 지배했다는 의혹을 받고 있다 검찰은 유씨 일가가 재산을 불리는 과정에서 횡령 배임 탈세 불법 증여 재산 해외 도피 같은 비리를 저질렀는지 철저히 조사해야 한다 특히 유씨가 법적 책임을 회피하기 위해 자녀와 측근을 내세워 회사를 대리代理 경영시키면서 안전 관리를 소홀히 해 이번 참사를 일으킨 책임이 있는지를 밝혀내야 한다 정부는 세월호 참사 사망실종자 위로금 부상자 지원금치료비 등을 세금으로 먼저 지원하기로 했다 매일 경비정과 어선 수백 척 잠수사 수백 명을 동원해 실종자를 구조하는 데도 세금을 쓰고 있다 유씨 측 변호사는 유씨 재산은 수백억원대인데 법적 책임과 관계없이 다 내놓을 용의가 있다고 말했다 지금 드러나고 있는 내용을 보면 유씨 재산이 그 정도밖에 안 된다는 것을 믿기 어렵다 검찰은 유씨 일가의 불법과 함께 그들이 분산해 놓은 재산을 모두 밝혀내 세금으로 쓴 비용의 마지막 한 푼까지 물어내게 해야 한다 사설 아시아나 엔진 이상 경고 듣고서도 시간 더 갔다니 사설 美 말만 앞세워선 아시아에서 리더쉽 발휘 못 한다 
7, 세월호 침몰 사고 발생 일째인 일 범정부 사고대책본부가 피해자 가족별로 전담공무원을 배치하겠다고 밝혔다 대책본부는 이날 오전 전남 진도군청 층 대회의실에서 브리핑을 갖고 오늘부터 희생자 가족이 희망할 경우 가족별로 공무원을 일대일로 연결해 희생자 이송에서부터 장례에 이르기까지 전 과정을 일관되게 지원하기로 했다고 밝혔다 또 실종 및 사망자 가족들이 모여 있는 팽목항과 실내체육관에 설치된 텐트 결박 배수로 정비 등을 검토하고 위생 점검도 강화하겠다고 알렸다 수색 작업이 장기화하면서 우려되고 있는 시신 유실 문제에 대해서는 가거도와 추자도 중간 수역인 ㎞까지 범위를 넓혀 실종자 수색과 구조활동을 벌이고 있다고 밝혔다 수색 범위를 넓히는 동시에 사고 지역 주변 해역에는 서해어업관리단 어업지도선 척을 투입된 것으로 전해졌다 이어 무인도 등 해안가를 수색해달라는 실종자 가족의 요청을 받아들여 경찰청과 전남도를 중심으로 해안가 및 도서지역을 수색하고 있다고 말했다 대책본부는 이와 함께 사고해역 인근에서 조업 중인 어선과 어촌계 등에도 세월호에서 유출된 것으로 보이는 부유물이나 희생자를 발견할 경우 즉시 신고해 줄 것을 요청했다 또 여성가족부와 보건복지부는 긴급가족 돌봄서비스와 심리신체 의료 서비스에 대한 홍보를 강화하고 피해자 가족들이 이용하는 데 불편함이 없도록 지원키로 했다 
8, 일본 여자피겨스케이팅 국가대표로 활약하며 김연아와 선의의 경쟁을 펼쳤던 안도 미키가 세월호 침몰 사고 희생자를 추모하며 성금과 편지를 전달했다 안도 미키는 일 일본 요코하마에서 와 인터뷰를 한 뒤 측에 위로의 뜻을 담은 자필편지와 달러약 만원을 세월호 희생자에게 전달해달라고 부탁한 것으로 전해졌다 안도 미키를 인터뷰한 강모 기자는 이날 자신의 트위터에 의 취재요청에 흔쾌히 응해준 일본 피겨스타 안도 미키 인터뷰 끝나고 매니저를 통해 봉투 하나를 보내왔다 안에 든 건 자필 편지와 미화 달러 세월호 희생자들을 위해 전달해달라며라고 밝혔다 아사다 마오와 함께 일본을 대표하는 여자 피겨스케이팅의 스타로 년간 활약해온 안도 미키는 지난 년 여자선수로는 최초로 회전 점프인 쿼드러플 살코 성공해 주목을 받았다 년과 년에 두 차례 세계선수권에서 우승했던 안도 미키는 소치올림픽 출전이 좌절되자 이달 은퇴를 선언했다 안도 미키는 김연아의 열렬한 팬으로도 잘 알려져 있다 
9, 세월호 참사에 대한 전 국민적인 애도 분위기 속에서 방송인 이경규가 지인들과 골프 회동을 한 사실이 알려져 논란이 일고 있다 일 오후 은 세월호 침몰 사고로 온 국민이 슬픔에 빠져 있는 가운데 이경규가 골프 라운딩을 했다고 보도했다 이 매체에 따르면 이경규는 이날 오전 시쯤 전남 화순군 무등산컨트리클럽에서 지인 명과 라운딩을 했다 세월호 침몰 참사 일째인 이날 유명 방송인이 골프 회동을 갖는다는 것은 애도와 기부 행렬이 이어지고 있는 전반적 분위기와 상반된 것이라는 지적이 나왔다 보도 이후 이경규의 골프 라운딩을 둘러싸고 네티즌들은 갑론을박했다 전 국민이 슬퍼하는 와중에 골프 라운딩이라니 말도 안 된다 알려진 사람인 만큼 알아서 자제했어야 한다는 비판 입장과 미리 잡혀 있던 약속인데 어쩔 수 없었을 것 운동한 것뿐인데 과도한 비판의 희생양이 됐다는 옹호 입장이 부딪혔다 이경규는 시기적으로 오해와 논란의 소지가 있었다고 판단 골프라운딩을 중단한 뒤 곧 서울로 돌아온 것으로 알려졌다 이경규의 소속사 코엔스타즈는 이경규가 지인들과 골프 라운딩을 한 것은 사실이지만 수개월 전부터 초대받아 약속이 잡혀 있었던 행사가 취소되며 관계자들이 자연스럽게 권했던 것이라며 대중에게 심려를 끼쳐 죄송하다는 입장을 밝혔다 
10, 일 세월호 희생자 임시 합동분향소가 꾸려진 경기도 안산의 올림픽 기념관 한쪽 벽면 게시판에 조문객들이 쪽지에 무언가를 열심히 써서 붙였다 쪽지를 더 이상 붙일 공간이 없어지자 먼저 붙여진 쪽지 위에 두겹 세겹 새 쪽지가 덧대졌다 김미경여씨도 열심히 쪽지를 적던 사람 중 하나였다 충남 아산에서 왔다는 그는 정말 미안합니다 정말 미안합니다라고 적었다 김씨는 선장은 먼저 탈출하고 침몰된 배에서 학생 한 명도 꺼내오지 못하는 어른들의 모습을 보며 어른으로서 미안함에 쪽지를 썼다고 했다 김씨뿐만이 아니었다 세월호 희생자와 아무런 연고緣故가 없는 어른들이 숨진 학생들에 대한 미안함을 쪽지에 담았다 한 중년 남성은 아무것도 할 수 없어서 아무 도움도 주지 못해서 미안하고 또 미안합니다대한민국의 그저 못난 어른이라는 쪽지를 남기고 분향소를 떠났다 이날 쓰인 쪽지 셋 중에 하나꼴로 미안이라는 단어가 들어가 있었다 다른 어떤 단어보다도 많았다 미안합니다 이런 고통의 나라를 만든 어른이라서 미안하다 절대 용서하지 마라와 같은 내용의 쪽지가 온종일 게시판에 나붙었다 단원고 학생의 심리치료를 맡고 있는 정운선 경북대 의대 교수는 실제로 학생들도 어른들이 못 구한 게 아니라 안 구했다고 생각한다며 많은 어른이 살아남은 자의 죄책감에 짓눌리고 있다고 했다 분향소가 열린 지 사흘째인 일 만명을 넘겼다 추모 문자메시지는 만건이 접수됐다 
