,x
1, 일 정부 합동수습본부는 승선자 수를 늘리고 구조자 수는 줄이는 수정 발표를 했다 이로써 사망실종자 수는  명으로  명을 넘어선 것으로 확인됐다 승선 명단에 없는 사망자가 나오는 등 가장 기초적인 승선자 명단조차 확정하지 못하는 정부의 무능이 또다시 노출되고 있다 수습본부는 밤  시 긴급 브리핑에서 승선자 수가  명으로 기존보다  명 많다고 정정했다 또  명이라고 밝혔던 구조자 수를  명이나 줄어든  명으로 수정했다 이평현 서해지방해양경찰청 안전총괄부장은 여러 기관이 구조에 참여하면서 중복 집계로 변동이 생겼다 승선 명부 미기재 차량 탑승자 미신고 등으로 앞으로도 변동 가능성이 있다고 했다 세월호 선사인 청해진해운의 김재범 기획관리부장은 승선자 명단에 없는 사망자가 나왔다고 밝혔다 그는 폐회로텔레비전과 발권 당시 승객이 작성한 이름과 생년월일로 신원을 확인했다 명단에 없는 사망자가 나왔다고 말했다 김 부장은 승선권을 받지 않은 사람은 신원 확인이 안 됐을 수 있다고 밝혀 탑승객 수가 또 바뀔 수 있음을 시사했다 청해진해운은 사고 직후인  일 오전 탑승객이  명이라고 발표했다가 오후 들어  명  명으로 바꾼 뒤 오후 늦게  명으로 정정한 바 있다 사망자의 신원을 잘못 파악해 주검을 엉뚱한 곳으로 보내는 경우도 발생했다  일 해경과 경기도 안산 단원고 쪽 설명을 종합하면 애초 단원고 학생 김아무개양으로 알려진 사망자가 김양이 아닌 것으로 밝혀졌다 목포해경 관계자는 수소문으로 김아무개 학생으로 주검의 신원을 특정했다 김양 어머니에게 사진을 보냈더니 맞다고 해 주검을 안산으로 보냈는데 어머니가 직접 보고는 아니라고 해서 다시 주검이 진도로 돌아왔다고 말했다 실종 학생 이름이 정부가 발표한 구조자 명단에 포함된 경우도 있었다  일 박근혜 대통령이 진도체육관을 방문했을 때 지시사항이 이행됐는지 저한테 확인해 달라며 박 대통령에게 전화번호를 건넨 단원고  학년 문지성양의 아버지는 민경욱 청와대 대변인과의 통화에서 처음에는 구조자 명단에 있어서 딸을 찾으려고 하수구까지 뒤졌는데 없었다고 호소했다 문양은  일 구조자 명단에 올랐다가  일 오전 실종자로 분류됐다 인천 진도김영환 박승헌 이재욱 기자 석진환 기자  
2,세월호가 안전 운항을 위해 만들고 해경 승인까지 받은 운항관리규정의 비상 상황 대처와 관련한 내용이 매우 빈약한 것으로 나타났다 그나마 운항관리규정에 나온 기본적인 대응 절차도 이번 사고에서는 제대로 지켜지지 않았다  일 세월호 운항관리규정을 보면 해양 사고 기타 비상 상태 발생 시의 조치제 장에서 이번 침몰 사고와 같은 비상 상황이 발생했을 때 선장을 비롯한 승무원들의 행동 요령을 규정하고 있다 그러나 인명의 안전 확보를 최우선으로 할 것 사고 시 사고 처리 업무는 모든 업무에 우선하여 처리할 것 등 원론적인 수준의 행동 지침만 제시하고 있다 비상 상황이 발생했을 때 세월호 선장을 비롯한 승무원  명의 역할을 규정한 비상부서 배치표도 부실하기는 마찬가지다 선박의 비상 상황을 폭발 퇴선 해양오염 인명구조 비상조타 충돌좌초 기관고장 대테러 등  가지로 구분한 뒤 상황마다 승무원들의 역할을 배분했는데 선원은 비상부서 배치표에 의한 임무를 성실히 수행한다고만 규정하고 있다 운항관리규정은 비상 상황이 발생했을 경우 인천해경과 인천지방해양항만청 청해진해운 본사 등 사고 수습을 위해 연락할 수 있는 기관을 망라한 비상연락망도 갖추고 있었지만 이번 사고에서 비상연락망은 거의 작동하지 않았다 세월호의 사고 소식은 오로지 제주관제센터에만 접수됐다 비상 상황이 발생하면 청해진해운은 회사 대표최고경영자를 비상대책위원장으로 하는 비상대책위원회를 회사에 꾸려야 한다고 운항관리규정에 나와 있으나 청해진해운 대표는 사고가 난 뒤 잠적했다가 여론의 지탄이 빗발치자 하루 만에 모습을 드러냈다 가장 먼저 세월호를 빠져나온 것으로 알려진 선장의 책임은 피할 수 없을 것으로 보인다 운항관리규정은 그나마 선장의 책임을 구체적으로 적시하고 있다 비상부서 배치표를 보면 선장만큼은  가지 비상 상황에서 모두 선내 총지휘 또는 총지휘를 해야 한다고 규정하고 있다 진명선 기자  
3,침몰된 세월호 탑승자 수가  명에서  명으로 정정됐다 승선자 명단에 없는 사망자가 나왔기 때문이다해경은  일 밤  시 현재 전체 탑승자  명 가운데 △ 명이 구조됐으며 △ 명이 사망했고 △ 명은 아직 생사가 확인되지 않았다고 밝혔다 온라인뉴스팀 
4,어머니는 아이가 돌아오면 감싸 안아줄 담요를 가슴에 보듬은 채 한참 동안 항구를 떠나지 못했다 진도박종식 기자  일 오전 침몰한 세월호와 가장 가까운 전남 진도 팽목항에서 실종된 학생의 어머니가 아이의 이름을 애타게 부르고 있다 어머니는 아이가 돌아오면 감싸 안아줄 담요를 가슴에 보듬은 채 한참 동안 항구를 떠나지 못했다 진도박종식 기자  
5,검찰이 전남 진도 앞바다에서 침몰한 세월호의 이준석  선장에게 특정범죄 가중처벌법 등  개 법률 위반 혐의를 적용해 구속영장을 청구함에 따라 이 선장은 이런 혐의들이 유죄로 인정되면 최대 무기징역형까지 선고받을 전망이다 이 선장에게는 애초 최대 형량이 징역  년 월인 업무상 과실치사 등만 적용할 수 있다는 견해가 많았는데 검찰이 좀더 강력한 법조항을 적용한 것이다 검경합동수사본부본부장 이성윤는  일 협로를 운항할 때 속도를 줄이지 않고 무리한 변침방향 전환을 하다 세월호를 침몰시키고 승객 대피에 필요한 조처를 하지 않은 혐의로 선장 이씨의 구속영장을 청구했다 이씨에게는  년  월 신설된 특정범죄 가중처벌법의 도주선박 선장 또는 승무원에 대한 가중처벌 조항이 처음으로 적용됐다 합동수사본부 양중진 부장검사는 선장이 승객들보다 먼저 나온 사실을 확인했다 선장도 승객 구호 조처를 하지 않은 사실을 인정했다 특가법 조항을 적용하면 도주 선박의 선장은 최고 무기징역형까지 받을 수 있다고 말했다 이씨에게는 선박 사고로 조난된 사람을 즉시 구하지 않은 경우 적용되는 수난구호법 위반 년 이하 징역 또는  만원 이하 벌금 형법의 업무상 과실에 의한 선박매몰 년 이하 금고 또는  만원 이하 벌금 및 유기치사 년 이상 유기징역 선원법 년 이하 징역 위반 혐의도 적용됐다 형법상 유기치사죄는 질병 등 기타 사정으로 인하여 도움을 필요로 하는 자를 보호할 법률상 또는 계약상 의무가 있는 자가 유기했을 때 처벌하는 규정이다 검찰이 이 선장에게 이 혐의를 적용했다는 것은 이 선장의 탈출 행위를 유기와 같은 범죄행위로 판단했다는 뜻이다 서울 지역 법원의 한 부장판사는 자신의 생명도 위협받는 상황이어서 탈출할 수밖에 없는 상황이었다면 긴급피난으로 인정돼 처벌을 면할 수 있다 하지만 탈출할 때 배가 침몰하기 전이었으므로 그런 주장은 받아들여지지 않을 듯하다고 말했다 이 선장이 어겼다고 수사본부가 판단한 선원법 조항은 좁은 수로를 지나갈 때 또는 그밖에 선박에 위험이 생길 우려가 있을 때에는 선장이 선박의 조종을 직접 지휘해야 한다 조 선장은 여객이 다 내릴 때까지 선박을 떠나서는 안 된다 조 선장은 선박에 급박한 위험이 있을 때에는 인명 선박 및 화물을 구조하는 데 필요한 조치를 다해야 한다 조 등이다 선장 이씨와 함께 구속영장이 청구된  등 항해사 박아무개 여씨 조타수 조아무개 씨에게는 업무상 과실에 의한 선박매몰 업무상 과실치사 수난구호법 위반 등  가지 혐의만 적용됐다 이들은 이씨와 달리 사고 당시 조타실에 있었던 것으로 조사됐다 검찰이 아직 적용하지는 않았지만 법조계 일각에서는 이 선장에게 부작위에 의한 살인죄의 적용을 검토해야 한다는 지적도 조심스럽게 제기된다 이 조항은 마땅히 해야 할 일을 하지 않으면 사람이 죽을 수 있다는 사실을 알고도 이러한 행동을 하지 않았을 때 적용될 수 있다 검찰 출신의 한 변호사는 선장은 승객을 대피시킬 의무가 있고 대피시키지 않을 경우 대량의 인명 피해가 발생할 가능성이 있다는 점을 잘 알고 있었다고 봐야 한다 피하지 않으면 죽는다는 것을 알았기 때문에 본인도 탈출한 것 아니냐 죽을 줄 알면서 구조하지 않았기 때문에 부작위에 의한 살인죄 적용이 가능하다고 본다고 주장했다 대법원은  년  월 미끄러지기 쉬운 제방 쪽으로 조카를 유인해 함께 걷다가 조카가 물에 빠지자 구조하지 않아 숨지게 한 이에게 부작위에 의한 살인죄를 인정한 바 있다 하지만 판사 출신의 한 변호사는 침몰을 막을 수 있는 선장이 반드시 했어야 할 조치가 있고 이를 하지 않았다는 점이 입증돼야 하는데 당시 상황은 선장이 어떤 조치를 했어도 침몰을 막기는 어려워 보인다고 말했다 검찰 관계자는 아직 수사 초기다 조사를 다한 뒤 마지막으로 적용 법률을 검토할 것이다 이번에 적용한 건 일부일 것이다 국민적 공분과 사안의 중대성을 충분히 고려해 그에 상응한 엄정한 책임을 물을 수 있도록 죄명을 확정할 것이다 해운사 관계자들에게도 책임을 물을 것이라고 말했다 한편 합동수사본부는 이날 청해진해운의 제주 본사 등  곳 정기검사 회사  곳 선박 개조사  곳 등을 압수수색했다 김원철 기자 목포안관옥 기자  
6,배에서 만나 사랑을 키워온 연인이 그 배에서 현생에서의 인연을 끝냈다  년 동안 연인으로 지낸 김기웅 씨와 정현선 씨가  일과  일 하루 차이로 세월호 사고 현장에서 주검으로 발견됐다 인천대  학년인 김씨는  년 군에서 제대한 뒤 용돈을 벌겠다며 배에서 불꽃놀이 이벤트를 하는 아르바이트를 시작했다 폭죽 아르바이트에 필요한 자격증도 땄다 여자친구인 정씨는 김씨가 세월호를 타기  년 전부터 승무원으로 일해왔다 이들은  년간 인천과 제주를 수없이 오갔지만 사고 전날 김씨가 터뜨려 밤하늘을 수놓은 불꽃이 생애 마지막이 될 줄은 아무도 몰랐다 김씨의 사촌 형 김영규 씨는 기웅이는 씩씩하고 리더십이 있어 친구가 많았다고 말했다 세월호 조리장 최찬열 씨는 정씨는 늘 웃는 얼굴로 인상이 참 서글서글한 사람이었다고 기억했다 김씨는 평소 청해진해운에서 인천제주 구간을 운항하는 또 하나의 여객선 오하마나호를 탔는데 이번 사고 때는 세월호를 탔다가 자신이 불꽃을 쏘아올리던 하늘로 연인과 함께 떠났다 김씨의 어머니 김광숙 씨는 처음 사고 소식을 접했을 땐 아들이 세월호를 탄 것도 몰랐다 세월호 승무원인 현선이가 안전한지만 알아보고 있었는데 기웅이도 세월호에 탔다는 전화를 받았다며 오열했다 김씨는 출발 며칠 전 어머니에게 사줄 운동화 사진을 누나 김은영 씨에게 보내 어떤 게 더 잘 어울리느냐고 묻기도 했다 은영씨는 둘 다 이상해 사지 마라고 답장을 했다 그게 마지막 연락이 돼버렸다 은영씨는 기웅이가 현선이와 결혼할 거라고 생각해 나도 종종 만났다고 말하며 눈시울을 붉혔다 김씨의 주검이 안치된 인천 길병원 빈소에는 사고 때 함께 있다 구조된 친구가 다녀가기도 했다 통로에 있던 김씨의 친구는 물이 차오르면서 몸이 떠올라 구조됐지만 객실 안에 있던 김씨는 빠져나오지 못했다 김씨의 사촌 동생인 방현수 씨도 사촌 형을 따라 불꽃놀이 아르바이트를 하기 위해 세월호에 탄 것으로 알려져 가족들의 슬픔은 갑절이 됐다 방씨의 생사는 확인되지 않고 있다 전날 오후  시께 김씨의 주검이 임시 안치된 목포한국병원을 찾아온 김씨 어머니와 방씨의 어머니 김지숙 씨는 영안실에 들어서자마자 울음을 터뜨렸다 이들은 김씨 주검을 확인하고 영안실 앞에 주저앉았다 아이고 우리 아들 우리 아들 우리 아들 불쌍한 우리 아들 두 사람의 통곡이 영안실 문 너머로 크게 들렸다 연인이 활짝 웃으며 함께 찍은 사진은 남은 이들의 슬픔을 모르는 듯했다 목포이재욱 기자 박수지 기자  
7,안타까운  분  초가 흐른다 이제는 총력전이다 세월호 침몰  일째인  일 해경과 해군 민간이 합동으로 벌이는 구조수색작업이 야간까지 이어지고 있다해경은 이날 오후부터 미리 육군 등이 보유 중인 조명탄을 건네받아 밤샘 작업에 대비했다 특히 물때가 멈추는 이날 오후  시 분과  일 오전  시 분 전후  시간 동안 집중적으로 잠수부를 선체에 진입시켜 생존자를 수색할 예정이다해경은 민간 다이버와 함께 이날 오후  시부터 비행기에서 조명탄을 쏘아 사고 해역 주변을 환하게 밝힌 뒤 학생들이 가장 많이 머물렀을 것으로 보이는  층 선실 진입을 시도하고 있다 해군은 잠수에 필요한 감암챔버가 탑재된 독도함 청해진함 등 함정  척의 호위 아래  등 잠수조  개조를 각  명씩 총  명을 배치해 수색에 나서고 있다잠수요원들은 이날 오후 세월호  층 화물칸 문을 열고 진입했으나 유도라인이 끊어지면서 물밖으로 나왔고 앞선 오전  시 분에는 조타실로 추정되는 선체 안에 ㎜ 호스를 연결하는 데 성공해 공기를 주입했다 진도연합뉴스 
8, 수학여행을 가다 전남 진도 앞바다에서 세월호 침몰 사고를 당한 경기도 안산 단원고의 비극이 계속되고 있다 사고 당시 세월호에서 구조됐던 이 학교 강아무개  교감이 죄책감을 이기지 못하고 스스로 스스로 목숨을 끊었다  일 오후  시 분께 세월호 사고 실종자 가족들이 모여 있는 진도군 진도체육관 인근 야산 소나무에 강 교감이 목을 매 숨져 있는 것을 수색 중이던 경찰이 발견했다 지난  일 수학여행 인솔 책임자로 세월호에 타고 있다 구조된 강 교감은 줄곧 진도에 머물며 학생들의 구조를 애타게 기다려왔다 그러나  일 밤  시 분께 진도체육관 단상 위에서 교장교사  여명이 무릎을 꿇고 실종자 가족들에게 사과하는 모습을 가까이에서 지켜보다 사라져 경찰이 수색을 벌여왔다 강 교감의 주머니에서 발견된 유서  장에는 모든수학여행 일은 내가 추진했고 책임을 통감한다 내가 발견되면 제자들이 숨진 해역에 화장을 해 뿌려달라는 내용이 담겨 있었다고 경찰은 밝혔다 경찰 관계자는 강 교감이  일 새벽  시께 지인에게 문자메시지를 보낸 것으로 확인돼 그 직후 목숨을 끊은 것으로 보인다고 말했다 같이 근무했던 한 교사는 강 교감은 다정다감하고 마음이 따뜻했던 분이셨다 학생들에게 유독 정이 많으셨다 자신이 구조된 뒤 많은 아이들이 실종된 사실을 알고는 무척 괴로워하셨다고 말했다세월호 침몰사고 발생 사흘째인  일 오전 대책본부가 차려진 전남 진도군 진도읍 동외리 진도체육관에서 한 실종자 가족이 링거 주사를 맞고 있다 진도이종근 기자   경기도교육청 관계자는 강 교감이 구조된 뒤 다른 곳으로 옮겨졌는데 그날 밤 나만 살아서 되냐며 택시를 타고 진도체육관을 찾아왔다 그만큼 책임감이 강한 분이었다고 전했다 강 교감 자살 소식을 접한 동료 교사들은 큰 충격에 빠졌다 교사들은 얼마나 힘들었으면 그런 선택을 했겠느냐 벙어리 냉가슴 앓듯 하는 우리도 너무 괴롭다고 토로했다 학생들도 이제 우리 학교 어떻게 되는 거냐 언니도 오빠도 좋은 선생님들도 모두 잃게 되는 것 아니냐며 오열해 주위를 안타깝게 했다 강 교감은 배가 침몰되기 시작한  일 오전  시 분께 배에 문제가 있다는 내용으로 학교 쪽에 상황 보고를 했다 이어  분 뒤 침수가 시작됐다 배가 좌측으로 기울고 있다고 다시 보고했다 강 교감은  분 뒤 다시 교장에게 전화를 걸어 배가  도 정도 기운 상태로 정지돼 있다 해경이 출동했고 승선자 전원이 구명조끼를 입었다며 당시 상황을 급박하게 전하기도 했다 강 교감은 공주사대를 졸업하고  년부터 교단에 섰으며 도덕과 윤리를 가르쳐왔다  년  월 교감으로 승진한 뒤 안산 양지고 등에서 재직하다 올해  월 일자로 단원고 교감으로 부임했다 부인과  남  녀를 두고 있다 진도 안산정대하 김기성 기자   
9,세월호 침몰 사고 당시 안산 단원고 학생들의 수학여행을 인솔했던 이 학교 강민규 교감이  일 오후 전남 진도군 진도실내체육관 인근 야산에서 숨진 채 발견돼 경찰이 주검을 진도장례식장으로 옮기고 있다 진도이종근 기자   
10,전남 진도 해역에 침몰한 세월호 구조 작업에 나선 민관 합동 구조대가  일 사고 뒤 처음으로 배 안쪽 진입에 성공했다 공기 주입도 이뤄졌다 그러나 애타게 기다리는 생존자 확인 소식은 이날 밤늦게까지도 들려오지 않았다 서해지방해양경찰청은 오후  시 분께 민간 잠수부  명이 세월호  층의 화물칸 출입문을 열어 내부 진입에 성공했다고 밝혔다 잠수부들은 선체에 갇힌 이들의 생존 가능성을 높이기 위해 에어호스로 공기를 주입하는 작업을 했다 작업 시간의 한계 때문에  여분 만에 빠져나오기는 했지만 진입 성공은 침몰 사고로부터  시간여 만이다 이어 조타실 진입에도 성공했다 해경해군 구조대는 그동안  여차례 선체 진입을 시도했지만 높은 파고와 강한 조류 짧은 가시거리 때문에 성공하지 못했다 고명석 해양경찰청 장비기술국장은 다이버들이 진입하기는 했지만 생존자나 시신은 확인하지 못했다고 밝혔다 구조대는 사고 해역의 정조 시간과 가까운 오전  시와 오후  시 반 무렵 본격적인 구조 작업에 나섰다 오전  시에는 잠수부들을 선체 안으로 이끌어 줄 유도줄을  층 식당 입구에 설치하는 데 성공했다  여분 뒤에는 상부 조타실 부위에도 공기를 주입했다 선체 내 공기 주입 성공도 이번이 처음이다 이런 소식이 알려지자 진도체육관에 모여 있는 실종자 가족들은 박수를 치며 환호하기도 했다 구조대는 잠수요원들이 이용할 유도줄 설치 등 준비 작업을 끝낸 뒤 저녁까지 본격적인 선체 내 실종자 탐색과 구조 활동을 벌였다 배 안으로 공기를 불어넣어 실종자들의 생존 가능성을 높이는 데도 주력했다 해경은 선내 진입 시도를 사고 해역 수면  개 지점에서 진행하다  곳 이상으로 늘렸다 강한 유속과 짧은 시야를 이겨내고 선체에 진입하는 것을 돕기 위해 진입 유도 파이프도 설치했다 어머니는 아이가 돌아오면 감싸 안아줄 담요를 가슴에 보듬은 채 한참 동안 항구를 떠나지 못했다 진도박종식 기자 이날 밤늦게 정부합동수습본부는  층 객실 진입에 실패했지만 계속 시도하고 있다고 밝혔다 해경은 민간 잠수부들도 구조에 참여하도록 했다 그러나 사고 이후 수면 위로 드러나 있던 세월호의 뱃머리선수 아랫부분마저 이날 오후  시 분께 완전히 수면 아래로 가라앉아 구조 작업의 어려움이 가중되고 있다 세월호 뱃머리는 그동안 수색구조 작업의 표지 역할을 해왔다 해경은 만조로 수면이 올라간데다 내부에 공기를 주입하는 작업 중에 선체가 일부 기울어졌기 때문이라고 설명했다 해군은 배가 더 가라앉는 것을 막고 수중 작업 환경을 확보하기 위해 리프트 백공기주머니을 선체 앞에 설치했다 선체를 끌어올리는 데 쓸 대형 해상크레인  대는 전날 밤부터 이날 오전 사이 사고 해역 부근에 도착해 인양 작업에 나설 채비를 갖췄다 진도박기용 박승헌 기자 목포안관옥 기자  
