,x
1,택시기사들도 택시에 노란리본을 달고 세월호 사고 실종자들의 무사귀환을 염원했다인천시택시운송사업조합이사장 홍문표은 희생자를 애도하고 아직 생사가 확인되지 않고 있는 실종자 무사귀환을 염원하기 위해 노란리본 스티커를 만들어 인천 법인택시 차량  여대에 붙여 운행하고 있다고  일 밝혔다 홍문표 이사장은 어린 학생들이 많이 희생되고 용유초등학교 동창생 등 인천 시민들도 희생자가 커 인천 택시업계도 노란리본달기캠페인에 동참했다고 말했다 인천택시업계는 희생자 모금운동도 추진하고 있다한편 인천시와 시 산하사업소는  일 직원들을 대상으로 다음달  일까지 세월호 희생자 모금에 나섰다 인천시 서구 국제성모병원 합동분향소에 모금함을 설치해 이날 현재  여개 단체와 개인들이 참여해  여만원의 성금이 접수됐다인천시청 앞 미래광장에 설치한 합동분향소에도 이날 남인천고등학교 학생들이 단체로 찾는 등 추모객이 줄을 잇고 있다인천김영환 기자  
2,해군의 세월호 침몰 현장 늑장 출동과 부실 출동이  일 국회 국방위원회에서 다시 한번 도마 위에 올랐다 의원들은 그동안 당국의 초동대처가 늦어져 희생자를 키웠다는 점에서 해군의 초동대응도 안이했던 것 아니냐는 의혹과 비판을 쏟아냈다 집중적으로 의혹이 제기된 부분은 세월호에 갇혀 있는 인명 구조에 핵심적인 해난구조대와 해군 특수전전단 요원의 출동에 걸린 시간이다 국방부가 이날 국회에 보고한 내용과 군 당국자의 말을 종합하면 목포  함대가 전남도청  상황실로부터 구조 지원 요청을 받은 것은  일 오전  시 분이다 그러나 부산 해군작전사령부해작사는 오전  시 분 해난구조대와 특수전전단에 출동 명령을 내렸다 무려  분이 걸린 것이다 구체적으로 보면 목포  함대는 이날  시 분 구조요청을 받고  분 뒤인  시 분 합동참모본부합참에 상황을 보고했으며 같은 시간 해작사에도 통보했다 군은 합참과 각군 지휘부가 실시간으로 정보를 공유하는 합동지휘통제체계를 운용하고 있기 때문이다 그러나 해작사는  분이 지난 뒤인 오전  시 분이 돼서야 직할부대인 해난구조대와 해군 특수전전단에 출동 명령을 내렸다 해군 관계자는 전남도청과 해경의 지원 요청을 받을 당시 세월호 침몰 상황에 대한 정확한 정보를 못 받았다 그래서 사건 초기에는 잠수요원이 필요한 상황인지 판단하기 어려웠고 추가 보고를 받으면서 잠수요원이 필요하다는 판단을 하게 된 것으로 안다고 해명했다 그러나 대형 여객선이 침몰하는 상황에서 해군 지휘부가 너무 안이하게 대처한 것 아니냐는 지적은 피할 수 없어 보인다 과거 대형 해난 사고의 경우 인명 구조 작업에 잠수요원이 큰 역할을 했던 전례가 적지 않기 때문이다 해난구조대와 해군 특수전전단 요원의 출동 시간도 너무 지체된 것 아니냐는 지적이 나온다 진해에 주둔한 해난구조대가 출동 명령을 받은 시각은 이날 오전  시 분이고 이들 해난구조대의  진이 헬기 에 오른 시간은 오전  시 분이다 이들이 현장에 도착한 것은 낮  시 분이었다 출동 명령에서 실제 출동까지  시간 분이 걸린 것이다  년  월 발효된 해작사의 재난구조 전력운용 예규는 해난구조대 대기조는 출동 명령을 수명받은 후  시간 이내 출동할 수 있는 대기 태세를 유지한다고 규정하고 있다 이에 대해 해군 쪽은 해난구조대를 현장으로 태우고 갈 헬기가 포항에서 오는 데 시간이 걸려 늦어진 것 같다며 출동 준비는  시간 이내에 마친 것으로 안다고 말했다 그러나 일분일초를 다투는 위급 사항에 대비하기 위해 운용하는 대기조의 취지에는 어울리지 않는 해명이다 해난구조대의 출동 장비도 규정에 어긋났다 해작사의 재난구조 전력운용 예규는 긴급출동 및 원활한 임무수행을 위하여 상시 유지해야 할 장비로 △긴급출동용 차량 △잠수 장구 △통신기 △육도해도 등을 예시했다 그러나 당시 해난구조대와 특수전전단 요원들은 잠수 장비도 갖추지 않고 출동했다 대신 슈트와 핀 마스크 등 간단한 장비만 휴대했다 해군 관계자는 해군의   헬기는 규모가 작아 장비를 실을 수 없다 그래서 공군에서 이날 오후  시 분   치누크 수송 헬기를 지원받아 공기통을 포함한 잠수 장비와 특수작전용 고무보트 등 구조 장비를 공수했다고 말했다 박병수 선임기자  내 구명조끼 입어 단원고 학생들의 마지막 영상 
3,방송통신심의위원회는  일 전체회의를 열어 세월호 참사를 보도하면서 사실과 다른 내용을 전하고 부적절한 어휘를 사용했다는 이유로 에 대해 경고 제재를 의결했다 경고는 재승인 심사 때 벌점  점이 부과되는 중징계이다 사실과 다른 인터뷰 내용을 전한 종합편성채널 도 같은 처분을 받았다 한국방송은 지난  일 뉴스특보에서 구조 당국이 선내에 엉켜 있는 시신을 다수 발견했다는 소식이 들어와 있다 당국에 의해서 선체 내에서 엉켜져 있는 시신을 확인했다고 보도하며 엉켜 있는 시신 다수 확인이라는 자막을 반복해서 방송했다 방심위는 보도 내용이 시신을 확인하지는 못했다라고 하는 당일 해양경찰청 공식 브리핑 사실 내용과 달랐으며 지나치게 자극적인 언어를 사용해 피해자 및 그 가족과 시청자에게 불안감을 줄 우려가 있다고 제재 사유를 밝혔다 엠비엔은 같은 날 뉴스특보에서 자신을 민간잠수부라고 밝힌 한 여성 출연자를 출연시켜 배 갑판 하나 벽을 두고서 대화를 시도해서 실종자와 대화도 된 잠수부도 있다는 등의 인터뷰 내용을 방송했다 방심위는 이 인터뷰에 대해 실종자 구조상황에 대해 사전 확인이 없었고 사실과 다른 내용을 방송한 것은 시청자를 혼동케 할 우려가 있다고 판단해 경고를 의결했다 명예훼손 등의 혐의로 지난  일 구속된 이 출연자는 인터뷰 발언을 두고 사람들에게 전해 들은 내용이라는 주장을 펴고 있다 사건 발생일인  일 구조된 학생과 전화 인터뷰를 하면서 한명의 학생이 사망했다는 걸 혹시 알고 있습니까라는 질문을 던져 학생이 울음을 터뜨리게 한  뉴스특보는 경고보다 수위가 낮은 주의 처분을 받았다 한국방송 새노조는 이날 성명에서 정부 발표를 그대로 받아쓰는 보도 관행은 구조작업에 대한 부정확하고 부실한 보도로 이어졌다며 한국방송은 잘못된 재난 보도에 대해 시청자에게 사과하라고 촉구했다이정국 기자  내 구명조끼 입어 단원고 학생들의 마지막 영상 
4,친박근혜계 핵심인 서병수 의원이  일   지방선거 새누리당 부산시장 후보로 선출됐다 이에 따라 새누리당 경선에서 거세게 몰아치던 친박 몰락 도미노가 부산에서 가까스로 멈추게 됐다 서 의원은 이날 부산 사직체육관에서 열린 부산시장 후보 선출 대회 결과 그동안 여론조사에서 앞섰던 권철현 전 주일대사와  대의 젊은 패기로 경선 막판 무섭게 추격한 박민식 의원을 힘겹게 물리치고 후보로 확정됐다 서 의원은 선거인단 투표 와 여론조사 를 합산한 결과  표 를 얻어 권 전 대사 표  와 박 의원 표  을 꺾었다 서 의원은 지난  일 실시된 여론조사에서는  환산표  표를 얻어  표로  위를 한 권 전 대사에게 뒤졌다 하지만 대의원당원일반국민 등  여명의 국민참여선거인단을 대상으로 한 이날 현장투표유효투표  표에서  표 로  위를 차지해  표 로  위에 그친 권 전 대사에게 역전승을 거뒀다 민심의 열세를 당심으로 뒤집은 것이다 전날 대구시장 후보 경선에서 비박계 권영진 전 의원이 선출되는 대이변이 연출되면서 친박계 핵심인 서 의원이 도전에 나선 부산에서도 친박 몰락이 현실화할지 주목됐지만 결국 이변은 일어나지 않았다 부산 정치권에선 서 의원이 경선 기간 내내 힘겨운 싸움을 벌였음에도 최종 승리를 거머쥔 것은  선 의원에 사무총장 정책위 의장 등 당내 요직을 두루 거친 친박 핵심의 힘있는 부산시장 후보란 점이 주효했다는 분석을 내놓고 있다 세월호 참사로 선거 분위기가 가라앉은 게 조직 동원력에서 앞선 서 의원한테 유리하게 작용한 측면도 있다 부산 지역의 한 의원은 당에 대한 기여도 친박 핵심이라는 점에서 당심이 쏠렸고 부산 문제를 해결할 능력이 있다는 점도 평가받은 것 같다고 말했다 야권에선 김영춘 전 의원이 이날 새정치민주연합 부산시장 후보로 확정됐고 오거돈 전 해양수산부 장관이 무소속으로 출마했다 경남제주지사와 울산대구시장 등 광역자치단체장 후보 경선에서 비박계의 잇따른 약진으로 위기감에 휩싸였던 친박계 주류는 서 의원의 후보 선출로 일단 한숨 돌리게 됐다 하지만 다음달  일 인천시장 경선이 또다른 고비로 남아 있다 박근혜 대통령의 최측근으로 꼽히는 유정복 전 안전행정부 장관이 후보 경선에 나섰지만 세월호 참사에 대한 책임론 등에 휘말리며 안상수 전 인천시장과 예측 불허의 접전을 벌이고 있기 때문이다 당 안팎에선 비박계 돌풍이 인천시장 경선에서 재현될 수 있다는 전망도 만만치 않다 이날 새누리당 충남지사 후보 경선에선 친박계로 분류되는 정진석 전 국회 사무총장이 선출됐다 정 전 사무총장은 선거인단 투표와 여론조사를 합산한 결과  표를 얻어 홍문표 의원 표과 이명수 의원 표을 눌렀다 정 전 사무총장은 새정치연합의 안희정 지사와 본선에서 대결한다 대전에선 박성효 의원이 후보로 확정돼 새정치연합 후보인 권선택 전 의원과 본선에서 맞붙는다 강원지사 후보 경선에선 최흥집 전 강원랜드 대표가 선출돼 새정치연합의 최문순 지사와 본선에서 승부를 펼친다 김수헌 조혜정 기자  
5,사과 없는 조문으로 세월호 참사 유족들의 반발을 사고 있는 박근혜 대통령이 지난  일 경기도 안산 정부 합동분향소에서 만난 할머니의 정체를 놓고 논란이 일고 있다 유족 상당수가 이 할머니를 모르는데다 일반인 조문이 박 대통령 조문  시간 뒤인 오전  시부터 시작됐음에도 박 대통령 바로 뒤에서 조문을 했기 때문이다 박 대통령은  일 오전  시 분께 안산시 단원구 초지동 화랑유원지에 마련된 세월호 희생자 합동분향소를 찾아가 조문했다 이 시각은 분향소가 공식적으로 문을 열기  시간 전이어서 취재진과 유족들 이외에는 출입이 사실상 제한된 상태였다 당시 박 대통령은 헌화하기 전 자신의 바로 뒤에 서 있던 할머니의 손을 잡고 몇 마디 말을 건넨 뒤 포옹을 했다 이 할머니는 삼엄한 경호 속에서도 박 대통령과 일정한 거리를 두고 계속 따라다녔다 경호원들은 유족인지 일반 조문객인지 확인되지 않은 이 할머니를 막지 않았다 이에 따라 이 할머니의 신원에 대한 의문이 불거졌고 분향소 만남 자체가 연출된 것이 아니냐는 논란이 확산됐다 이와 관련해 세월호 유가족 대책위원회는 유족 가운데 이 할머니를 아는 사람은 나타나지 않았다고 전했다 특히 는 이날 이 할머니가 청와대 쪽이 섭외한 인물인 것으로 드러났다고 보도했다 정부 핵심 관계자가 미리 계획했던 건 아니지만 청와대 쪽이 당일 합동분향소에서 눈에 띈 해당 노인에게 대통령이 조문할 때 가까이서 뒤를 따르라는 부탁을 한 것은 사실이라고 말했다는 것이다 이에 대해 할머니가 다니는 것으로 알려진 원불교 안산교당 관계자는 할머니는 안산 주민이다 합동분향소가 설치됐던  일 아침  시에 원불교 신자들이 음료를 나눠주는 부스를 설치할 때 할머니도 같이 나왔다 사람들이 들어가니 합동분향소에 따라 들어갔던 것 같다 할머니는 당시 분향소에서 만난 사람이 대통령인지도 몰랐다고 한다고 말했다 청와대도 이날 밤 박 대통령이 합동분향소에서 우연히 만난 할머니와 인사한 것을 두고 쇼를 하기 위해 연출했다는 말이 안 되는 보도가 나와서 조문하러 왔다가 졸지에 동원된 배우가 된 할머니 가족들의 마음에 상처를 줬다며 이런 보도는 우리 사회에 불신을 키우고 모든 사람의 마음에 상처를 주는 일이라고 밝혔다 안산김기성 김일우 기자   내 구명조끼 입어 단원고 학생들의 마지막 영상 
6, 세월호 침몰 참사가 발생했던  월 일 아침 전남소방본부장과 전남도 행정부지사가 인명 구조를 위해 세월호 침몰 현장으로 가고 있던 광주시 소방헬기를 불러 탑승해 논란이 일고 있다 박준영 전남도지사도 전남도 소방헬기를 도청 앞 헬기장으로 불러 타고 사고 현장으로 갔던 것으로 드러나 입길에 오르고 있다  일 광주시소방본부 관계자들의 말을 종합하면 광주시 소방헬기는 지난  일 오전  시 분 소방방재청과 전남소방본부로부터 세월호 사고 연락을 받고 오전  시 분께 광주공항을 이륙했다 이 헬기는 세월호 침몰 사고 해역으로 가던 중 전남 영암 상공에서 전남소방본부의 연락을 받고  시 분께 무안군 전남도청 앞 헬기장에 착륙해 전남소방본부장과 행정부지사를 태운 뒤 진도 사고 해역으로 이동했다 이 헬기는 오전  시 분께 사고 해역 상공에 도착했다 세월호는 오전  시 분 선체가 전복됐다  시 분 사이는 세월호 선체가 급격히 기울어져 뒤집히는 긴급 상황이었다 당시 광주시 소방헬기엔 조종사  명 정비사  명 구조대원  명이 탑승한 상태였다 이 헬기는 사고 해역 상공을 돌며 수색 활동을 했으나 세월호가 이미 가라앉아 구조 활동을 못하고  시 분에 진도 팽목항에 착륙했다 침몰 사고 현장으로 긴급 출동하던 헬기가 고위 공무원들을 태우기 위해 지체된 것을 두고 대형 사고가 나면 인명 구조보다 의전에 더 신경을 쓰는 공무원들의 행태가 고스란히 드러난 것이라는 비판이 나오고 있다 광주시소방본부 관계자는 전남소방본부가 긴급구조통제단장인 전남소방본부장을 긴급히 태워 갔으면 좋겠다는 요청을 해 전남도청에 들른 것이라며 도청에서 두 사람을 태우고 이륙하기까지  분가량 걸렸다고 말했다 그러나 그는 광주시 소방헬기가 전남도청을 들르지 않고 곧바로 사고 해역으로 갔었으면 하는 아쉬움은 있다고 덧붙였다 또 박준영 전남도지사는 사고가 발생했던  일 필수요원을 소집하느라 다소 출발이 늦은 전남도 소방헬기  호기를 타고 진도로 이동했다 소방헬기  호기는 이날 오전  시 분 조종사  명 정비사  명 구조대원  명을 태우고 영암의 소방항공대에서 출동했다 이 헬기는 곧바로 도청 앞 헬기장에서 박 지사를 태웠다 박 지사 일행은 오전  시 분께 이륙해  시 분 진도 사고 해역 상공에 도착했다 이에 대해 전남도 쪽은 박 지사는 지역재난안전대책본부장으로서 현장 상황을 신속히 파악하고 구조 상황을 지휘하려고 긴급구조통제단장인 도 소방본부장의 건의로 헬기를 타게 됐다 박 지사의 헬기 탑승이 인명 구조에 지장을 주지는 않았다고 해명했다 박 지사가 소방헬기에 탑승한  시 분께에는 전북경남경기 등지의 헬기  대가 팽목항과 관매도 등지에사 환자 이송 등을 위해 대기중이었다고 전남도 쪽은 덧붙였다 목포 광주안관옥 정대하 기자  내 구명조끼 입어 단원고 학생들의 마지막 영상 
7,해경이 예산 부족을 이유로 경비함정 훈련 시간을 줄이면서 정작 골프장 건립에는 막대한 예산을 쏟아 부은 것으로 확인됐다 정의당 세월호 대책위원장인 정진후 의원은  일 해경이 여수해양경찰교육원을 신축하면서 계획에도 없던 골프장 건립에  억원을 사용했다고 밝혔다 해경은  년  월 함포사격장 등의 설치가 필요하다며 부지를  만평에서  만평으로 확대해 달라고 요구해 받아들여졌다 하지만 함포사격장은 지하 시뮬레이션 사격장으로 대체했고 이 부지엔 골프장이 들어섰다 해경의 골프장 건립은 예산 부족을 탓하며 해양사고 대응과 해상경비에 필수적인 해상 훈련까지 축소했던 것과 대비된다 해경은  년 이후 경비함정 운항에 필요한 유류비가 부족하자 유류 절약 매뉴얼을 만들어  년엔 해상종합 기동훈련을  일에서  일로 줄였다 이후 경비함정이 해상 사고를 인지하고 대응할 때까지 걸리는 시간해양사고 대응률이 늘어났다 해양사고 대응률은  년  분에서  년  분  년  분으로 짧아지는 추세였으나 훈련이 줄어든  년  월께 다시  분으로 증가했다 세월호 참사의 관할 파출소인 진도파출소 산하 수품출장소와 서거차출장소처럼 연안구조 장비가 없는 해경 출장소도  나 됐다 정 의원은 예산부족으로 훈련일수를 줄이고 구조장비도 확보하지 못했던 해경이 뒤로는 골프장 짓기에 여념이 없었다 세월호 참사와 관련해 정부와 해경의 초기대응 실패와 더불어 해경의 예방 소홀에 대한 책임도 물어야 한다고 말했다전정윤 기자  
8,여야 국회의원들이 세월호 참사 이후 해운비리 의혹을 받고 있는 한국선주협회 지원으로 지난 수년간 외유성 해외 시찰을 한 것으로  일 알려져 논란이 일고 있다 해운회사 이익단체인 선주협회는 지난  일 해운업계의 정관계 로비 의혹을 수사중인 검찰로부터 해운조합한국선급 등과 함께 압수수색을 당했다 선주협회가 지난  월 내놓은  년 사업보고서를 보면 국회 연구모임인 바다와 경제 국회 포럼 소속인 박상은정의화김희정이채익주영순 등 새누리당 의원  명은 선주협회 후원으로 지난해  월  일부터  박 일간 인도네시아와 싱가포르 항만시설을 둘러봤다 현지에 있는 우리 해운물류기업의 경영상 어려움을 듣고 개선 방안을 함께 모색한다는 게 시찰 목적이었다 선주협회는  년 이후 해운업계에 대한 의원들의 이해를 돕는다며 해외 시찰을 지원해왔다 유정복 새누리당 의원 장광근 전 새누리당 의원 전혜숙 전 민주당 의원 등도 이 행사에 참석한 적이 있다 공교롭게도 지난해 해외 시찰을 다녀온  명의 의원은 올해  월 박 의원이 대표 발의한 국민경제발전을 위한 해양산업 경쟁력 확보 정책지원 촉구 결의안에 서명한 것으로 나타났다 이 결의안은 정부가 위기에 처해있는 해운업계를 위해 해운선사의 인위적인 구조조정을 지양하고 금융지원 등을 확대하도록 촉구하는 안으로 대부분 해운업계에 이득이 되는 내용이다 의원들은 해외 시찰을 다녀온 사실은 인정하면서도 선주협회와의 유착 관계 여부 등에 대해선 강하게 부인했다 이채익 의원은 항만업계해운업계의 어려움을 덜어줄 방법을 연구하려고 간 것이라며 일부 시찰 비용도 각자 부담했다고 해명했다 정의화 의원실 관계자도 해외 항만시설을 연구하러 갔으며 결의안 채택과는 전혀 상관이 없다고 말했다서보미 조혜정 기자  
9,세월호 참사 이후 멈춰 선 대한민국호를 끌고나가야 할 청와대가 사고 수습은 커녕 민심도 제대로 추스리지 못한 채 갈팡질팡하고 있다 박근혜 대통령이  일 국무회의 자리를 통해 내놓은 어정쩡한 착석 사과는 유족들의 반발을 사며 오히려 정치사회적 논란을 키웠다 세월호 참사 후속 대책으로 내놓은 국가안전처 신설 방안도 실효성 논란이 계속된다 국민들의 불만에 찬 시선이 이젠 대통령에게 곧바로 향하면서 청와대는 전전긍긍하고 있다 ■ 논란 키운 착석 사과대변인 황당 발언까지 국무회의를 통한 박 대통령의 사과 이후 여론이 진정되기는 커녕 오히려 악화되는 것에 대해 청와대 내부적으로는 당혹스러워하는 기색이 역력하다 세월호 여객선 침몰사고 희생자 유가족 대책회의가 기자회견까지 열어  천만 국민이 있는데 박 대통령 국민은 국무위원뿐인가 비공개 사과는 사과도 아니다라고 강도 높게 비판한 게 결정타가 됐다 박 대통령의 착석 사과 이후 누리꾼과 정치권 시민단체들 사이에선 사과의 진정성에 대한 공방이 벌어졌다 이미 사과해야 할 타이밍을 놓쳐 마지못해 사과를 한 듯한 인상을 준데다 그나마도 높은 자리에서 내려다보면서 하는 듯한 사과의 형식이 문제였다 박 대통령의 사과가 사태를 진정시키는 일종의 변곡점 역할을 할 것이라는 청와대 내부의 기대가 완전히 빗나간 것이다 게다가 민경욱 청와대 대변인은  일 브리핑에서 대통령의 사과를 거부한 유족들에 대해 유감스럽다고 말했다가 논란이 커지자 다시 브리핑을 열어 청와대의 뜻이 아니고 순전히 저 개인적인 말이라고 진화에 나섰지만 이미 포털사이트 등에서는 분노한 수만 건의 댓글이 달린 뒤였다 민 대변인은 또 이날 기자들에게 박 대통령이 다시 대국민 입장 발표가 있을 것이냐는 질문에 시기와 방법에 대해 고민이 있을 것이라고 말했다가 얼마뒤 다시 기자실로 되돌아와 어제 사과가 나온 마당에 대변인이 다음 사과가 어떻게 있을 것 같다고 언급하는 자체가 적절치 않다고 태도를 바꿨다 결국 박 대통령의 추가사과가 있다는 것인지 없다는 것인지 전혀 알 수 없는 상황을 청와대 스스로 만들었다 청와대가 내부적으로 얼마나 허둥지둥하고 있는지 고스란히 노출된 셈이다 ■ 내우외환 청와대박 대통령 장고 돌입할 듯 박 대통령은  월 초부터 시작되는 긴 연휴 동안 장고에 돌입할 것으로 전망된다 내부적으론 사고 수습 외에도 세월호 참사 후속 대책과 그에 따른 내각과 청와대 개편 공직사회 개혁 방안 등 약속한 과제를 준비해야 한다 세월호 참사로 그동안 추진해온 규제개혁 등 경제개혁  개년 계획이나 공공기관 개혁 등의 작업도 사실상 올스톱 상태다 대통령 지지율도 흔들리고 세월호 참사로 커진 청와대에 대한 불신도 해소해야 한다 참사가 어느 정도 수습되고 내각을 개편하더라도 지방선거와 장관 청문회 기간 등을 고려하면 다시 제대로 된 진용을 갖추는 데 최소 석 달 이상은 걸릴 것으로 보인다 이런 탓에 정치권뿐 아니라 청와대 내부에서도 박 대통령의 대국민 담화나 사과 인적 개편 등의 발표를 최대한 서둘러야 한다는 의견이 커지고 있다 석진환 기자  내 구명조끼 입어 단원고 학생들의 마지막 영상 
10,박근혜 대통령은 지난  일 세월호 참사 이후 수습 과정에서 드러난 정부 대응의 각종 문제에 대해 사과하면서도 원인은 과거로부터 쌓여온 잘못된 적폐라고 지목했다 이처럼 늘 본인이 아닌 남이 잘못했다는 인식에서 좀처럼 벗어나지 못하는 박 대통령의 화법이 이번 사과에서 국민들이 진정성을 못 느끼는 주요한 원인이다 박 대통령은 취임 이후 지금까지 모두  차례 사과했다 그러나 박 대통령 사과는 늘 이처럼 남 탓을 하거나 짧은 사과 한 문장 외에 장황한 핑계 공직자들에 대한 강한 질타 등이 대부분을 차지해 사과인지 선언인지 알기 힘들도록 만들어 버리는 게 특징이다 또 늘 때를 놓친 뒤의 뒷북 사과여서 마지못해 사과하는 듯한 느낌을 준다 특히  차례의 사과 중  차례가 국무회의 또는 청와대 수석비서관 회의 등 자신이 임명한 장관이나 청와대 수석들 앞에서 간접 사과 형식으로 했다 텔레비전 화면을 통해 국민들 앞에 그대로 나선 것은 출범 직후인  월 일 대국민 담화 발표인데 이때는 국민들께 송구하다는 말만 한마디 했을 뿐 노기 어린 태도로 정부조직법을 통과시켜주지 않는 야당을 겁박한 것으로 사과로 보기 힘들다  일 박 대통령의 세월호 참사 사과 이후 각 언론들이 박 대통령의 사과를  차례인지  차례인지 엇갈려 보도한 것도 이 때문이다 박 대통령은 지난해  월 일 윤창중 청와대 대변인 성추행 사건 때 청와대 수석비서관 회의를 통해 사과했다 그리고 공직기강 확립이라는 대안을 내놨다 그러나 수많은 반대를 모두 무시한 채 윤 대변인을 임명한 자신의 인사 잘못에 대해선 아무런 언급도 하지 않았다 지난해  월 대선 당시 내놓은  살 이상 모든 노인들에게 월  만원씩 준다는 기초연금 공약을 후퇴시킬 때도 죄송한 마음이라고 사과하면서도 정부가 할 수 있는 최선 공약 포기는 아니다라고 강변했다 국정원 간첩 혐의 증거조작 사건에 대한 지난  일의 대국민 사과도 청와대 회의 석상에서 이뤄졌다 박 대통령은 국정원의 잘못된 관행과 철저하지 못한 관리체계에 허점이 드러나 국민께 심려를 끼쳐드리게 돼 송구스럽게 생각한다고 했다 그러나 관행과 관리의 잘못이 누구한테 있는지에 대해선 언급하지 않았다 특히 이 사건 이전에 불거졌던 남북정상회담 대화록 일방공개 국정원 댓글 사건 수사 방해 등 온갖 잘못을 저질렀던 남재준 국정원장을 한사코 감싸고돌았던 본인의 잘못에 대해선 전혀 책임을 느끼지 못하는 듯한 태도였다 김외현 기자  내 구명조끼 입어 단원고 학생들의 마지막 영상 
