,x
1, 세월호 침몰 사고에 진도로 떠난 김정구 소식이 전해졌다 지난 일 오전 전남 진도군 관매도 인근 해상에서 여객선 세월호가 침몰해 안산단원고등학교 학생들을 비롯해 선사 직원 들이 인명피해를 입었고 현재도 구도 작업이 진행되고 있는 가운데 개그맨 김정구가 진도로 떠났다 지난 일 개그맨 김정구 역시 자신의 페이스북에 조그만 도움이라도 되고자 진도로 자원봉사 가는 길입니다 아이들도 저도 무사할 수 있도록 기도해주세요라는 글과 자신이 잠수하고 있는 모습의 사진과 잠수 자격증 사진을 게재했다 이어 일 김정구는 실시간 진도 하늘 도착했습니다라는 글을 남긴 뒤 약 시간 전 현장 도착했습니다 돕고오겠습니다 이제 휴대폰을 잘 못 볼 것 같아요라는 글을 남겨 진도에 도착했음을 전했다 김정구 외에도 이특의 누나 배우 박인영 역시 진도로 향했고 출신의 배우 정동남 역시 진도에서 봉사를 진행하고 있다 세월호 침몰 사고 현장을 찾는 김정구 소식에 누리꾼들은 세월호 침몰 사고에 직접 방문까지 하다니 멋있네요 세월호 침몰 사고 악플러 진짜 다 잡았으면 좋겠다 세월호 침몰 사고 박인영 김정구 정동남 진짜 제발 기적이 있기를 바랍니다 세월호 침몰 사고 박인영 김정구 정동남 진짜 멋있습니다 감사합니다 등의 반응을 보였다 
2, 세월호 침몰 사고에 정동남과 김정구 박인영이 진도로 직접 떠났다 지난 일 오전 전남 진도군 관매도 인근 해상에서 여객선 세월호가 침몰해 안산단원고등학교 학생들을 비롯해 선사 직원 들이 인명피해를 입었고 현재도 구도 작업이 진행되고 있는 가운데 정동남과 김정구 박인영이 진도를 찾았다 배우 박인영은 일 자신의 트위터에 구세군 홍보부장님과 친구 명 매니저 오빠들 명하고 같이 진도로 갑니다 작은 손길이지만 조금이나마 도움이 되길 바랍니다 모두 힘내세요라는 글을 남겨 진도를 찾는다는 소식을 전했다 앞서 지난 일 대한구조연합회 회장이기도 한 배우 정동남은 직접 세월호 침몰 사고 구조 작업에 나섰고 개그맨 김정구 역시 자신의 페이스북에 조그만 도움이라도 되고자 진도로 자원봉사 가는 길입니다 아이들도 저도 무사할 수 있도록 기도해주세요라는 글과 사진을 남겼다 세월호 침몰 사고 현장을 찾는 박인영 김정구 정동남 소식에 누리꾼들은 세월호 침몰 사고에 직접 방문까지 하다니 멋있네요 세월호 침몰 사고 악플러 진짜 다 잡았으면 좋겠다 세월호 침몰 사고 박인영 김정구 정동남 진짜 제발 기적이 있기를 바랍니다 세월호 침몰 사고 박인영 김정구 정동남 진짜 멋있습니다 감사합니다 등의 반응을 보였다 
3, 세월호 침몰에 개그맨 김정구가 진도로 향했다 지난 일 오전 전남 진도군 관매도 인근 해상에서 여객선 세월호가 침몰해 안산단원고등학교 학생들을 비롯해 선사 직원 들이 인명피해를 입었고 현재도 구도 작업이 진행되고 있는 가운데 개그맨 김정구가 진도에 도착했다고 밝혔다 개그맨 김정구는 지난 일 자신의 페이스북에 조그만 도움이라도 되고자 진도로 자원봉사 가는 길입니다 아이들도 저도 무사할 수 있도록 기도해주세요라는 글과 자신이 잠수하고 있는 모습의 사진과 잠수 자격증 사진을 게재했다 일 새벽 김정구는 이어 많은 응원과 걱정 해주셔서 감사합니다 궁금해하시는 분들이 많아 글을 올립니다 첫차로 진도로 가서 다이버 팀에 합류하려 합니다 그리고  여명의 다이버 중 산업잠수를 하신 분들은 분의 정도라고 합니다 그리고 작업이 더뎌지고 있는 것은 작업선이 턱없이 모자란다고 합니다 어선으로는 공기통을 메고 들어가는 작업밖에 할 수 없고 지금 상황에서는 자살 행위라고 합니다라는 글을 적었다 이어 표면공급식 잠수를 해야 잠수사도 안전하고 효율이 배로 상승합니다 산업잠수 인력이 필요하다고 합니다라며 작업 현장에 대한 상세한 글을 게재한 뒤 오전에는현장 도착했습니다 돕고오겠습니다 이제 휴대폰을 잘 못 볼 것 같아요라는 글로 진도에 도착했음을 전했다 세월호 침몰 사고에 개그맨 김정구 방문이 알려지자 누리꾼들은 세월호 침몰 사고에 직접 방문까지 하다니 멋있네요 세월호 침몰 사고 악플러 진짜 다 잡았으면 좋겠다 세월호 침몰 사고 개그맨 김정구 진짜 제발 기적이 있기를 바랍니다 세월호 침몰 사고 박인영 개그맨 김정구 진짜 멋있습니다 감사합니다 등의 반응을 보였다 
4, 세월호 침몰 사고에 김정구와 박인영이 진도로 떠났다 지난 일 오전 전남 진도군 관매도 인근 해상에서 여객선 세월호가 침몰해 안산단원고등학교 학생들을 비롯해 선사 직원 들이 인명피해를 입었고 현재도 구도 작업이 진행되고 있는 가운데 김정구와 박인영이 진도행을 결정했다 슈퍼주니어 이특의 누나로 유명한 배우 박인영은 일 자신의 트위터에 구세군 홍보부장님과 친구 명 매니저 오빠들 명하고 같이 진도로 갑니다 작은 손길이지만 조금이나마 도움이 되길 바랍니다 모두 힘내세요라는 글을 남겨 진도에 방문한다고 알렸다 앞서 지난 일 개그맨 김정구 역시 자신의 페이스북에 조그만 도움이라도 되고자 진도로 자원봉사 가는 길입니다 아이들도 저도 무사할 수 있도록 기도해주세요라는 글과 자신이 잠수하고 있는 모습의 사진과 잠수 자격증 사진을 게재했다 세월호 침몰 사고 현장을 찾는 박인영 김정구 소식에 누리꾼들은 세월호 침몰 사고에 직접 방문까지 하다니 멋있네요 세월호 침몰 사고 악플러 진짜 다 잡았으면 좋겠다 세월호 침몰 사고 박인영 김정구 정동남 진짜 제발 기적이 있기를 바랍니다 세월호 침몰 사고 박인영 김정구 정동남 진짜 멋있습니다 감사합니다 등의 반응을 보였다 
5, 지난 일 진도 해상에서 침몰한 여객선 세월호에서 갑판으로 통하는 비상구가 잠겨있는 경우가 많았다고 조선이 보도했다 이 배를 자주 이용한 화물차 운전기사들은 세월호에는 각층에서 개씩 다른 출입문이 있지만 승객 통제를 위해 모두 잠궈놓고 있었다고 증언했다 다음은 조선 보도 원문 ☞ 해당 뉴스 조선 영상 보러가기 앵커 문제는 또 있습니다 세월호를 수십번씩 탄 화물 기사들은 갑판으로 통하는 비상구가 잠겨 있을 때가 많았다고 증언했습니다 계속해서 정세영 기자의 단독 보도입니다 리포트 세월호 출발 지난 일 인천항을 떠나는 세월호입니다 승객들이 올라타는 배 가운데에 층 출입문이 보입니다 이 배를 자주 이용해 온 화물차 운전기사들은 이를 포함 소수의 출문을 제외하고는 이용할 수 없었다고 말합니다 층마다 개씩 다른 출입문들이 있지만 승객 통제 차원에서 모두 잠궈놓는다는 게 세월호를 수년간 이용한 화물차 운송기사들의 증언입니다 녹취 김모씨 화물차 운송업 그 밑에 분명히 비상구는 있거던요 근데 다 잠겨 있어요 그러니까 배 전체 통틀어서 탈출구는 단 하나 또 화물기사들은 세월호 내부엔 뱃고동이 울리면 긴급히 대피해야 한다는 매뉴얼이 붙어있다고 증언합니다 하지만 진도 앞바다에서 배가 침몰할 때 뱃고동은 울리지 않았습니다 녹취 정모씨 화물차 운송업 각 벽마다 붙어있어요 장음으로 올리면 대피해라 조타실에서 밖에 못 울리잖아요 배가 기우는데도 불구하고 아쉬운거죠 세월호는 지난해 월 일부 화물기사들 간 다툼이 벌어져 해경 출동을 기다리며 여분 간 바다 위에 떠 있었는데 당시에도 승객들에겐 방에서 대기하라는 안내방송만 나왔습니다 녹취 김모씨 화물차 운송업 이대로라면 반드시 사고가생길 수밖에 없는 구조에요 어디서 탈이 나도 나게 돼 있어요 반드시 청해진해운 측은 조선의 취재에 응하지 않았지만 뱃고동 메뉴얼 여부에 대해선 선원들이 경찰 조사를 받고 있어 확인하기 어렵다고 서면 브리핑을 통해 밝혔습니다 조선 정세영입니다 
6, 여객선 세월호가 전남 진도 해상에서 침몰한 지 사흘째인 일 오후 물 속으로 완전히 가라 앉았다 서해지방해양경찰청은 이날 낮 시 분쯤 수면 위로 드러나 있던 세월호의 뱃머리 부분마저 물 속으로 가라 앉아 시야에서 완전히 사라졌다고 밝혔다 해경은 세월호 선체가 옆으로 기울어 배가 완전히 가라앉은 것인지 아니면 만조로 인해 바닷물 수위가 상승해 배가 잠긴 것인진 지켜봐야 한다고 밝혔다 최상환 서해해양경찰청 차장은 만조와 바람의 영향으로 뱃머리 부분이 앞으로 기울면서 물 아래로 가라앉은 것이라며 파도가 출렁이면서 현장에서는 뱃머리가 보였다 안 보였다를 반복하고 있다고 설명했다 세월호는 이날 오전 시쯤 뱃머리 부분  정도만 간신히 물 위로 모습을 드러내고 있었다 물 위로 드러난 부분은 돌출된 선수 아랫 부분이었다 세월호는 침몰 이틀째인 일부터 눈에 띄게 물에 잠기기 시작했다 해경은 물이 빠진 간조 시간에도 세월호 선체 대부분이 물에 잠긴 점 사고 해역이 우리나라에서 두번째로 유속이 빠른 곳이란 점을 미뤄볼 때 해저 바닥에 박힌 채 서 있던 선체가 서서히 기울고 있는 것으로 보고 있다 세월호 선수 앞  부분에 묶어 놓은 구조용 밧줄은 그대로 남아있는 것으로 파악되고 있다 
7, 세월호 침몰 사고 소식에 연예계 역시 깊은 애도를 전하고 있다 지난 일 오전 전남 진도군 관매도 인근 해상에서 여객선 세월호가 침몰해 안산단원고등학교 학생들을 비롯해 선사 직원 들이 인명피해를 입었고 현재도 구도 작업이 진행되고 있는 가운데 많은 스타들의 애도를 전한 가운데 시크릿 한선화 역시 애도를 전했다 한선화는 지난 일 자신의 트위터에 제발제발이라는 글을 남겼다 이어 한선화는 세월호 침몰사고 봉사활동 모집글과 구조 물품을 작성하는 글 세월호 구조자 모집 글 등을 리트윗하며 많은 사람들에게 알려지도록 했다 이어 일 진짜 눈물밖에 안 나온다 아 제발 답답해라는 글로 답답한 심경을 드러내 더욱 안타까움을 자아냈다 이후에도 세월호 관련 도움글을 리트윗 하는 등 꾸준한 도움을 주는 모습을 보였다 세월호 침몰 사고에 누리꾼들은 세월호 침몰 사고에 악플 다는 노답들 진짜 싫다 세월호 침몰 사고 악플러 진짜 다 잡았으면 좋겠다 세월호 침몰 사고 진짜 제발 기적이 있기를 바랍니다 등의 반응을 보였다 
8, 남희석과 김창렬이 세월호 침몰에 관한 의 민간 잠수부 홍가혜 인터뷰를 언급했다 일 오전 은 민간잠수부로 알려진 홍가혜와 세월호 침몰에 관련해 인터뷰를 진행했다 해당 인터뷰에서 홍가혜는 현장 정부 관계자가 대충 시간이나 떼우고 가라고 말했다 현지 상황은 언론에 보도된 것과 다르다고 주장을 했다 이를 본 김창렬은 자신의 트위터에 과 인터뷰를 진행한 홍가혜의 인터뷰 기사를 링크한 뒤 언론은 진실을 이야기해주시고 빨리 실종자들을 살려주세요라는 글을 남겼다 하지만 홍가혜의 주장은 사실과 달랐고 결국 보도국장이 이에 대해 공식 사과를 했다 이에 김창렬은 다시 트위터에 홍가혜란 분 진짜인가요 그럼 내용 내리겠습니다  알지 못하고 올려 죄송합니다 하루종일 뉴스보도 검색하고 그러는 사이에 조금 충격적인 뉴스에도 민감하게 반응하게 됐나봅니다 모두에게 특히 실종자 가족들께 죄송합니다라며 사과글을 게재했다 그런 가운데 개그맨 남희석 역시 일 자신의 트위터에 이럴 때 인터뷰 대상 선정은 정말 신중해야라며 홍가혜 인터뷰에 일침을 가하는 발언을 해 화제가 되기도 했다 세월호 침몰 홍가혜 인터뷰에 누리꾼들은 세월호 침몰 홍가혜 원래 허언증아님 세월호 침몰 남희석이 홍가혜 인터뷰에 일침가했네요 세월호 침몰 김창렬 씨도 잘 모르고 그랬겠죠 홍가혜 인터뷰 진짜 어이 없다 등의 반응을 보였다 
9, 남희석이 세월호 침몰 사고 민간잠수부 인터뷰를 언급했다 은 일 오전 민간 잠수부로 알려진 홍가혜 씨로부터 세월호 침몰 사고 현장에 대한 인터뷰를 진행했다 해당 인터뷰에서 홍가혜 씨는 현장 정부 관계자가 대충 시간이나 떼우고 가라고 말했다 벽 사이로 생존자와 대화에 성공한 잠수부가 실제 있다 현지 상황은 언론에 보도된 것과 다르다라고 주장했다 이것이 방송된 후 진도실내체육관에 있는 실종자 가족들은 근처에 있던 해경들의 멱살을 잡고 울분을 토하는 등 통제 불능 사태까지 갔다 하지만 누리꾼들은 홍 씨의 등과 과거 사칭의혹이 있다는 점을 들어 의문을 제기했고 해당 인터뷰에 대한 신뢰도는 급격히 떨어졌다 이에 남희석은 자신의 트위터에 이럴때 인터뷰 대상 선정은 정말 신중해야라고자신의 의견을 밝혔다 세월호 침몰 사고 민간잠수부 인터뷰 남희석 언급에 누리꾼들은 세월호 침몰 사고 민간잠수부 인터뷰 보고 정말 가슴이 철렁했다 세월호 침몰 사고 민간잠수부 인터뷰 남희석씨 말에 동의합니다 세월호 침몰 사고 민간잠수부 인터뷰 정말 이럴 때 저런 말들을 서슴없이 내뱉다니 등의 반응을 보였다 한편 세월호 침몰 사고 민간잠수부 인터뷰 논란에 측은 현재 보도국에서 홍가혜씨가 민간 잠수부가 맞는지 정보를 취합 중이다 결론이 나는 대로 이동원 보도국장이 직접 시 분 뉴스에 출연해 사과와 공식입장 등을 전할 것이라고 밝혔다 
10, 세월호 침몰에 관련해 의 홍가혜 인터뷰가 논란이 된 가운데 김창렬과 남희석이 이를 언급했다 일 오전 은 민간잠수부로 알려진 홍가혜와 세월호 침몰에 관련해 인터뷰를 진행했다 해당 인터뷰에서 홍가혜는 현장 정부 관계자가 대충 시간이나 떼우고 가라고 말했다 현지 상황은 언론에 보도된 것과 다르다는 내용의 인터뷰를 진행했다 이를 본 김창렬은 같은날 자신의 트위터에 과 인터뷰를 진행한 홍가혜의 인터뷰 기사를 아웃링크한 뒤 언론은 진실을 이야기해주시고 빨리 실종자들을 살려주세요라는 글을 남겨 언론을 비판하는 모습을 보였다 하지만 해경에 따르면 홍가혜의 주장은 사실과 달랐다 이에 결국 보도국장이 공식 사과를 전했다 이를 본 김창렬은 다시 트위터에 홍가혜란 분 진짜인가요 그럼 내용 내리겠습니다  알지 못하고 올려 죄송합니다 하루종일 뉴스보도 검색하고 그러는 사이에 조금 충격적인 뉴스에도 민감하게 반응하게 됐나봅니다 모두에게 특히 실종자 가족들께 죄송합니다라며 사과글을 게재했다 그런 가운데 개그맨 남희석 역시 일 자신의 트위터에 이럴 때 인터뷰 대상 선정은 정말 신중해야라며 홍가혜 인터뷰에 일침을 가하는 발언을 해 눈길을 끌었다 세월호 침몰 홍가혜 인터뷰에 누리꾼들은 세월호 침몰 홍가혜 원래 허언증아님 세월호 침몰 남희석이 홍가혜 인터뷰에 일침가했네요 세월호 침몰 김창렬 씨도 잘 모르고 그랬겠죠 홍가혜 인터뷰 진짜 어이 없다 등의 반응을 보였다 
