,x
1,기부한 액수는 달라도 세월호 침몰 사고의 유족과 실종자 가족을 위한 마음은 같았다 세월호 침몰 사고 희생자들을 위한 기부 행렬이 이어지고 있어 관심을 모으고 있다  일 진도 팽목항에서 실종자 가족들에게 한 여성이 다가가 이것 좀 마시고들 하세요라며 정체불명의 검은 비닐봉지를 전달하고 떠났다 최아무개 씨는 무심코 비닐봉지를 받아 두었다 음료수라 생각하고 옆에 두었던 비닐봉지를 나중에 열어보니 현금  만원이 들어있었다 실종자 가족들은 의문의  만원을 경찰에 신고했다 경찰이 폐회로티브이를 뒤지고 비닐봉지 지문감식까지 한 결과  만원의 정체는 익명의 여성이 전달한 기부금이었다 경찰은 이 여성이 어려운 일을 겪은 가족들에게 도움이 되고 싶었을 뿐이다 내 신원은 밝히지 말아달라고 신신당부했다고 전했다 이 금액은 세월호 희생자를 위한 기부금에 합산될 예정이다전남 광주 염화로에 사는 김완겸씨는  일 에   용지  장 분량의 편지와 함께 기부금  만원을 보내왔다 김씨는 편지에서 살아남은 자의 죄책감을 호소했다 김씨는 고 이었던  년  월을 언급하며 지금도 그날 그 세상이 뒤집어질 것만 같은 총성과 총알이 뚫고간 친구의 다리가 지금도 눈에 선하다고 했다 이어지금도 그 환영과 환청속에 스스로를 가두고 채찍질하고 남은 이와 어우러지고자 담금질하고 있다며 감히 오늘  년의 어처구니 없는 제 목숨 아까워 수백명의 인명을 나 몰라라하고 대책없이 도망간 그사람들의 행위가 술에 취한 공수부대원들의 무차별 구타행위와 무엇이 다른가 가슴이 섬뜩하다고 글을 남겼다본인 스스로 하루  만원의 대리운전으로 생활을 영위해 가고 있다고 설명한 김씨는 하루 일당을 온전히 기부하고서도 너무 죄송합니다 유족들 위해 주세요라고 편지를 마무리했다박수지 기자 ▷ 김완겸씨가 보낸 편지감히 못난 국민의 일원으로 한 글자 적고자 합니다  년  월 일 비보를 접하고 인생 밑바닥을 헤메고 있다고 생각하면서 어찌됐든 살아보려 했던 제 자신이 한없이 부끄럽습니다 국가가 아니 주변의 모든 것들이 제 자신만 잘하면 언젠가는 제자리를 찾아갈 수 있다는 믿음은 항상 저하고 같이 했습니다 년 고 박정희 대통령께서 서거하실 때 전남기계공고 빵 우유가 중단되었습니다 그 후로 다행히 어머님의 그늘에서 전문대학교도 졸업했습니다그러나 항상 살아가면서 모든게 불안했습니다고등학교  학년때의    월 일날 군인들에게 어깨를 개머리판으로 맞고 집으로 돌아갔을 때 어머니는 저녁내 물찜질을 해 주셨고 너 이후로 나가면 죽는다 하신 말 때문에 이틀을 참다 수없는 함성에 며칠을 미친놈 마냥 뛰어 다녔습니다눈으로 마음으로 느끼고 보아왔던 사람들은 지금도 그 환영과 환청 속에 스스로를 가두고 채찍질하고 또한 남은 이와 어우러지고자 담금질하고 있습니다 저는 몰랐습니다 제 자신 그 속에서 그 나머지 군중 속에서 탈출했다고 스스로 위안하고 나머지 더 큰 대중 속으로 이완했다고 자부했습니다이제 그 세월이  년이 지났지만 그날 세상이 뒤집어질 것만 같은 총성과 총알이 뚫고 간 친구의 다리가 지금도 눈에 선합니다감히 오늘  년의 어처구니 없는 제 목숨 아까워 수백명의 인명을 나 몰라라하고 대책없이 도망가는 그사람들의 행위가 술에 취한 공수부대원들의 무차별 구타 행위와 무엇이 다른가 가슴이 섬뜩합니다세월이 지나면 잘잘못을 가리면서 언젠가 사람들의 뇌리에서 서서히 지워져 가겠지만 엊그제 부일여고 생존자 재미 여학생의 격려문에서 보시다시피 인생의 한 단편은 특히 괴로운 기억은 절대 잊혀지지 않습니다전문가들에 의해서 날마다 떠들어대는 방송을 보면서 수도없이 반복되는 발표와 남은 유족들은 안중에도 없는 어처구니 없는 위정자들의 막말 그리고 생각 없는 언행들을 볼 때마다 어찌 그리 그 시절 그 사람들의 행위를 똑같이 닮아가고 있는지 너무도 가슴이 먹먹합니다만사 제쳐놓고 현장으로 달려가 남은 이들을 위로하고 계시는 국민 자원봉사자분들께 한없이 존경의 뜻을 전하고 싶습니다제 자신 하루  만원의 대리운전으로 생활을 영위해 가고 있다 보니 감히 동참하지 못하고 있습니다그러나 마음만은 돌아가신 분들 실종자분들 그리고 그 유족들과 항상 영원히 함께 하겠습니다제가 넉넉하지 못해 더이상 도움을 드리지 못해 죄송합니다지금까지 대한민국 국민의 일원으로 살아오게 해 주신 것만 해도 감사합니다 기자님  만원 보냅니다 유족들 위해주세요너무 죄송합니다 세월호 임시합동분향소끊이지 않는 추모행렬 한겨레포커스 노란리본에 기적의 염원 담아한겨레포커스 
2,세월호 침몰사고로 전 국민이 비통해하고 있는 가운데 안전행정부 장관 출신인 새누리당 유정복 인천시장 예비후보가 선거 운동을 하고 있는 것이 확인돼 구설에 올랐다 유 후보는 안정행정부 장관이던 지난  월 일 청와대 업무보고에서 이전 정권에서는 해마다  명 이상 사망하는 대형사고가 발생했지만 지난해에는  년 만에 그런 사고가 발생하지 않았다고 한 발언이 알려져 도마에 오른 바 있다  일 새누리당 관계자들의 말을 종합하면 유 후보는 지난  일 오후 인천시 부평의 한 새누리당 구의원 후보 사무실에서 열린 새누리당 지방선거 후보 모임에 참석해 선거 운동을 했다 이날 모임에는 부평 지역 구청장 시의원 구의원 선거에 출마한 새누리당 후보  여명이 모였다 유 후보는 이 자리에서  표  표 모아봐야 한방이면 날아간다 한꺼번에 천표 만표를 얻어야 한다 그러기 위해서는 경쟁력 있는 시장 구청장후보이 같이 가야 한다 누가 경쟁력이 있는지는 아실 것이다 제대로 된 후보를 선정해야 한다고 말했다 새누리당 인천시장 경선에서 자신을 선택해 달라는 취지의 발언이다 유 후보는 선거는 줄 선거다 전략을 잘 세우면 모두 당선될 수 있고 당선시킬 수 있다 서로 견제하면 공멸이다 새누리당의 압도적인 힘으로 밀어붙이면 가능하다고 덧붙였다 그는 자신이 부평구에 선거사무실을 차린 이유에 대해 새누리당 취약지역이어서 일부러 선택했다고도 했다 특히 야당을 적으로 간주하며 무력화시켜야 한다는 표현도 서슴지 않아 정치적 논란도 예상된다 유 후보는 세월호 침몰 사고 직전까지 재난을 책임지는 안전행정부 장관을 지냈지만 이 사고에 대해서는 전혀 언급하지 않았다 유 후보는  분 넘게 발언한 뒤 참석자들과 일일이 사진 촬영을 했다 이아무개 씨는 유 후보는 세월호 사고 직전까지 국민의 안전을 책임지겠다며 부처 이름까지 바꾼 안전행정부 장관이었다 이런 분이 자제는 못할망정 새누리당 후보들을 모아놓고 선거운동을 했다는 것은 그동안 국민의 안전을 강조한 게 말 뿐이라는 것이라고 말했다 유 후보는 이날 보도자료를 내어 세월호 사고 이후 선거와 관련한 대외 활동을 중단해 왔다 그럼에도 불구하고 지난  월 일 인천 부평구의 모 후보 사무실을 방문한 것은 국민적인 애도 분위기 속에서 부평 지역 새누리당 구청장 및 시구의원 후보자  여명으로부터 서로의 공약에 대해 의논하고 활용 방안을 공부하는 자리에 참석해달라는 요청을 받아 사무실에 들르게 된 것이라고 해명했다 김영환 기자  한겨레 김어준의   진도와 이종인 
3,여객선 세월호 침몰사고로 유가족은 물론 국민들이 비통해 하고 있는 가운데 공무원들이 외국 여행을 떠나 눈총을 사고 있다 일 인천시와 동구에 따르면 동구청 소속  년 이상 장기 근속자  명과 가족  명 등  명이  박 일 일정으로 지난  일 유럽으로 여행을 떠났다 이들 공무원과 가족은 영국 이탈리아 스위스 프랑스 등 서유럽  개국을 관광하고 다음달  일 돌아올 예정이다 이들 중 공무원은 정년을  년 앞둔 공무원들로 과장  명 기능직  명 일반직  명 등이다 동구는 이들 공무원과 가족의 해외여행에  인당  만원씩 모두  만원의 예산을 지원했다 이들 공무원은 인천시가 지난  일과  일 두 차례 걸쳐 공무원들의 품위 손상 행위 금지 등을 들어 여행을 자제하도록 지시했지만 이를 무시하고 여행을 떠났다 동구 관계자는 미리 예약이 돼 있어 위약금  만 만원에 달해 예정대로 진행했다 잘못된 것으로 판단돼 귀국 비행기 편을 알아보고 있다고 말했다 충북 단양군 부군수 등 간부 공무원들도 부부 동반 국외 여행을 떠났다충북도는 단양군 부군수 ㄱ씨 등 단양군  급 공무원  명이 고교 동창  명과 함께 지난  일 크로아티아 등 동유럽권으로 부부 동반 여행을 떠났다고  일 밝혔다 이들은 오래전부터 계획을 한 데다 취소하기가 어려워 여행을 추진한 것으로 알려졌다충북도와 단양군뿐 아니라 안전행정부도 이들이 국외여행을 떠난 경위 등에 대한 조사에 나섰다 충북도 관계자는 정부가 여행 자제 지시를 내렸는데도 이들이 여행을 떠난 것은 적절하지 않은 것이다 여행 경위 등을 조사한 뒤 적절한 조처를 할 계획이라고 말했다 인천 단양김영환 오윤주 기자  한겨레 김어준의   진도와 이종인 
4,객실 의자와 탁자 사이에 끼어 있는 시신들이 있다 빼려고 해도 안 빠진다 아저씨가 좋은 데 보내줄게 좀 나와줄래 이렇게 말하며 울면서 수습 작업을 하고 있다 세월호 침몰 사고 열흘째인  일 민관군 합동구조팀 잠수요원들이 수색 상황과 관련한 공식 브리핑을 열었다 수색구조 작업이 시작된 뒤 잠수요원들이 직접 언론에 설명을 한 것은 처음이다 구체적인 진행 상황을 알려 달라는 실종자 가족들의 요구를 의식한 조처로 보인다 해군 해난구조대 출신으로 천안함 침몰 당시 함미 쪽 인양 작업에 참여했다는 전광근씨는 주검 수습의 어려움을 토로했다 전씨는 객실 문틈에 구명조끼가 끼인 시신은 구명조끼를 벗긴 뒤에야 수습이 가능하다 이럴 때는 부력이 약해져서 잠수요원  명이 함께 시신을 들고 올라와야 한다고 설명했다 승객들의 상당수는 사고 당시 배가 왼쪽으로 기울기 시작하자 반대편인 오른쪽 객실과 공간으로 피신한 것으로 추정됐다 사고 해역 현장에서 해군 지휘를 맡고 있는 김진황 대령은  명이 묵고 있는 것으로 파악한  층 객실에서 희생자  명이 나왔다 학생들이 우현 쪽으로 피신했던 것 같다 이런 피신 상황 등을 기반으로 수색 지역 우선순위를 정해 작업을 하고 있다고 했다 현재 합동구조팀은 전체  개 격실 가운데  분의   정도인  개 격실 수색을 마쳤다 합동구조팀은  층 선수 쪽에 실종자  명 정도가 있을 것으로 보고 이 부분의 격실을 집중 수색하고 있다고 밝혔다 수색 작업은 점점 어려워지고 있다 수면을 향하고 있는 우현 쪽은 창문을 깨고 들어가 수색이 수월했지만 해저에 붙은 좌현 쪽으로 이동하려면 복잡한 선체 내부를 헤쳐 가야 하기 때문이다 선내 복도의 폭도   정도에 불과한데다 공기통까지 메고 통과해야 한다 수심도 이제까지 알려진 것보다   이상 깊은   지점도 있다고 한다 주환웅 해군 상사는 배가 옆으로 누워 있다 문은 열리지도 않고 시야가 너무 제한돼 있다 부유물이 너무 많은데 이를 헤쳐 나가기 힘든 상황이라고 했다 이와 관련해 김 대령은 절단기로 선체 등을 잘라내는 데 시간이 걸린다 에어포켓선내 공기층은 처음 뒤집혀 있었을 때는 분명히 남아 있었을 텐데 점점 사라진 것으로 추정된다고 했다 그러면서 수색팀과는 별개 팀이 선체 인양에 대비한 준비도 해야 한다 그러면 수색에서 인양으로 전환했을 때 최대한 시간을 단축할 수 있다 인양 전문가를 초빙해 조언도 구하고 있는 것으로 알고 있다고 했다 한편 이날 범정부사고대책본부는 논란이 됐던 다이빙벨과 민간 잠수부들을 수색에 투입했다 전날 실종자 가족들의 거센 항의 끝에 투입이 결정된 민간 잠수부들은 합동구조팀과는 별도의 팀을 꾸려 수색 작업에 참여했다 구조팀에 속해 있지는 않지만 해군의 지휘를 받았다 구조 작업에 참여한 황대영 한국수중환경협회장은 해군 장비를 지원받아 오전에 새로 가이드라인을 내렸다 새벽에  명이 투입됐고 오후에는  명의 민간 잠수부가 작업을 했다고 설명했다 마찬가지로 전날 밤 투입이 결정된 다이빙벨은 오전  시 분께 전남 진도 팽목항에 도착한 뒤 다시 사고 해역으로 옮겨졌다 다이빙벨은 수면 위에서 직접 공기를 공급하는 종 모양의 철제 구조물로 이 안에서 잠수요원들이 휴식을 취할 수 있어 공기통을 직접 메고 잠수하는 방식보다 장시간 수색이 가능하다 다이빙벨을 사용하면 현재  분인 작업 시간을  시간 정도까지 늘릴 수 있는 것으로 알려졌다 합동구조팀은 깊은 수심에서는 다이빙벨을 활용하고 얕은 수심에서의 수색은 기존처럼 공기통 잠수요원들을 활용하는 투 트랙 수색을 벌이기로 했다  일 새벽에는 미국 해군 구조함 이 도착해 수색을 지원하게 된다 이날 해양수산부는 세월호 사고 뒤에도 연안여객선 안전 관리가 달라지지 않았다는 보도  월 일치  면와 관련해 모든 탑승자에게 전산 발권을 실시하고 승선자 신분 확인을 철저히 하도록 즉시 개선하겠다고 밝혔다진도박승헌 박기용 기자  한겨레 김어준의   진도와 이종인 그날 이후 한겨레 
5,한국을 방문한 버락 오바마 미국 대통령은 첫날인  일 진도 앞바다 여객선 침몰사고로 슬픔에 빠진 한국을 애도하는 데 각별한 공을 들였다 이날 오후 청와대에서 열린 한미 정상회담은 세월호 참사의 희생자들을 기리는 묵념으로 시작됐다 오바마 대통령이 한국의 동맹국으로서 친구로서 큰 희생자와 사망자가 생긴 것에 대해 깊은 슬픔을 느낀다며 먼저 묵념을 제안했다 두 정상과 양국 참모진은  초 동안 고개를 숙이고 희생자들을 추모했다 박근혜 대통령은 직접 위로의 뜻을 전해주시고 구조함 파견 등 적극적으로 지원해주셔서 국민에게 큰 위로와 힘이 된다며 감사의 뜻을 전했다 오바마 대통령은 위로의 마음을 담은 징표로 박 대통령에게 세월호 참사 당시 백악관에 게양됐던 성조기를 건넸으며 안산 단원고등학교에는 백악관의 목련 묘목을 전달했다 이 목련은  년대 중반 앤드루 잭슨 대통령 대이 먼저 세상을 떠난 아내를 기려 백악관 남쪽 잔디밭에 심은 것으로 잭슨 목련으로 불린다 오바마 대통령은 이 목련은 아름다움을 뜻하고 봄마다 새로 피는 부활을 의미한다며 그 모든 학생들과 의미가 같다 이 목련을 통해 가족과 사랑하는 이들을 잃은 분들에게 미국이 느끼는 깊은 연민을 전달하고자 한다고 설명했다 오바마 대통령은 이날 서울 종로구 경복궁을  분가량 둘러봤지만 애초 검토됐던 문화 체험 등의 일정은 모두 생략됐다 애초 문화재청이 준비한 악기춤노래도 취소됐다 청와대 행사도 비교적 간략하게 진행됐다 환영 행사는  분간 짧게 진행됐고 외빈이 올 때 여는 전통 의장대 사열이나 취타대 연주 어린이 환영단 행사 등 부대 행사도 생략됐다 정상회담 이후 열린 만찬도 음악 없이 업무 위주로 진행됐다 이날 만찬 메뉴는 미국산 쇠고기로 만든 안심 스테이크와 구절판 신선로 등이었다 앞서 검은색 양복에 남색 줄무늬 넥타이 차림의 오바마 대통령은 이날 낮 평택 미 공군 비행장에 도착한 뒤 곧바로 서울 용산구 전쟁기념관을 향했다 마중 나온 이들을 향해 손을 번쩍 들어 인사했지만 평소처럼 환하게 웃지 않고 엄숙한 표정이었다 전쟁기념관에 도착한 오바마 대통령은 한국전쟁 당시 전사한 미군 장병들의 이름이 적힌 추모비 앞에서 묵념하고 헌화했다 그는 미국의 각 주에 있는 명비 중에서도 자신의 고향인 하와이 출신 전사자를 기리는 추모비를 선택해 추모했다 오바마 대통령은 또 정상회담 뒤 대한제국 국새 등 문화재  점을 돌려주는 행사에 참석해 한국전 당시 한국의 인장과 옥새를 미국 해병대 병사가 가지고 돌아갔는데 그 병사가 문화재의 역사적 중요성을 몰랐던 것 같다 나중에 미망인이 중요성을 깨닫고 돌려주겠다는 의사를 밝혔는데 이는 미국이 한국과 한국 국민을 존경한다는 의미이기도 하다고 말했다 서보미 김외현 기자  한겨레 김어준의   진도와 이종인 
6, 일 경기도 고양시 일산호수공원에서 열리는 고양국제꽃박람회를 찾은 어린이들이 꽃구경을 하고 있다 이날 개막한 고양국제꽃박람회는  개국  개 업체가 참가해  월 일까지 진행된다 올해는 세월호 희생자들을 애도하기 위해 개폐회식과 이벤트성 문화행사는 취소했다 고양뉴시스 
7,세월호 참사에 대한 애도의 뜻으로 방한 일정을 차분하게 보내고 있는 버락 오바마 대통령이 끝내 특유의 유머와 재치를 감추지 못했다  일 오후 청와대에서 열린 한미 정상 공동 기자회견에서 한 외신 기자가 오바마 대통령에게 러시아의 블라디미르 푸틴 대통령이 물에 빠지면 구해줄 것이냐며 돌발 질문을 던졌다 우크라이나에 대한 군사적 개입으로 미국과 갈등을 빚고 있는 블라디미르 푸틴 대통령이라 하더라도 위기의 순간에서는 선의를 베풀겠느냐는 뜻이었다 오바마 대통령은 푸틴을 당연히 구할 것이다고 망설임 없이 대답했다 그러면서 그 누구라도 물에 빠지면 나는 그를 구할 것이며 또 나는 하와이에서 자라서 수영을 잘한다고 이유를 덧붙였다 오바마 대통령은 방한 기간중 일정를 줄이고 행사를 축소하는 등 세월호 참사로 깊은 슬픔에 빠진 희생자 가족과 한국 국민을 위로하는 데 각별히 공을 들여왔다 서보미 기자  한겨레 김어준의   진도와 이종인 
8,언니 그리고 오빠 두 번 다시 이런 나라에 태어나지 마세요 잘 가거라 형이 꼭 나쁜 어른들과 끝까지 싸워 다시는 슬픈 일이 없도록 할게 활짝 피어 보지도 못하고 허망하게 스러진 언니와 오빠 그리고 동생과 형을 가슴에 묻은 또래 청소년들의 분노가 커져 가고 있다 이들은 영정 속에서 웃고 있는 앳된 얼굴들을 물기 어린 눈으로 바라보며 무능하고 무책임한 정부와 어른들의 행태를 곱씹었다 세월호 침몰사고 직후 경기도 안산 단원고를 중심으로 나붙기 시작한 청소년들의 소원지쪽지는 희망에서 애도로 다시 분노로 변해 가고 있다 임시 합동분향소가 차려진 안산올림픽기념관 앞에 놓인 메모판에는 이들의 심리 상태가 생생하게 담겨 있다 사고 초기 소원지에는 기다릴게 꼭 돌아와라 이제 같이 공부해서 함께 대학 가야지라는 등의 염원이 배어 있었다 그러나 정부가 수시로 말을 바꾸고 구조 과정에서도 허둥지둥하자 소원지도 분노로 뒤덮이고 있다 한 여고  학년생은 더러운 대한민국 이렇게 부끄러운 적이 없었다는 쪽지 글을 남겼다 또다른 학생은 차가운 바닷속에 무서움에 질려 울었을 저희 후배들을 생각하라 이런 권력에 귀를 막고 눈을 감는 사람들이라면 정말 싫다고 적었다 인터넷과 카카오톡 등 사회관계망서비스를 통해 훨씬 풍부한 정보를 접하고 있는 이들의 눈에는 대책도 진정성도 없는 정부의 모습이 불신의 대상으로 비칠 수밖에 없다는 게 전문가들의 분석이다 청소년을 돈벌이 수단으로만 여기는 사회 풍토를 질타하기도 했다 안산 신길중학교  학년 학생은 서로 이익만 챙기는 사회다 어른들의 욕심으로 언니 오빠들의 목숨이 하루아침에 사라졌다고 적었다 또다른 학생은 도덕을 배우는 이유는 무엇인가요 부디 어른들은 비도덕적으로 살지 마세요 꽃다운 우리들의 목숨이 안전했으면 좋겠습니다라고 호소했다세월호 희생자들의 임시합동분향소가 마련된  일 오후 경기 안산시 고잔동 올림픽 기념관을 찾은 시민들이 헌화하며 애도하고 있다 분향소 앞에 길게 줄 선 조문객들 안산이정아 기자  더딘 구조작업과 무능한 정부에 대한 원망도 빼놓지 않았다 경기도 남양주시 도농중  학년 유아무개군은 나라에서는 거짓말만 하고 있다 구조한다고 말만 하고 아무 일도 안 하는 것 같다고 썼다 소를 잃고도 외양간을 고치지 못하는 나라다 비극이 너무도 많은데 왜 정신을 못 차리는지 모르겠다는 쪽지도 붙었다 또다른 학생은 형 누나들은 아마도 제일 억울한 것이 공부만 하다가 돌아가신 걸 거예요 공부하다 머리 식히러 갔을 텐데라고 적었다 한국청소년정책연구원 윤철경 연구위원은 사실상 공부하는 동물로 사육당하는 청소년들은 위기 상황에서 어떻게 스스로 판단하고 위험에서 벗어날지를 가르치지 않은 어른들을 질타할 수밖에 없다 이들이 이번 사고를 계기로 기성세대를 불신하는 모습을 보이는 것은 슬프지만 당연한 일이라고 분석했다 최근  년 사이에도 청소년들이 사고로 희생되는 일이 잇따랐다 지난해  월 일 충남 태안군 안면도의 사설 해병대 캠프에서 교육을 받던 고교생  명이 교관의 지시에 따라 구명조끼도 입지 않은 채 바다로 들어갔다가 파도에 휩쓸려 숨졌다 지난  월 일에는 경북 경주 마우나오션리조트 체육관이 붕괴돼 부산외국어대 신입생 등  명이 숨지고  명이 다쳤다 이번 세월호 침몰사고로 숨지거나 실종된 단원고 학생은  명에 이른다 안산김기성 김일우 홍용덕 기자   그날 이후 한겨레포커스 세월호 임시합동분향소끊이지 않는 추모행렬 한겨레포커스 노란리본에 기적의 염원 담아한겨레포커스 
9,지난  일 낮  시 분께 세월호의 뱃머리가 물에 잠기면서 사람들의 시야에는 완전히 사라졌다 구조를 하던 잠수부들은 사라지는 세월호를 애타게 바라볼 뿐이다 사고가 발생한 지 거의  시간 만이다 지금도 잠수부와 구조요원들이 구조작업을 계속하고 아이를 기다리는 부모들도 진도체육관이나 팽목항에서 여전히 희망의 소식을 기다리고 있다 참사 사고 때마다 하던 잊지 말자는 약속은 더이상 하지 말자 이번부터라도 무엇이 문제였지는 낱낱이 밝혀서 고치자 진도이정용 기자   그날 이후 한겨레포커스 노란리본에 기적의 염원 담아한겨레포커스 
10,안녕하세요 토요판팀장으로 와서 정말 오랜만에 다시 친절한 기자가 된 이형섭이에요 제가 사는 집은 경기도 부천이고 주로 버스로 출근해요 다행히 고속도로를 통과하지는 않아요 하지만  일부터 수도권에서 서울로 출근하는 많은 사람들에게 날벼락이 떨어졌어요 평소에 자신이 타던 버스가 갑자기 정류장에 서지도 않고 지나가 버렸기 때문이죠 멘붕에 빠진 사람들이 이유를 알아보니 이날부터 광역버스에 입석이 전면 금지됐다는 거예요 좌석은 출발 기점으로부터 몇 정거장 안 돼 만석이 돼버리니 그 뒤 정류장에서 타려던 사람들은 서지 않는 버스만 하염없이 바라볼 수밖에 없었죠 경기도청과 국토교통부 등 관련 기관에는 민원전화가 빗발쳤고  일에는 일부 노선에 다시 입석이 허용됐어요 하지만 장기적으로는 입석이 금지될 수밖에 없는 상황이에요 도로교통법  조는 모든 차의 운전자는 승차 인원 적재중량 및 적재용량에 관하여 대통령령으로 정하는 운행상의 안전기준을 넘어서 승차시키거나 적재한 상태로 운전하여서는 아니 된다고 규정하고 있어요 대통령령인 시행령의  조는 자동차고속버스 운송사업용 자동차 및 화물자동차는 제외한다의 승차 인원은 승차 정원의  퍼센트 이내일 것 다만 고속도로에서는 승차 정원을 넘어서 운행할 수 없다고 정하고 있어요 결국 고속도로를 통과하는 광역버스에서 서서 가는 것은 불법이고 그동안 묵인돼 왔던 셈이죠 금지 이유는 간단해요 안전 때문이죠 시속  ㎞로 쌩쌩 달리는 버스에서 손잡이에 의지한 채 서서 가는 건 엄청나게 위험한 일이에요 작은 사고라도 바로 대형 참사로 이어질 게 뻔하죠 입석의 위험성은 그동안 계속 지적돼 왔어요 광역버스입석으로 검색하면 거의 연례행사처럼 언론들이 입석의 문제점을 지적하는 기사를 써왔음을 알 수 있어요 이번에는 분위기가 달라요 세월호 참사 때문이지요 세월호 참사의 원인은 아직 확실하지 않지만 안전규정들이 관행적으로 무시돼온 게 상황을 악화시킨 것만은 분명해 보여요 설마 사고가 나겠어라는 안일한 생각이 큰 비극의 씨앗이 될 수 있으니 입석을 금지하는 건 잘하는 일이에요 누군가는 소 잃고 외양간 고치기라고 하겠지만 우리가 언제 외양간이라도 제대로 고친 적이 있나요 그랬다면 이렇게 수많은 아이들을 눈앞에서 잃는 비극은 일어나지 않았겠죠 입석 금지의 문제는 경기도에서 서울로 출퇴근하는 사람들은 많고 버스의 수는 적다는 거예요 출근시간 광역버스 이용객은  만명 정도로 추산되는데 현재  여개 노선  여대의 버스로 다 실어나를 수가 없어요 특히 고속도로 진입하기 직전 정류장에서 버스를 타는 사람들은 입석이 금지된다면 거의 영원히 버스를 탈 수 없는 지경이에요  일의 갑작스런 입석 금지 조처는 국토부가 지방자치단체 운송업체들한테 간담회를 연다고 알리자 업체가 이를 단속 통보로 받아들이고 결정한 거예요 아무런 대안도 마련하지 않은 채 결정되는 바람에 많은 이용객들에게 불편을 끼쳤죠 대안을 마련하기도 쉽지 않아요 가장 쉽게 생각할 수 있는 증차는 버스업체들이 난색을 표시하고 있어요 출퇴근 시간을 빼면 텅텅 빈 채로 다닐 때가 많은데 무작정 버스를 늘릴 수는 없다는 거예요 게다가 서울로 진입하는 버스 대수가 늘어나면 서울시내의 교통체증도 심해지는 만큼 서울시도 달가워하지 않는 상황이에요 국토부는 전세버스 투입 광역급행버스버스 증차 등의 방안을 검토하고 있는데 본질적인 문제 해결책은 아니에요 누리꾼들도  층버스 굴절버스 도입 같은 아이디어를 내놓고 있지만 역시 실현 가능성이 높지는 않아요 교통전문가들은 결국 지하철이 핵심 역할을 해야 한다고 진단하고 있어요 지하철과 연계되는 대중교통수단을 강화해 지하철이 출퇴근 인구를 흡수해야 한다는 거죠 지하철 노선 확충이 뒤따라야 하는데 이 또한 시간과 비용이 엄청나게 소요될 것으로 보여요 광역버스를 타는 사람들은 대부분 소시민들이에요 먹고살기 위해 새벽같이 일어나 콩나물시루 같은 버스에 올라 서울로 오는 사람들이죠 이들이 목숨 걸고 출퇴근하는 일은 막아야죠 시간이 흘러 잠잠해지면 다시 입석을 허용하는 일은 일어나지 않기를 바라요 모두가 앉아서 안전벨트를 매고 편하게 출근하는 방법을 찾을 수 있을까요 애니메이션 도라에몽의 어디로든 문열면 가고 싶은 곳으로 연결돼 있는 문이 간절히 갖고 싶은 때예요 목적지가 회사든 세월호든이형섭 토요판팀 팀장  
