,x
1, 기존에 알려졌던 것과는 달리 세월호가 침몰 직전 급격한 변침항로변경을 하지는 않았던 것으로 확인됐다 세월호는 지난 일 오전 시 분 초부터 분 초간 항적이 끊긴 사이에 도를 선회한 것으로 알려져 조타기를 최대 타각도으로 돌리는 전타全舵 등 무리한 변침 때문에 중심을 잃고 침몰했다는 분석이 제기됐었다 하지만 해양수산부가 끊겼던 세월호의 자동식별장치를 복원한 결과 사고 당일 오전 시 분 초부터 초 동안 정전이 일어났고 전기가 복구된 직후 세월호는 오른쪽으로 도를 돌았던 것으로 나타났다 해수부는 세월호가 무리하게 급선회한 것이 아니라 완만하게 방향을 전환하는 과정에서 선체가 균형을 잃고 침몰한 것으로 보고 있다 이에 따라 조타기 이상이나 복원력배의 균형을 회복하는 능력 문제가 침몰의 원인일 가능성이 제기되고 있다 아래는 조선 보도 원문 ☞ 해당 뉴스 조선 영상 보러가기 앵커 세월호 침몰이 갑작스런 방향 변경 즉 변침 때문이란 추측이 제기돼 왔습니다 그런데 세월호의 자동식별장치를 정밀 분석한 결과 기존에 알려진 급선회는 없었던 것으로 나타났습니다 유지현 기자입니다 리포트 침몰 직전 세월호가 방향을 직각으로 꺾는 급선회는 하지 않은 것으로 확인됐습니다 이는 해양수산부가 세월호의 자동식별장치에서 급선회가 이뤄진 것으로 알려진 분초 동안의 기록을 복구한 결과 드러났습니다 세월호는 일 오전 시분초부터 항적이 끊긴 초 동안 정전이 일어났습니다 비상배터리로 전기가 복구된 후 세월호는 오른쪽으로 도를 돌았습니다 해양수산부는 이 구간에서 선체가 균형을 잃고 침몰하는 외방경사가 일어난 것으로 보고 있습니다 세월호가 갑자기 방향을 튼 것은 사실이지만 알려진 것처럼 도 정도로 급격히 바꾼 건 아닌 겁니다 이후 세월호는 초 동안 도 정도로 완만하게 돌아 다시 북쪽으로 향한 뒤 침몰했습니다 이에 따라 침몰원인이 급선회가 아닌 조타기 이상 등으로 배가 더 돌아갔다는 분석에 무게가 실립니다 세월호 항해사나 조타수도 조타기가 생각보다 크게 돌았다고 진술했습니다 해수부는 세월호가 정전 후 몇 분 만에 엔진이 멈춘 뒤 조류에 떠밀려 표류했다고 분석했습니다 조선 유지현입니다 
2, 박근혜 대통령은 일 청와대 수석비서관 회의에서 세월호 사건과 관련 법과 규정을 어겨 사고 원인을 제공한 사람 침몰 과정에서 의무를 위반한 사람 책임을 방기했거나 불법을 묵인한 사람들 단계별로 책임 있는 모든 사람에 대해 지위 고하를 막론하고 민형사상 책임을 물어야 할 것이라고 말했다 검찰경찰은 세월호 선사船社인 청해진해운의 사장대주주를 비롯해 침몰 참사와 연관성이 있는 수십 명을 출국 금지시켜 놓고 본격 수사에 들어갔다 참사의 직접 원인은 물론 회사 경영 전반의 불법행위까지 찾아내겠다고 했다 검찰경찰은 우선 청해진해운이 년 건조한 지 년 된 중고中古 배를 일본에서 들여오면서 더 많은 승객을 태우려고 무리하게 개조했다는 의혹을 밝혀야 한다 청해진해운은 세월호를 리모델링하면서 탑을 쌓듯 승객 선실을 증축增築해 배의 무게중심을 과도하게 높여놨을 가능성이 있다 실제 세월호를 자주 이용한 화물업체 관계자들은 다른 배와 달리 세월호는 한쪽에서 화물을 몇 만 빼내도 배가 기우는 게 느껴졌다고 했다 침몰 배에서 끝까지 승객을 대피시키다 숨진 승무원 박지영씨 어머니는 언론에 딸이 월에 제주도 인근에서 선체가 급격하게 기우는 사고로 죽을 뻔했다고 말한 적이 있다고 했다 침몰 당일 휴가를 냈던 세월호 원래 선장 신모씨 아내도 남편이 너무 불안해 배를 못 타겠다고 했었다고 했다 신 선장이 여러 차례 회사에 위험을 경고했는데 회사가 묵살했다는 것이다 그런데도 선박 안전 검사를 담당하는 한국선급船級은 안전 검사 당시 세월호를 합격시켰다 세월호가 도 정도 기울었을 때의 안전도만 점검했다는 주장이 있다 실제 바다에선 도가 아니라 도 기우는 경우도 있을 수 있다 한국선급이 이처럼 하는 둥 마는 둥 안전 검사를 한 이유는 뭔지 다른 배들에 대해서도 이런 식의 하나 마나 한 안전 검사를 하는 것인지 규명해야 한다 세월호가 출항 전 선박 운항 점검 기구인 한국해운조합에 낸 출항 보고서에 적은 승선 인원과 화물 종류중량도 엉터리였다 보고서를 선장 멋대로 적어서 제출하고 해운조합은 못 본 체하는 것이 세월호뿐 아니라 다른 선박에도 관행처럼 저질러졌을 가능성이 있다 그런 편법불법을 뿌리 뽑아야 한다 세월호의 선장과 항해사기관사 등 선박직 직원 대부분은 계약직 임시 직원이라고 한다 이들의 봉급 등 고용 조건은 다른 선사들과 비교해 크게 떨어지는 수준이다 청해진해운 경영진이 선원들에겐 이런 대우를 해주면서 부도덕하게 회사 이익을 불려왔을 가능성이 있다 경영진이 이 과정에서 빼돌리거나 횡령한 재산은 없는지도 파고들어야 한다 세월호 사고 이후 드러나는 사실들을 보면 정부의 해운 안전 행정은 무책임한 수준을 넘어 비리의 악취惡臭가 물씬 풍기고 있다 해운사 내부 비리는 물론 안전 검사 운항 점검을 맡은 해운사 주변 조직들이 부패 고리를 형성하고 있을 가능성이 높다 이제라도 선박 운항을 안전하게 만들려면 검찰경찰이 단호한 사법처리로 경종警鐘을 울려야 한다 세월호 비리 수사마저 부실하다는 평가를 듣게 되면 정말 정부가 설 곳이 없게 된다 사설 대책본부만 많고 진짜 災難 해결사는 없다 
3, 메이저리그의 류현진 다저스이 일이하 한국 시각 필라델피아 필리스전 선발 등판을 이틀 앞두고 미국 현지에서 자선 팬 사인회를 여는 등 세월호 희생자 돕기에 발벗고 나섰다 류현진은 일 애리조나 다이아몬드백스와의 경기에 앞서 홈구장인 다저스타디움에서 세월호 희생자 돕기 기금 마련을 위한 자선 팬 사인회를 가졌다 사인회에는 에 거주하는 한인을 비롯해 여명의 팬이 찾아 세월호 희생자 돕기 모금에 참여했다 일 오전 시 분 필리스와의 홈 경기 선발 등판을 앞둔 류현진은 분으로 예정된 행사 시간을 훌쩍 넘겨가면서 팬 한 명 한 명에게 성심껏 사인을 했다 이날 팬 사인회는 류현진이 세월호 피해 상황을 접한 뒤 다저스 구단과 상의해 결정한 것으로 알려졌다 류현진은 경기 전에는 포수로 나서 사인회 참가자 중 추첨을 통해 뽑힌 팬이 시구한 공을 받기도 했다 사인회 수익금 전액은 세월호 희생자 가족들에게 전달할 예정이다 류현진은 엄청난 사고로 마음의 상처를 입은 분들에게 멀리서나마 힘이 되고 싶어서 행사를 열게 됐다며 이번에 마련된 기금이 사고 희생자들에게 보탬이 됐으면 좋겠다고 말했다 류현진은 세월호 사고가 터진 뒤 국내 스포츠 스타 중 가장 먼저 희생자 돕기에 나섰다 최근 희생자들을 위해 써달라며 사회복지공동모금회에 억원을 쾌척했고 자신의 트위터에는 희생자들을 위로하는 글을 올렸다 경기 전 자신의 라커에 세월호의 영문명과 사고 날짜를 의미하는 라는 문구를 붙여놔 애도의 뜻을 표하기도 했다 류현진은 이번에 희생된 단원고 학생들처럼 자신도 동산고 시절 인천에서 여객선을 타고 제주도 수학여행을 다녀온 사연을 공개하며 실종자들의 무사귀환을 기원했다 류현진은 실종자 가족들이 좋은 소식이 있을 거라는 희망을 갖고 기다려주셨으면 좋겠다고 말했다 다저스는 일 경기에서 경기 만에 홈런포를 터뜨린 야시엘 푸이그의 활약에 힘입어 다이아몬드백스를 대로 꺾었다 푸이그는 으로 앞선 회 사 루에서 상대 선발 조시 콜멘터로부터 점짜리 홈런을 뽑아냈다 경기가 열린 이날은 현지 시각으로 돈 매팅리 다저스 감독의 생일월 일이었다 푸이그는 최근 홈 개막전에 지각하는 바람에 선발에서 제외되는 등 매팅리 감독의 속을 썩여 왔지만 이날 승리로 생일 선물을 안겼다 연승을 거둔 다저스는 내셔널리그 서부지구 단독 선두승패를 지켰다 
4, 세월호 침몰에 대해 보도한 생생정보통에서 조작됐다고 밝혀진 카카오톡 메시지를 그대로 방송해 논란이 되고 있다 지난 일  생생정보통에서는 일 방생한 진도 해상 여객선인 세월호 침몰에 대해 보도했다 하지만 이날 생생정보통 측은 조작으로 판명된 카카오톡 메시지를 마치 진짜인 것처럼 진위 확인 없이 방송을 해 시청자들의 비난을 받고 있다 또한 이날 세월호 침몰에 대한 내용을 보도하며 지나치게 밝은 내레이션 역시 시청자들의 비난 대상이 됐다 생생정보통 방송이 끝난 후 시청자들은 시청자게시판에 세월호 침몰 문자 관련 확인 좀 하세요 지금 방송 그만하세요 진짜라는 글을 남기며 불편한 심경을 드러냈다 세월호 침몰 생생정보통 소식을 접한 누리꾼들은 세월호 침몰 방송 봤는데 진짜 좀 그렇더라 세월호 침몰 공영방송에서 확인도 안 하나요 세월호 침몰 내레이션 마냥 우중충하게 하는 것도 이상하지만 너무 밝으니까 마음이 참 그렇더라 등의 반응을 보였다 
5, 세월호 침몰 참사에 김보성이 만 원을 기부했다 일 서울사회복지공동모금회에 따르면 배우 김보성이 천만원의 성금을 전달했다 사회복지공동모금회에 따르면 평소 연예계 의리의 사나이로 알려진 김보성 씨는 자식을 가진 아버지로 침몰 순간부터 지금까지의 상황이 너무나 안타깝다 아직 주식때문에 남겨진 빚이 있어 의리의 사나이로서 더 큰 금액을 해야 마땅하지만 큰 금액이 아니라 미안하다며 전화로 직접 기부 의사를 밝혔다고 전했다 세월호 침몰 김보성 기부에 누리꾼들은 세월호 침몰 김보성 씨 사정 힘들텐데 감사합니다 세월호 침몰에 역시 의리 보여주시네요 세월호 침몰 제발 기적이 있길 등의 반응을 보였다 한편 김보성은 지난 년부터 서울 사랑의열매 홍보대사로 지속적인 나눔을 실천하고 잇다 김보성이 기부한 성금은 사회복지공동모금회를 통해 세월호 침몰사고의 구조 활동에 쓰일 계획이다 
6, 세월호 침몰 관련 정몽준의 아들이 막말을 한 것에 대해 김형석 작곡가가 일침을 가한 것을 사과했다 지난 일 김형석 작곡가는 자신의 트위터에 마음이 편치않아 올린 짧은 멘션이 기사화되는 바람에 일파만파퍼졌네요 충분히 일리있는 말씀입니다 좀 더 신중하겠습니다 감사합니다라는 글을 남겼다 이는 앞서 김형석 작곡가가 정몽준 의원의 막내아들이 지난 일 자신의 페이스북에 국민 정서 자체가 굉장히 미개한데 대통령만 신적인 존재가 되서 국민의 모든 니즈를 충족시키길 기대하는 게 말도 안 되는 거지 국민이 모여서 국가가 되는 건데 국민이 미개하니까 국가도 미개한 것 아니겠냐는 내용의 글로 논란이 된 것을 겨냥해 아나는 미개작곡가라고 트위터에 글을 게재했지만 비판을 받자 이에 대해 사과한 것으로 보인다 현재 이 글은 삭제된 상태 김형석 작곡가 사과를 본 누리꾼들은 김형석 작곡가 신중해야된다는 말은 이해하지만 세월호 침몰가지고 정몽준 아들이 막말한 건 용서가 안된다 세월호 침몰 열받아서 미개하다고 한 말 가지고 글 썼는데 그걸 가지고 고나리하는 사람들이 있었나보네 세월호 침몰 정몽준 사과에도 화가 안 풀리네 등의 반응을 보였다 
7, 새누리당 서울시장 경선 후보인 정몽준사진 의원의 막내아들 예선씨가 최근 세월호 침몰 사건을 언급하며 국민 정서가 미개하다고 말한 것이 논란이 되자 정 의원이 공개 사과했다 재수생인 예선씨는 지난 일 자신의 페이스북에 비슷한 사건이 일어나도 이성적으로 대응하는 다른 국가와 달리 우리나라 국민은 대통령이 사고 현장에 가서 최대한 수색 노력을 하겠다는데도 현장 사람들이 소리 지르고 욕하고 국무총리한테 물세례 하잖아라며 국민 정서 자체가 굉장히 미개한데 대통령만 신적인 존재가 돼서 국민의 모든 니즈요구를 충족시키길 기대하는 게 말도 안 된다고 했다 국민이 모여서 국가가 되는 건데 국민이 미개하니까 국가도 미개한 것 아니겠느냐고도 했다 정 의원은 이날 유가족과 실종자 가족 여러분 그리고 국민 여러분께 머리 숙여 깊이 사죄드린다며 제 막내아들의 철없는 짓에 아버지로서 죄송하기 그지없다고 했다 정 의원은 아이도 반성하고 있지만 이 모든 것이 아이를 제대로 가르치지 못한 저의 불찰이라고 했다 
8, 세월호 침몰 참사에 정몽준 막내아들이 막말을 해 정몽준 사과한 가운데 배우 문성근이 일침을 가했다 지난 일 배우 문성근은 자신의 트위터에 세월호 다큐 아들아 아 내 딸아 편성표 보니 오늘 월 일월 자정 내일 월 일화 오전 시 재방송된답니다 우리 국민 정서는 미개하다는 정몽준 아들 그리고 그 비슷한 분들께 시청 권유합니다라는 글을 남겼다 이는 앞서 정몽준 의원의 막내아들이 지난 일 자신의 페이스북에 국민 정서 자체가 굉장히 미개한데 대통령만 신적인 존재가 되서 국민의 모든 니즈를 충족시키길 기대하는 게 말도 안 되는 거지 국민이 모여서 국가가 되는 건데 국민이 미개하니까 국가도 미개한 것 아니겠냐는 내용의 글로 논란이 된 것을 겨냥한 발언으로 보인다 이에 정몽준 사과를 했음에도 국민은 미개하다는 발언에 분노를 감추지 못하고 있는 것 세월호 침몰 정몽준 사과 소식을 접한 누리꾼들은 세월호 침몰 정몽준 사과할 일을 왜 했을까요 세월호 침몰 정몽준 아들 발언 정몽준 사과했어도 이미 늦은듯 세월호 침몰 정몽준 사과 진짜 미개하다는 발언 어이없었다 등의 반응을 보였다 
9, 세월호 침몰에 스타들의 기부행렬이 이어지고 있다 일 서울사회복지공동모금회에 따르면 배우 김보성이 천만원의 성금을 전달했다 사회복지공동모금회에 따르면 평소 연예계 의리의 사나이로 알려진 김보성 씨는 자식을 가진 아버지로 침몰 순간부터 지금까지의 상황이 너무나 안타깝다 아직 주식때문에 남겨진 빚이 있어 의리의 사나이로서 더 큰 금액을 해야 마땅하지만 큰 금액이 아니라 미안하다며 전화로 직접 기부 의사를 밝혔다고 말했다 가장 먼저 기부를 한 것은 배우 송승헌으로 한국구세군에 억 원을 기부했으며 뒤를 이어 온주완 역시 송승헌이 한 것에 비하면 적은 돈이지만 힘들 때 나누는 일을 꼬리를 물어야 된다고 생각한다며 만 원을 기부했다 지난 일에는 기황후에 출연 중인 하지원과 피겨스케이팅 선수 김연아가 각각 억 원의 성금을 기부했으며 앙큼한 돌싱녀에 출연 중인 주상욱 역시 만 원 성금과 함께 인터뷰 일정을 취소한다는 뜻을 밝히며 애도의 뜻을 전했다 배우 정일우 역시 만 원 성금을 기부하고 팬미팅 일정을 취소했다 특히 정일우는 가족과 소속사도 모르게 기부를 진행해 소속사 역시 기사를 통해 정일우의 기부 소식을 접했다고 해 눈길을 끌었다 박재민 역시 만 원의 성금을 기부했으며 쓰리데이즈의 제작사 골든썸픽쳐스 측 역시 세월호 구조작업을 위해 만 원 성금을 기부했다 배우 송혜교와 강동원 등이 속한 는 소속사의 이름으로 팽목항에 담요 이불 세면도구 등 구호물품을 기부한 것으로 알려졌다 세월호 침몰 스타들의 기부행렬에 누리꾼들은 세월호 침몰 스타들의 기부 정말 감사합니다 세월호 침몰 참사에 좋은 뜻 보낸만큼 제발 기적이 있길 바랍니다 세월호 침몰 벌써 주일이네요 제발 돌아왔으면 좋겠어요 등의 반응을 보였다 
10, 피겨 여왕 김연아가 세월호 희생자들을 위해 써달라며 유니세프유엔아동기금를 통해 억원을 기부했다 유니세프 한국위원회는 일 유니세프 친선 대사인 김연아 선수가 세월호 참사로 인한 국민의 아픔을 함께 나누고자 억원의 기금을 전달했다고 밝혔다 김연아는 이날 자신의 트위터에 기적이 일어나길 간절히 기도합니다는 글을 올리며 사고 희생자들을 위로했다 김연아는 침몰 사고 이틀째인 지난 일에는 희생자들을 추모하기 위해 그날 열릴 예정이었던 은퇴 기념 메달 공개 행사를 연기하기도 했다 
