,x
1, 세월호 참사에 엔터테인먼트와 이수만 기부를 해 화제다 지난 일 대한적십자사 측은 이 세월호 침몰 사고로 인해 아픔을 겪고 있는 분들을 위해 써달라며 억원을 기부했다 전달된 기부금은 전액 세월호 침몰 사고의 희생자 및 실종자 유가족 등을 위해 사용할 예정이다라며 기부 사실을 전했다 억 기부금은 이수만 회장의 억원과 엔터테인먼트의 기부금 억원이 합쳐져 만들어진 돈으로 이수만 회장은 저에게는 아들이자 딸 같은 우리 연예인들과 꿈을 키우고 희망을 함께 나눠가며 살아온 한 명의 부모로서 너무나 가슴이 아프고 안타깝습니다라고 말했다 이어 이수만 회장은 유가족들의 아픔을 함께 나누고 최대한 도움을 줄 수 있는 방법을 지속적으로 찾아보도록 하겠다고 덧붙였다 세월호 참사 이수만 기부 소식을 접한 누리꾼들은 세월호 참사 돈 액수로 뭐라고 하면 안 되지만 이수만 기부 대단하다 세월호 이수만 기부 돈이 제발 투명하게 쓰이길 세월호에 과 이수만 기부했네요 저 중 내돈도 있겠지 등의 반응을 보였다 한편 엔터테인먼트는 이번 세월호 사고 이후 컴백을 앞두고 있던 의 음반 발매일을 연기하고 국내 프로모션 일정을 취소하는 등 애도에 동참한 바 있다 
2, 세월호 참사에 대표 양현석과 대표 이수만 기부 소식을 전해 화제다 지난 일 대한적십자사 측은 이 세월호 침몰 사고로 인해 아픔을 겪고 있는 분들을 위해 써달라며 억원을 기부했다 전달된 기부금은 전액 세월호 침몰 사고의 희생자 및 실종자 유가족 등을 위해 사용할 예정이다라며 기부 사실을 밝혔다 억 기부금은 이수만 회장의 억원과 엔터테인먼트의 기부금 억원이 합쳐져 만들어진 돈으로 이수만 회장은 저에게는 아들이자 딸 같은 우리 연예인들과 꿈을 키우고 희망을 함께 나눠가며 살아온 한 명의 부모로서 너무나 가슴이 아프고 안타깝습니다라고 전했다 이에 엔터테인먼트 양현석 대표의 기부 소식이 덩달아 화제다 지난 일 엔터테인먼트 측은 양현석 대표가 세월호 참사 희생자들을 위해 성금 억 원을 기부하기로 결정했다고 밝혔다 양현석 대표를 비롯한 전체가 희생자들을 애도하고 어떻게 도울 수 있을지 고민하다 이와 같은 결정을 내린 것으로 알려졌다 특히 양현석 대표는 세상 그 어떤 말로도 자녀를 잃은 유가족을 위로할 수는 없을 것이라는 말과 성금 억 원이 세월호 유가족들에 잘 전달될 수 있도록 신신당부한 것으로 전해졌다 세월호 참사 양현석 이수만 기부 소식을 접한 누리꾼들은 세월호 양현석 이수만 기부 큰 돈인 만큼 제발 깨끗하게 쓰이길 세월호 양현석 이수만 기부 액수로 이런 말 하기 그렇지만 정말 통 크다 세월호 양현석 이수만 기부 정말 좋은 곳에 사용되길 바랍니다 등의 반응을 보였다 
3, 세월호 이준석 선장을 비롯한 선원들이 세월호가 침물하기 직전인 긴박한 상황에서도 총 일곱 차례에 걸쳐 청해진해운 본사와 통화를 한 것으로 드러났다 사고를 수사중인 검경 합동수사본부는 청해진해운 측이 이들과의 통화에서 승객 구조지시 및 퇴선명령을 소홀히 했을 경우 관계자를 사법처리하겠다는 방침이다 합수부는 일 사고직후 이준석 선장과 사고 선원들이 청해진해운 본사와 제주 사무실 내 직원들과 통화를 한 것으로 확인돼 이들의 통화내용을 분석하고 있다며 이같이 밝혔다 합수부에 따르면 사고 당일 세월호 선원들은 오전 시 분 세월호 승무원 매니저가 자신의 휴대전화로 인천 청해진해운 본사와 통화한 것을 시작으로 총 일곱차례에 걸쳐 인천 본사 및 제주 사무실 직원들과 통화했다 통화는 짧게는 수십초에서 긴 것은 수분에 걸쳐 이루어졌으며 이준석 선장 역시 본사와 초간 통화했다 선원과 청해진해운 사이 마지막 통화는 사고 당일 시 분대에 이뤄졌으나 이 통화가 탈출 이전에 한 것인지 이후에 한 것인지는 아직 확인되지 않은 상태다 합수부는 이들의 통화기록을 입수해 본사 측에서 사고당시 선장과 선원들에게 단원고 학생들에 대한 구호조치 및 퇴선명령을 지시했는지를 확인하고 있다 더불어 선원들과 본사가 휴대전화 외 다른 루트를 통해서 연락을 취했는지 여부도 확인중이다 합수부는 통화내용을 분석해 본사 측이 선원들에게 책임있는 구호조치 및 퇴선명령을 지시하지 않았을 경우 관계자를 불러 사법처리할 방침이다 합수부는 이날 세월호 등항해사 강모신모씨와 등항해사 김모씨 기관장 박모씨 등 명을 침몰 당시 승객에 구호 조치를 하지 않고 먼저 탈출한 혐의유기치사 및 수난구호법 위반로 검찰에 송치했다 이로써 이미 송치된 이준석 선장을 포함해 총 명의 세월호 선원이 검찰에 송치됐다 
4, 조선닷컴 세월호 이준석 선장을 비롯한 선원들이 세월호가 침물하기 직전 긴박한 상황에서 총 일곱 차례 청해진해운 본사와 통화를 한 것으로 밝혀져 통화내용에 관심이 쏠리고 있다 사고를 수사중인 검경 합동수사본부는 청해진해운 측이 이들과의 통화에서 승객 구조지시 및 퇴선명령을 소홀히 했을 경우 관계자를 사법처리하겠다는 방침이다 합수부는 일 사고 직후 이준석 선장과 선원들이 청해진해운 본사와 제주사무실 내 직원들과 통화를 한 것으로 확인돼 이들의 통화내역을 분석하고 있다며 이같이 밝혔다 합수부에 따르면 사고 당일 세월호 선원들은 오전 시 분 세월호 승무원 매니저가 자신의 휴대전화로 인천 청해진해운 본사와 통화한 것을 시작으로 총 일곱차례에 걸쳐 인천 본사 및 제주사무실 직원들과 통화했다 통화는 짧게는 수십초에서 긴 것은 수분에 걸쳐 이뤄졌으며 이준석 선장 역시 본사와 초간 통화했다 선원과 청해진해운 간의 마지막 통화는 사고 당일 시 분대에 이뤄졌으나 이 통화가 탈출 이전에 한 것인지 이후에 한 것인지는 아직 확인되지 않은 상태다 합수부는 이들의 통화기록을 입수해 본사 측에서 사고 당시 선장과 선원들에게 단원고 학생들에 대한 구호조치 및 퇴선명령을 지시했는지를 확인하고 있다 더불어 선원들과 본사가 휴대전화 외 다른 루트를 통해 연락을 취했는지 여부도 확인 중이다 합수부는 통화기록을 분석해 본사 측이 선원들에게 책임있는 구호조치 및 퇴선명령을 지시하지 않았을 경우 관계자를 불러 사법처리할 방침이다 합수부는 이날 세월호 등 항해사 강모신모씨와 등항해사 김모씨 기관장 박모씨 등 명을 침몰 당시 승객에 구호 조치를 하지 않고 먼저 탈출한 혐의유기치사 및 수난구호법 위반로 검찰에 송치했다 이로써 이미 송치된 이준석 선장을 포함해 총 명의 세월호 선원이 검찰에 송치됐다 
5, 세월호 추모곡 김창완 노란리본이 공개돼 눈길을 끈다 지난 일 방송된 파워 아름다운 이 아침 김창완입니다에서 김창완은 오프닝곡으로 본인의 자작곡인 노란리본을 선곡했다 김창완은 우리가 마련해야 하는 것은 희망입니다 노란리본은 희망가라고 김창완 노란리본에 대해 설명했다 김창완 노란리본은 너를 기다려 네가 보고싶다 교문에 매달린 노란리본 너의 웃음이 너의 체온이 그립고 그립다는 가사가 담겨 있어 듣는 이들의 눈시울을 붉히게 만든다 세월호 추모곡 김창완 노란리본을 들은 누리꾼들은 세월호 김창완 노란리본 정말 듣다가 눈물이 났어요 김창완 노란리본 세월호 추모곡으로 좋네요 김창완 노란리본 세월호에 대해 너무 잘 담겨있는 가사에요 등의 반응을 보였다 
6, 세월호에서 선장을 보좌해 승객의 안전과 화물 적재 등 갑판의 모든 업무를 관장했던 등 항해사와 선박의 사고와 안전 문제를 담당하는 조기장이 세월호 탑승 전날 입사한 것으로 알려졌다 세월호에 탑승한 여명 승객의 안전을 입사 하루차 승무원들에게 맡긴 어처구니 없는 일이 벌어진 것이다 검경합동수사본부는 세월호에 등 항해사 신분으로 탑승했던 신모씨와 조기장 전모씨가 세월호가 바다로 나가기 하루 전인 지난 일 청해진해운에 입사했다고 일 밝혔다 이들은 탑승 전 세월호 안전 등에 관한 사전교육은 전혀 받지 않은 상태에서 곧바로 세월호에 올랐다 사고 당시 세월호엔 명의 등 항해사가 있었다 출항 전날 입사한 신씨는 견습 신분이었다 그러나 신씨는 세월호에서 다른 등 항해사와 똑같이 당직근무를 서고 다른 승무원들에게 지시를 내리는 등 등 항해사 역할을 그대로 수행한 것으로 알려졌다 실제로 신씨는 세월호가 기울기 시작했을 때 배 복원을 직접 시도하기도 했다 조기장 전씨는 선박에 문제가 발생할 경우 이를 확인해 등 기관사에게 보고하는 중요한 역할을 맡고 있었다 그러나 전씨 역시 세월호 출항 하루 전 입사했고 세월호 내부를 세세히 알지 못한 상태였다 검경합동수사본부는 신씨와 조씨 등 사고 직후 승객을 버리고 탈출한 명의 선박직 승무원 중 절반이 넘는 명이 청해진해운에 입사한 지 개월이 안 된 초보였다고 밝혔다 
7, 박근혜 대통령이 일 오전 경기 안산 단원구 화랑유원지에 마련된 세월호 사고 희생자 정부 합동분향소를 찾아가 조문했다 박 대통령은 세월호 침몰사고 희생자들의 영정 앞에 헌화분향하고 유가족들을 만나 위로했다 화랑유원지에 마련되는 합동분향소는 정부가 주관하고 안산시가 운영하는 곳으로 이날 오전 시부터 조문객들을 맞고 있다 박 대통령은 합동분향소 방문 후 곧바로 청와대로 복귀해 오전 시분부터 국무회의를 주재했다 이날 국무회의에서 박 대통령이 국정운영 총책임자로서 세월호 침몰사고에 대한 부실한 대처와 일부 공직자의 부적절한 처신 등에 대해 대국민사과를 할 지 여부에 관심이 쏠리고 있다 박 대통령은 지난 일 수석비서관회의를 주재한 자리에서 정부의 부실한 재난대응체계를 강도높게 질타하고 관련 공무원들에 대한 엄중 문책을 예고했지만 대국민사과 성격의 언급이나 발표는 하지 않았었다 
8, 박근혜 대통령이 일 오전 경기 안산 단원구 화랑유원지에 마련된 세월호 사고 희생자 정부 합동분향소를 찾아가 조문했다 박 대통령은 세월호 침몰사고 희생자들의 영정 앞에 헌화분향하고 유가족들을 만나 위로했다 화랑유원지에 마련되는 합동분향소는 정부가 주관하고 안산시가 운영하는 곳으로 이날 오전 시부터 조문객들을 맞고 있다 박 대통령은 합동분향소 방문 후 곧바로 청와대로 복귀해 오전 시분부터 국무회의를 주재했다 이날 국무회의에서 박 대통령이 국정운영 총책임자로서 세월호 침몰사고에 대한 부실한 대처와 일부 공직자의 부적절한 처신 등에 대해 대국민사과를 할 지 여부에 관심이 쏠리고 있다 박 대통령은 지난 일 수석비서관회의를 주재한 자리에서 정부의 부실한 재난대응체계를 강도높게 질타하고 관련 공무원들에 대한 엄중 문책을 예고했지만 대국민사과 성격의 언급이나 발표는 하지 않았었다 
9, 침몰한 세월호가 한번 출항할 때마다 선사船社인 청해진해운이 실소유주인 유병언 전 세모그룹 회장 일가에게 상표권 사용료로만 여만 원씩을 지급해온 것으로 밝혀졌다 유 전 회장 일가의 비리를 수사 중인 인천지검 특별수사팀팀장 김회종 차장검사에 따르면 청해진해운이 유 전 회장 일가에게 상표권 사용료로 낸 돈은 지난해에만 억 원에 이른다 사고가 난 세월호의 세월이라는 이름이 유 전 회장의 차남 혁기씨의 명의로 상표권 등록이 돼있다며 지난해 여 차례 출항한 세월호가 한 번 출항할 때마다 약 만 원을 지급했다 청해진해운이 세월호를 운항하면서 유 전 회장 일가에 세월이라는 이름을 사용하는 대가를 꼬박꼬박 지급해온 것이다 이에 따라 특별수사팀은 과도한 상표권 사용료 수수가 횡령배임에 해당한다고 판단하고 붉은머리오목눈이 등 계열사 사무실에 대한 강도높은 압수수색을 단행했다 세모 천해지 다판다와 같은 계열사 이름을 포함해 유 전 회장 일가가 등록한 상표권은 건이 넘는 것으로 알려졌다 계열사 곳이 지난 년 간 유 전 회장 일가에 지급한 상표권료는 억 원 가량으로 추산된다 유 전 회장 일가는 또 세월호와 같은 선박의 디자인도 등록해 계열사로부터 사용료를 받아온 것으로 드러났다 검찰은 유 전 회장 일가가 상표와 디자인 특허권을 통해 계열사로부터 지난 년간 억 원이 넘는 돈을 챙긴 것으로 보고 있다 검찰은 과도한 상표권 수수료가 배임과 횡령에 해당한다고 판단하고 일 오전 검찰에 소환 출석한 청해진해운의 김한식 대표를 비롯한 계열사 관계자들을 집중 조사할 예정이다 
10, 세월호 선내 구조와 수색이 한계에 봉착했다는 현장 분위기가 역력하다 지난 일 밤 범정부사고대책본부는 진도 팽목항의 실종자 가족들에게 폭약 사용과 선체 이동 와이어 절단기 사용 등을 제안했다 격실 진입이 사실상 막힌 상태에서 이를 뚫고 들어가는 방법의 하나로 폭약 사용을 거론했으나 가족들은 시신 훼손을 우려해 반대했다 대신 가족들은 닫힌 출입문을 와이어 절단기를 이용해 절단하는 것에는 동의했다 최상환 해양경찰청 차장은 선체를 돌려 바로 세우는 방안도 고민해달라고 제안했다 배의 왼쪽좌현이 해저에 맞닿아 있고 오른쪽우현은 수면을 바라보고 있는 상태여서 아래 블록 격실에는 진입하지 못하고 있기 때문 배를 제대로 돌리는 데 얼마나 걸리느냐는 가족들 물음에 최 차장이 한 달 이상 걸린다는 말을 들었다고 하자 가족들은 기다리기 힘들다는 반응이었다 세월호 침몰 이후 사고 해역에 투입됐던 해상크레인 대도 모두 철수했다 범정부대책본부와 조선업계에 따르면 세월호 침몰 당일인 지난 일 대우조선해양과 삼성중공업은 급 해상크레인 각 대를 현장에 투입했다 삼성중공업은 일 급 해상크레인 대를 추가로 보내 사고 해역에는 총 대의 해상크레인이 있었다 그러나 지난 주말 사고 해역의 기상이 악화돼 수색 작업이 지연되자 업체들은 대책본부 측의 허가를 받아 해상크레인을 자신들의 조선소로 복귀시켰다 대책본부 관계자는 추후 인양이 본격적으로 논의되는 등 필요한 시기가 되면 다시 크레인 지원을 요청할 것이라고 말했다 
11, 과거  주말드라마 왕가네 식구들에 세월호가 등장했던 사실이 알려졌다 지난 일 한 온라인커뮤니티 게시판에는 왕가네 식구들에 등장했던 세월호라는 제목으로 여러 장의 사진이 게재됐다 공개된 사진 속에는 왕가네 식구들의 왕혜박문가영이 선장을 꿈꾸며 한 여객선을 찾는 모습 이 배가 세월호인 것으로 알려졌다 특히 당시 방송에서 왕혜박은 한 선장으로부터 여기는 매우 중요한 곳이다 사람으로 치면 머리에 해당 된다라는 설명이 특히 눈길을 끈다 왕가네 식구들에 나왔던 세월호 모습을 본 누리꾼들은 새삼 소름돋는다 겉보기에는 저렇게 멀쩡해보이는 배가 세월호 저것도 돈 벌려고 협찬했던 걸까요 에까지 나오는 배니까 사람들이 더 세월호 믿고 탔을텐데 무서운 기분이다 등의 반응을 보였다 
