,x
1, 세월호 노란리본달기 캠페인에 닥터이방인 이종석과 박해진이 동참했다 지난 일 서울 양천구 목동에서는 새 월화드라마 닥터 이방인 제작발표회가 열렸다 이날 특히 눈길을 끈 것은 세월호 참사 추모하는 노란리본달기 캠페인에 참여한 배우들의 모습 이날 닥터이방인 배우들은 모두 검은색 의상을 입고 가슴에는 노란리본을 달고 등장해 노란리본달기 캠페인에 동참하며 세월호에 애도의 뜻을 전했다 닥터이방인 세월호 노란리본달기 캠페인 동참 모습을 본 누리꾼들은 개과천선도 노란리본달기 캠페인 동참했던데 노출 심해서 놀랐는데 여기는 얌전하네요 세월호 노란리본달기 캠페인 동참 애도의 뜻이 전해지네요 세월호 노란리본달기 많은 분들이 참여해주고 있네요 등의 반응을 보였다 한편 닥터 이방인은 남에서 태어나 북에서 자란 천재 의사 박훈이종석과 한국 최고의 엘리트 의사 한재준박해진이 거대한 음모에 맞서는 메디컬 첩보 멜로 드라마로 오는 월 일 첫 방송된다 
2, 세월호 노란리본달기 캠페인에 닥터이방인 강소라 진세연 보라가 동참했다 지난 일 서울 양천구 목동에서는 새 월화드라마 닥터 이방인 제작발표회가 열렸다 이날 특히 눈길을 끈 것은 세월호 참사 추모하는 노란리본달기 캠페인에 참여한 스타들의 모습 이날 닥터이방인 배우들은 모두 검은색 의상을 입고 가슴에는 노란리본을 달고 등장해 노란리본달기 캠페인에 동참했다 닥터이방인 세월호 노란리본달기 캠페인 동참 모습을 본 누리꾼들은 개과천선도 노란리본달기 캠페인 동참했던데 노출 심해서 놀랐는데 여기는 얌전하네요 세월호 노란리본달기 캠페인 동참 애도의 뜻이 전해지네요 세월호 노란리본달기 많은 분들이 참여해주고 있네요 등의 반응을 보였다 한편 닥터 이방인은 남에서 태어나 북에서 자란 천재 의사 박훈이종석과 한국 최고의 엘리트 의사 한재준박해진이 거대한 음모에 맞서는 메디컬 첩보 멜로 드라마로 오는 월 일 첫 방송된다 
3, 닥터 이방인이 제작발표회를 가졌다 월일 서울 양천구 목동 홀에서 열린 이번 제작발표회에는 진혁 감독을 비롯해 이종석 진세연 박해진 강소라 보라 등 주연 배우들이 참석했다 이날 이종석은 블랙 수트룩으로 깔끔하고 단정한 남성미를 드러냈다 반면 박해진은 밑단이 돋보이는 셔츠에 슬랙스와 재킷 워커를 더한 스타일링으로 시크한 매력을 발산 기존의 클래식한 이미지를 벗고 색다른 변신에 나서 큰 호응을 얻었다 보라는 블랙 톱에 라인 핫팬츠를 더한 룩으로 페미닌한 무드를 뽐냈다 또한 강소라는 시스루 드레스로 우아한 아름다움을 진세연은 펀칭 디테일이 멋스러운 원피스로 차분한 여성미를 선사했다 특히 닥터 이방인 제작발표회에 참석한 배우들은 모두 검정 의상을 선택하고 왼쪽 가슴에 노란 리본을 달며 세월호 참사를 애도하는 모습을 보여 눈길을 모았다 한편 천재 탈북 의사가 한국 최고의 병원에서 근무하면서 의사 집단에 끼지 못하고 이방인으로 살아가는 이야기를 그린 드라마 닥터 이방인은 월일 에서 첫 방송된다 패션 조선 에디터 전수정 사진 이현무 기자 
4, 지난 일 세월호 침몰 당시 현장에 출동한 해경 경비정이 구조 상황을 찍은 동영상이 일 공개됐다 오전 시 분쯤 현장에 도착한 경비정은 인승 고무보트를 바다에 띄워 배 밖에 나와 있던 선장선원과 승객 수십 명을 구조하는 데 그쳤다 현장에 출동한 해경 경비정 정장艇長은 세월호가 너무 기울어져 있어 배에 오를 수가 없었다고 주장했다 그러나 시 분쯤 해경 한 명이 세월호 갑판에 올라 구명벌을 풀려고 발로 차는 장면과 해경들이 기울어진 선체 위에서 승객 탈출을 도와주는 장면이 동영상에 나와 있다 한 선원은 속옷 차림으로 구조를 기다리다 선실로 돌아가 겉옷을 챙겨 입고 나오기까지 했다 해경이 세월호에 오를 수 없을 만큼 위험하지는 않았다는 방증이다 경비정은 출동 당시 세월호에 명이 타고 있다는 통보를 받았다 세월호 갑판이 텅 비어 있어 승객 대부분이 객실에 있다는 걸 초보 해경이라도 알 수 있었다 그런데도 아무도 배 안으로 뛰어들어 구조할 시도를 하지 않았다 경비정 정장은 현장 도착 후 약 분간 경비정 스피커를 통해 승객들에게 바다로 뛰어내리라는 방송을 수차례 했다고 했다 그러나 상공에 떠 있던 헬기 대의 소리에 묻혀 안내 방송은 승객들에게 전달될 수 없었다 실종자들이 보낸 문자 메시지를 보면 시 분까지는 객실에 물이 차지 않은 상태였다 경비정이 도착한 이후 분 정도는 어떻게든 손을 써볼 시간적 여유가 있었다는 뜻이다 세월호는 객실에서 대기하라는 방송을 시분까지 내보냈다 해경 가운데 누군가가 배 안에 들어가 안내 방송을 통해 탈출하라고 했더라면 좀 더 많은 승객을 구할 수 있었을 것이다 현장에 출동한 어업지도선이 찍은 또 다른 동영상을 보면 해경 구조선은 경비정에 딸린 고무보트 척이 전부였다 연락을 받고 달려온 어업지도선과 민간 어선 몇 척이 구조를 도왔다 이 경비정이나 헬기 대엔 일반 해경 대원들만 타고 있었다 특수 구조 훈련을 하고 장비를 갖춘 해경특공대는 세월호가 선수船首만 남겨 놓고 완전 침몰한 오전 시 분에야 현장에 도착했다 승객 명이 타고 있는 배가 침몰하는 현장이라면 구조선과 전문 구조 인력을 한꺼번에 투입했어야 한다 검찰은 해경이 늑장 부리지 않고 제때 출동했는지 왜 선내船內 진입 시도는 하지 않았는지 특공대를 출동시키는 데는 왜 그렇게 시간이 걸렸는지 등을 철저히 조사해야 한다 해경이 비상 구조 매뉴얼에 따라 구조 작업을 했는지 평소 그 매뉴얼대로 훈련했는지도 밝혀내야 한다 사설 대통령 사과와 국가안전처를 보는 국민의 시선 사설 현대重 하도급 근로자 産災도 세계 위 하고 싶은가 
5, 국회는 일 세월호 참사 피해 지원진상 규명을 위한 결의안을 뒤늦게 통과시켰지만 제의 세월호 참사를 막기 위한 후속 조치 법안 처리는 생색내기 수준에 그친 것으로 나타났다 국회는 이날 본회의를 열어 사고 대응수습 과정에서 피해 규모를 줄이지 못한 정부의 사과와 피해자와 가족 피해 지역 주민에 대한 긴급 구호 심리 치료와 경제적 지원을 촉구하는 결의안을 처리했다 피해자가 몰린 경기도 안산에 세월호 참사 희생자들의 넋을 추모하는 추모공원과 추모비 건립을 추진하는 내용도 들어갔다 하지만 제의 참사를 막기 위해 본회의에 상정된 후속 조치 법안은 사실상 해사안전법 등 두 건에 불과했다 해사안전법은 해사 안전 우수 사업자 지정 제도와 해사 안전 감독관 제도를 도입하는 내용이다 이와 관련된 법안으로 작년 태안 해병대 캠프 사건을 계기로 올라온 학교 안전사고 예방 및 보상법 개정안도 가까스로 통과됐다 수학여행을 갈 때 학교장이 안전 대책을 마련하도록 하고 위탁 기관 프로그램으로 수학여행을 갈 때는 청소년활동진흥법에 인증된 프로그램인지를 확인하도록 하는 게 골자다 그나마 년 가까이 법안을 끌어오다 세월호 참사 때문에 안전 관련 법안의 중요성이 부각되자 급하게 본회의에서 통과시켰다 해양 사고가 자주 일어나거나 발생할 확률이 높은 해역에 반드시 선박통항신호표지 해양기상신호표지 조류신호표지를 설치하는 내용의 항로표지법은 아직 법사위에 계류 중이다 수난 구호 체계를 보완하고 해양구조협회에 대한 재정적 지원을 법제화하는 내용의 수난보호법 개정안은 부처 간 이견 때문에 상임위를 통과하지 못했다 국회 관계자는 관계 부처들이 권한과 예산 문제 등을 들어 개정안을 반대했다고 했다 국회는 세월호 참사 방지 법안들을 이번 주부터 본격적으로 논의하겠다고 했다 이번 참사 직후 국회에선 선박에 위험 상황이 발생했을 때 조치를 소홀히 한 선장의 형량을 년에서 년으로 높이는 선원법 개정안이명수 의원 급 이상 선박에 항해 자료 기록 장비 설치를 의무화하는 선박안전법 개정안민홍철 의원 화물 과적 관리감독 의무를 위반한 운항 관리자를 처벌할 수 있게 하는 해운법 개정안이찬열 의원 등 법안이 잇따라 발의됐다 하지만 담당 상임위는 아직 법안 심의도 하지 않은 상태다 한편 이날 국회 본회의에선 한콜롬비아 자유무역협정 비준동의안과 황제 노역을 방지하기 위해 노역형 일당을 제한하는 내용의 형법 개정안등 건의 법안과 안건이 처리됐다 
6, 조선닷컴 세월호 침몰 사고 당시 박준영 전남도지사 등 공직자들의 부적절한 행태가 뒤늦게 알려져 비판을 받고 있다 서남수 교육부장관이 라면을 먹는 사진이 논란이 된 가운데 박준영 지사가 이 라면을 권유한 것으로 알려졌고 김영선 행정부지사 등은 사고현장으로 출동하던 소방헬기를 턴시켜 탑승했다는 사실도 드러나 공분을 사고 있다 서 장관은 침몰사고 당일인 지난 일 실종자 가족들이 머물고 있는 진도 실내체육관에서 탁자에 있던 응급의료품을 치우고 컵라면을 먹는 모습이 언론에 공개돼 곤욕을 치렀다 논란이 커지자 라면을 권유한 박 지사측은 서 장관 측에 미안하다는 내용의 전화를 한 것으로 알려졌다 서 장관과 박 지사는 김대중노무현 정부때 함께 공직생활을 한 인연으로 친분이 있는 것으로 전해졌다 당시 서 장관 외에 박 지사와 장만채 전남도교육감도 함께 라면을 먹은 것으로 전해졌다 하지만 전남도청 비서실 측은 당시 수행하지 않아 박 지사가 라면을 먹은 사실을 알지 못한다고 했으며 장 교육감 측은 장 교육감이 현장에 있었지만 라면을 먹지 않았다고 부인했다 한편 세월호 침몰사고 직후 현장으로 날아가던 광주시 소방헬기가 전남도 고위간부들을 태우기 위해 전남도청을 경유하면서 사고 현장 도착 시간이 지체된 사실도 드러났다 광주시 소방헬기는 세월호 침몰 직후인 지난 일 오전 시분쯤 상황실에서 출동지령을 받고 분 뒤 조종사 명 정비사 명 구조대원 명 등 명을 태우고 사고 현장으로 출동했다 광주공항에서 출발한 소방헬기는 진도 사고 해역으로 가던 도중 전남도 소방본부로부터 전남도청을 경유해달라는 무전을 받고 항공노선을 변경 도청에서 전남도 행정부지사와 소방본부장을 태웠다 예정에 없던 전남도청을 경유하면서 헬기는 출동한지 시간이 훌쩍 넘은 오전 시 분이 돼서야 사고해역에 도착했다 이미 세월호는 선수 일부분을 남기고 침몰한 뒤였다 광주공항에서 진도 현장까지 분 안팎이면 도착이 가능한데 분 초가 급한 상황에서 분 이상의 시간을 턴에 허비했기 때문이다 
7, 세월호 참사에 전지현 본명 왕지현으로 억 기부한 사실이 알려졌다 지난 일 대한적십자사는 전지현이 세월호 침몰 사고 피해자와 유가족을 위한 성금 억원을 대한적십자사에 보냈다고 알렸다 전지현의 기부 소식은 지난 일 오전 왕지현이란 전지현 본명으로 적십자에 기부된 거액을 담당 부서에서 재확인하던 중 밝혀진 것 전지현은 세월호 침몰 사고로 안타깝게 희생된 학생들의 소식과 애절한 유가족들의 사연을 접할 때마다 가슴이 먹먹했고 남은 가족들이 희망을 잃지 않았으면 좋겠다고 메시지를 전했다 세월호 참사 전지현 본명 기부 소식을 접한 누리꾼들은 세월호 전지현 본명으로 기부했구나 전지현 본명 왕지현이구나 전지현 본명으로 세월호 기부 정말 감사합니다 등의 반응을 보였다 
8, 박지성 에인트호번이 세월호 참사 희생자를 추모하는 자선 축구 경기를 추진한다 박지성의 부친 박성종 파운데이션박지성 재단 상임이사는 일 지성이가 세월호 사고 소식에 굉장히 마음 아파하고 있다 의미 있는 방식으로 애도의 뜻을 전하고 싶다며 국가대표를 지낸 만큼 자선 경기가 가장 좋은 방법이라고 생각했다 아직 구조 작업이 진행 중인 만큼 조심스럽게 준비하고 있다고 말했다 구체적인 계획은 아직 수립되지 않았지만 자선경기는 브라질월드컵이 끝난 뒤인 오는 월 중순쯤 열릴 전망이다 박 이사는 오는 월 인도네시아 자카르타에서 열리는 아시안드림컵을 국내 개최로 변경하려고 했다며 하지만 이미 대회 준비가 상당 수준 진행된 만큼 일정 변경이 불가피했다 월쯤 국내에서 한 차례 더 자선경기를 갖는 쪽으로 가닥을 잡고 있다고 말했다 그는 또 선수 구성대회 장소 등 아직 아무것도 정해진 것은 없다며 많은 사람에게 희망을 줄 수 있도록 잘 준비하겠다 자선 경기를 통해 모인 기금은 전액 기부할 계획이라고 밝혔다 박지성은 다음달 일 브레다와 최종전라운드를 치른 뒤 귀국할 예정이다 이후 에인트호번과 수원 삼성월 일수원월드컵경기장 경남일창원축구센터 등 국내 프로축구팀의 친선 경기에 참가한다 월 일에는 자카르타에서 자선축구 대회 아시안 드림컵 를 연다 
9, 세월호 참사가 발생한 지 보름을 넘긴 가운데 여전히 진도에 머물고 있는 실종자 가족들의 생계문제에 대한 지원이 시급한 상황이다 정부가 긴급복지지원 제도를 통해 해결에 나섰지만 근본적인 해법이 되기는 힘들다는 지적이 나오고 있다 고용노동부는 지난 일부터 진도실내체육관과 팽목항에 남아있는 실종자 가족들에 대해 직장 등 생계유지 상황에 대한 상담을 진행하고 있다 그러나 정부 차원에서 가족들에게 복지지원 외에 직장이나 사업 상 어려움을 해결할 수 있는 뾰족한 대책을 마련하기는 힘든 상황이다 고용노동부 측에서는 실종자 가족들의 급여 보전 휴가 처리 등을 위해 소속 직장에 협조를 구하고 있다 하지만 강제할 수는 없다는 입장이다 최악의 경우 실종자 가족들은 장기간 결근으로 인해 직장에서 해고를 당할 수도 있다 해고가 되지 않더라도 결근일수에 대해 무급처리를 당할 수도 있다 그나마 정규직 직원은 고용노동부에서 회사에 협조 요청을 할 수 있지만 파견직이나 일용직 노동자 자영업자는 정부가 해결할 길이 마땅찮다 이들은 생계 상담 대상에서도 제외된 상태다 고용노동부 관계자는 실종자 가족들의 생계 문제는 범정부 차원에서 논의해서 해결해야 할 문제라고 밝혔다 한편 보건복지부는 일 세월호 관련 가정에 포괄적으로 위기상황 사유를 적용해 긴급복지지원을 받을 수 있도록 조치할 것이라고 밝혔다 긴급복지지원은 주 소득자의 사망이나 실종 등으로 소득을 잃은 경우나 중한 질병 등의 위기상황에서 생계의료주거 등에 필요한 현물이나 비용을 신속하게 지원하는 제도다 정부는 세월호 침몰 사고 관련자들은 최대한 폭넓게 지원 자격을 인정할 방침이다 
10, 세월호 침몰 직후부터 초기 수사를 지휘하고 현재 구조작업 지원을 총괄하고 있는 해양경찰청 이용욱 정보수사국장이 유병언 전 세모그룹 회장의 장학생인 것으로 확인됐다고 조선이 일 보도했다 이 국장은 년 특채로 해경에 들어오기 전까지 세모에서 년간 일했고 년 이 국장이 쓴 박사 논문엔 유 전 회장에게 면학의 계기를 만들어 줘 진심으로 감사하다는 인사도 등장한다 이번 사고 수습을 주도한 이 국장이 유 전 회장과 긴밀한 관계에 있다는 사실이 드러나면서 해경에 대한 의혹도 증폭되고 있다 다음은 조선 보도 원문 ☞ 해당 뉴스 조선 영상 보러가기 앵커 대한민국 국민 여러분 안녕하십니까 오늘은 조선의 단독 특종 보도로 시작합니다 세월호 침몰 직후부터 구조와 수사를 사실상 해양 경찰청이 주도하고 있습니다 그런데 조선 취재 결과 해양 경찰청의 정보 수집과 수사 업무를 총괄하는 이용욱 해경 정보 수사 국장이 세모 그룹에서 장기간 근무했던 유병언 전 세모 그룹 회장의 장학생인 것으로 드러났습니다 이용욱 국장은 세월호 초기 수사를 지휘했고 현재는 진도 팽목항에서 구조 작업 지원을 총괄하고 있습니다 그동안 뭔가 좀 이상했던 수수께끼가 풀리는것 같습니다 먼저 전병남 기자의 단독 보도입니다 리포트 해양경찰청의 정보수집과 수사업무를 총괄하는 이용욱 해경 정보수사국장 이 국장은 세월호 사고 직후 현장으로 내려가 사고 수습과 함께 초기 수사 지휘에 관여했습니다 녹취 이용욱 해경 정보수사국장지난 일 이런 사고를 미연에 예방하지 못한 책임도 있고 지금도 해경의 실종자 수색과 구조 지원 업무를 현장에서 책임지고 있습니다 이 국장은 년 해경에 경정으로 특채됐는데 그 직전까지 년간 세모에서 근무를 했습니다 당시 구원파 신도이기도 했습니다 지난 년 작성된 이 국장의 박사학위 논문 이 국장은 논문에서 유 전 회장에게 면학의 계기를 만들어 줘 진심으로 감사드린다고 밝혔습니다 세모의 지원을 받아 학위를 딴 듯한 뉘앙스입니다 감사 표시를 한 또 다른 인물 박모씨는 당시 주식회사 세모 사장이었습니다 박사학위를 딴 직후 해경에 특채됐는데 특채 과정에서도 유 전 회장의 지원이 있었을 가능성도 있습니다 이 국장은 년 월부터 해경 정보수사국장을 맡아 왔습니다 녹취 해경 관계자 정보 파트하고 수사 파트를 합친 한 개의 국이죠 거기가 최고 부서죠 이 국장은 세모 근무 경력을 대외적으로는 숨겨온 것으로 전해집니다 이 국장은 현재는 구원파가 아니고 세모를 나온 이후엔 유 전 회장과 단 한 차례도 연락하고 지낸 적이 없다고 해명했습니다 구원파 신도였던 유병언 장학생이 세월호 침몰 사고 수습과 구조를 주도한 사실이 확인되면서 해경을 둘러싼 여러 의혹과 논란은 한층 증폭될 것으로 보입니다 조선 전병남입니다 
